LGA_CODE_2021,D_10_12_FPNLF_MPET,D_10_12_FPNLF_MPULFTW,D_10_12_FPNLF_MPULPTW,D_10_12_FPNLF_MPUT,D_10_12_FPNLF_MPTLF,D_10_12_FPNLF_MPNLF,D_10_12_FPNLF_MPLFSNS,D_10_12_FPNLF_T,D_10_12_FPLFSNS_MPEFT,D_10_12_FPLFSNS_MPEPT,D_10_12_FPLFSNS_MPEAW,D_10_12_FPLFSNS_MPEHNS,D_10_12_FPLFSNS_MPET,D_10_12_FPLFSNS_MPULFTW,D_10_12_FPLFSNS_MPULPTW,D_10_12_FPLFSNS_MPUT,D_10_12_FPLFSNS_MPTLF,D_10_12_FPLFSNS_MPNLF,D_10_12_FPLFSNS_MPLFSNS,D_10_12_FPLFSNS_T,D_10_12_FPT_MPEFT,D_10_12_FPT_MPEPT,D_10_12_FPT_MPEAW,D_10_12_FPT_MPEHNS,D_10_12_FPT_MPET,D_10_12_FPT_MPULFTW,D_10_12_FPT_MPULPTW,D_10_12_FPT_MPUT,D_10_12_FPT_MPTLF,D_10_12_FPT_MPNLF,D_10_12_FPT_MPLFSNS,D_10_12_FPT_T,D_13_14_FPEFT_MPEFT,D_13_14_FPEFT_MPEPT,D_13_14_FPEFT_MPEAW,D_13_14_FPEFT_MPEHNS,D_13_14_FPEFT_MPET,D_13_14_FPEFT_MPULFTW,D_13_14_FPEFT_MPULPTW,D_13_14_FPEFT_MPUT,D_13_14_FPEFT_MPTLF,D_13_14_FPEFT_MPNLF,D_13_14_FPEFT_MPLFSNS,D_13_14_FPEFT_T,D_13_14_FPEPT_MPEFT,D_13_14_FPEPT_MPEPT,D_13_14_FPEPT_MPEAW,D_13_14_FPEPT_MPEHNS,D_13_14_FPEPT_MPET,D_13_14_FPEPT_MPULFTW,D_13_14_FPEPT_MPULPTW,D_13_14_FPEPT_MPUT,D_13_14_FPEPT_MPTLF,D_13_14_FPEPT_MPNLF,D_13_14_FPEPT_MPLFSNS,D_13_14_FPEPT_T,D_13_14_FPEAW_MPEFT,D_13_14_FPEAW_MPEPT,D_13_14_FPEAW_MPEAW,D_13_14_FPEAW_MPEHNS,D_13_14_FPEAW_MPET,D_13_14_FPEAW_MPULFTW,D_13_14_FPEAW_MPULPTW,D_13_14_FPEAW_MPUT,D_13_14_FPEAW_MPTLF,D_13_14_FPEAW_MPNLF,D_13_14_FPEAW_MPLFSNS,D_13_14_FPEAW_T,D_13_14_FPHNS_MPEFT,D_13_14_FPHNS_MPEPT,D_13_14_FPHNS_MPEAW,D_13_14_FPHNS_MPEHNS,D_13_14_FPHNS_MPET,D_13_14_FPHNS_MPULFTW,D_13_14_FPHNS_MPULPTW,D_13_14_FPHNS_MPUT,D_13_14_FPHNS_MPTLF,D_13_14_FPHNS_MPNLF,D_13_14_FPHNS_MPLFSNS,D_13_14_FPHNS_T,D_13_14_FPET_MPEFT,D_13_14_FPET_MPEPT,D_13_14_FPET_MPEAW,D_13_14_FPET_MPEHNS,D_13_14_FPET_MPET,D_13_14_FPET_MPULFTW,D_13_14_FPET_MPULPTW,D_13_14_FPET_MPUT,D_13_14_FPET_MPTLF,D_13_14_FPET_MPNLF,D_13_14_FPET_MPLFSNS,D_13_14_FPET_T,D_13_14_FPULFTW_MPEFT,D_13_14_FPULFTW_MPEPT,D_13_14_FPULFTW_MPEAW,D_13_14_FPULFTW_MPEHNS,D_13_14_FPULFTW_MPET,D_13_14_FPULFTW_MPULFTW,D_13_14_FPULFTW_MPULPTW,D_13_14_FPULFTW_MPUT,D_13_14_FPULFTW_MPTLF,D_13_14_FPULFTW_MPNLF,D_13_14_FPULFTW_MPLFSNS,D_13_14_FPULFTW_T,D_13_14_FPULPTW_MPEFT,D_13_14_FPULPTW_MPEPT,D_13_14_FPULPTW_MPEAW,D_13_14_FPULPTW_MPEHNS,D_13_14_FPULPTW_MPET,D_13_14_FPULPTW_MPULFTW,D_13_14_FPULPTW_MPULPTW,D_13_14_FPULPTW_MPUT,D_13_14_FPULPTW_MPTLF,D_13_14_FPULPTW_MPNLF,D_13_14_FPULPTW_MPLFSNS,D_13_14_FPULPTW_T,D_13_14_FPUT_MPEFT,D_13_14_FPUT_MPEPT,D_13_14_FPUT_MPEAW,D_13_14_FPUT_MPEHNS,D_13_14_FPUT_MPET,D_13_14_FPUT_MPULFTW,D_13_14_FPUT_MPULPTW,D_13_14_FPUT_MPUT,D_13_14_FPUT_MPTLF,D_13_14_FPUT_MPNLF,D_13_14_FPUT_MPLFSNS,D_13_14_FPUT_T,D_13_14_FPTLF_MPEFT,D_13_14_FPTLF_MPEPT,D_13_14_FPTLF_MPEAW,D_13_14_FPTLF_MPEHNS,D_13_14_FPTLF_MPET,D_13_14_FPTLF_MPULFTW,D_13_14_FPTLF_MPULPTW,D_13_14_FPTLF_MPUT,D_13_14_FPTLF_MPTLF,D_13_14_FPTLF_MPNLF,D_13_14_FPTLF_MPLFSNS,D_13_14_FP_T,D_13_14_FPNLF_MPEFT,D_13_14_FPNLF_MPEPT,D_13_14_FPNLF_MPEAW,D_13_14_FPNLF_MPEHNS,D_13_14_FPNLF_MPET,D_13_14_FPNLF_MPULFTW,D_13_14_FPNLF_MPULPTW,D_13_14_FPNLF_MPUT,D_13_14_FPNLF_MPTLF,D_13_14_FPNLF_MPNLF,D_13_14_FPNLF_MPLFSNS,D_13_14_FPNLF_T,D_13_14_FPLFSNS_MPEFT,D_13_14_FPLFSNS_MPEPT,D_13_14_FPLFSNS_MPEAW,D_13_14_FPLFSNS_MPEHNS,D_13_14_FPLFSNS_MPET,D_13_14_FPLFSNS_MPULFTW,D_13_14_FPLFSNS_MPULPTW,D_13_14_FPLFSNS_MPUT,D_13_14_FPLFSNS_MPTLF,D_13_14_FPLFSNS_MPNLF,D_13_14_FPLFSNS_MPLFSNS,D_13_14_FPLFSNS_T,D_13_14_FPT_MPEFT,D_13_14_FPT_MPEPT,D_13_14_FPT_MPEAW,D_13_14_FPT_MPEHNS,D_13_14_FPT_MPET,D_13_14_FPT_MPULFTW,D_13_14_FPT_MPULPTW,D_13_14_FPT_MPUT,D_13_14_FPT_MPTLF,D_13_14_FPT_MPNLF,D_13_14_FPT_MPLFSNS,D_13_14_FPT_T,D_15_17_FPEFT_MPEFT,D_15_17_FPEFT_MPEPT,D_15_17_FPEFT_MPEAW,D_15_17_FPEFT_MPEHNS,D_15_17_FPEFT_MPET,D_15_17_FPEFT_MPULFTW,D_15_17_FPEFT_MPULPTW,D_15_17_FPEFT_MPUT,D_15_17_FPEFT_MPTLF,D_15_17_FPEFT_MPNLF,D_15_17_FPEFT_MPLFSNS,D_15_17_FPEFT_T,D_15_17_FPEPT_MPEFT,D_15_17_FPEPT_MPEPT,D_15_17_FPEPT_MPEAW,D_15_17_FPEPT_MPEHNS,D_15_17_FPEPT_MPET,D_15_17_FPEPT_MPULFTW,D_15_17_FPEPT_MPULPTW,D_15_17_FPEPT_MPUT,D_15_17_FPEPT_MPTLF,D_15_17_FPEPT_MPNLF,D_15_17_FPEPT_MPLFSNS,D_15_17_FPEPT_T
LGA35800,4,0,0,0,4,9,0,15,0,0,0,0,0,0,0,0,0,0,0,0,23,6,3,0,28,0,0,0,30,13,0,35,7,0,0,0,7,0,0,0,7,0,0,7,0,5,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,4,6,0,0,0,6,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,4,6,0,0,0,6,0,0,10,3,0,0,0,3,0,0,0,3,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,4,12,0,0,0,12,8,0,16,4,0,0,0,4,0,0,0,4,0,0,4,3,6,0,0,7,0,0,0,7,0,0,7
LGA36070,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4,9,6,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,8,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA36150,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,16,0,0,0,16,7,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA36250,538,16,0,12,558,89,0,640,7,0,0,3,12,0,0,0,12,0,10,21,3720,475,142,43,4383,51,5,51,4440,229,16,4683,1021,108,27,4,1161,17,4,16,1176,66,3,1242,949,132,28,3,1122,8,0,8,1131,36,0,1169,104,22,15,0,138,0,0,0,138,3,0,146,4,0,0,10,17,0,0,0,17,0,0,23,2080,266,75,23,2438,24,4,26,2461,104,0,2571,12,3,0,0,18,3,0,3,26,0,0,26,20,6,0,0,26,0,6,7,29,5,0,37,35,5,0,0,49,4,6,6,54,5,0,61,2114,268,75,23,2488,27,8,36,2516,110,0,2634,309,46,15,5,379,11,0,9,385,66,0,452,9,0,0,3,12,0,0,0,12,0,10,22,2433,314,87,38,2874,38,7,50,2921,178,14,3104,1429,131,41,6,1612,25,5,30,1642,86,0,1729,1158,168,37,8,1367,11,0,14,1387,41,0,1420
LGA36300,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,17,0,0,0,17,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA36370,249,0,0,4,254,59,3,311,0,0,0,0,0,0,0,0,0,0,6,8,1496,177,66,38,1780,26,5,39,1812,133,23,1964,451,46,20,8,526,3,0,3,524,24,0,548,413,43,18,0,471,8,0,7,477,20,0,502,20,3,3,0,32,5,0,5,31,0,0,33,6,0,0,10,11,0,0,0,13,0,3,16,891,87,43,17,1041,12,0,10,1045,42,4,1094,7,0,0,0,7,0,0,0,4,4,0,6,7,0,0,0,8,0,0,0,8,0,0,8,14,0,0,0,16,0,0,0,18,4,0,17,901,90,44,17,1052,13,0,12,1066,44,4,1114,95,29,8,8,132,3,0,3,139,33,0,180,0,0,0,0,0,0,0,0,0,0,5,3,998,116,48,26,1184,17,0,18,1205,80,6,1293,558,63,21,6,650,8,0,5,657,25,0,681,393,42,9,5,448,10,4,10,458,21,0,484
LGA36510,202,8,0,8,211,46,0,254,0,0,0,5,5,0,0,0,5,0,5,4,857,135,44,27,1065,19,4,24,1091,92,6,1192,223,28,3,0,263,0,0,0,262,15,0,285,205,37,15,3,260,0,0,0,264,11,0,276,36,3,11,0,46,0,0,0,46,8,0,57,6,0,0,10,15,0,0,0,15,0,0,15,470,72,26,8,585,3,0,5,589,33,0,620,6,0,0,0,6,5,0,5,3,0,0,7,5,0,0,0,5,0,0,0,5,0,0,4,7,0,0,0,7,5,0,5,8,0,0,12,482,72,26,8,595,7,0,8,602,37,0,636,73,18,6,3,100,0,0,0,102,35,0,139,0,0,0,0,0,0,0,0,0,0,0,6,556,92,34,15,697,9,0,8,706,72,8,786,294,33,7,0,339,5,0,5,341,25,0,367,285,39,19,0,340,0,0,3,345,22,0,363
LGA36580,113,0,0,0,114,37,0,150,5,0,0,0,3,0,0,0,3,0,4,5,485,77,23,18,606,9,0,6,613,81,6,702,123,10,0,0,135,3,0,3,137,11,0,155,113,25,5,0,146,0,4,4,145,5,0,153,17,0,0,0,20,0,0,0,24,3,0,21,3,0,0,7,12,0,0,0,12,0,0,12,257,35,11,3,307,0,0,3,316,22,0,335,5,0,0,0,7,0,0,0,7,0,0,7,4,0,0,0,4,0,0,0,4,0,0,5,10,0,0,0,9,0,0,0,8,0,0,14,260,36,11,8,319,5,0,5,325,22,6,351,53,11,5,5,71,0,0,0,74,38,0,107,0,0,0,0,0,0,0,0,0,0,0,0,317,47,14,11,390,3,4,10,395,58,5,456,166,18,6,0,192,5,0,5,199,11,0,203,135,20,10,4,165,8,0,4,174,9,0,181
LGA36630,109,0,0,4,110,67,0,179,0,0,0,0,0,0,0,0,0,0,0,4,510,65,22,16,618,15,7,15,636,117,0,750,143,8,3,0,149,0,0,3,149,14,0,163,134,20,8,4,160,0,0,0,164,17,0,183,8,0,4,0,11,0,0,0,11,0,0,17,3,0,0,3,10,0,0,0,10,0,0,10,287,26,13,4,326,3,4,7,336,31,0,366,0,0,0,0,4,6,0,6,3,0,0,8,3,0,0,0,4,0,0,0,4,0,0,3,0,0,0,0,8,6,0,6,7,3,0,12,292,22,13,7,331,7,4,7,344,35,0,381,46,15,0,0,68,0,6,4,75,48,0,121,0,0,0,0,0,0,0,0,0,3,0,3,332,42,19,9,402,7,8,13,411,87,0,502,176,15,4,0,197,0,0,0,199,13,0,214,148,26,7,0,179,9,0,8,185,17,0,199
LGA36660,135,4,8,12,144,53,0,200,0,0,0,0,4,0,0,0,4,0,3,9,644,106,19,8,781,6,7,13,791,91,3,887,155,17,0,0,176,0,0,0,175,8,0,185,213,25,5,0,244,0,0,4,245,19,0,262,13,3,0,0,11,0,0,0,14,0,0,16,4,0,0,3,7,0,0,0,7,0,0,6,379,50,5,3,435,4,0,4,440,30,0,470,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,4,0,0,5,9,0,0,0,7,0,0,0,10,0,0,9,383,50,3,3,444,5,0,10,449,28,0,479,59,19,6,0,81,4,0,6,90,30,0,117,0,0,0,0,0,0,0,0,0,0,0,0,444,69,5,4,520,6,6,16,540,58,0,596,198,22,4,0,222,0,3,3,227,19,0,241,237,43,5,3,286,3,0,3,293,21,0,306
LGA36720,1151,24,3,31,1175,204,9,1393,12,3,0,11,21,0,0,0,21,0,26,52,6719,1336,332,117,8509,119,30,157,8658,563,58,9287,1677,245,63,10,2006,28,13,38,2043,108,0,2158,1842,397,76,3,2318,20,12,36,2353,122,4,2476,223,37,45,6,306,0,0,3,306,14,0,316,22,3,0,19,43,0,0,0,43,5,3,48,3757,689,180,39,4665,47,29,77,4741,242,10,5001,14,7,0,0,21,0,0,0,18,5,0,22,62,14,6,0,80,3,0,3,81,4,0,85,75,18,6,0,99,0,0,8,100,7,0,108,3831,703,186,41,4759,54,31,80,4847,256,10,5110,492,88,32,13,631,15,5,20,650,137,0,789,9,0,0,3,19,0,0,0,19,0,23,34,4340,791,214,56,5405,67,36,98,5506,390,36,5929,2245,336,82,20,2682,25,18,46,2726,140,3,2872,2199,491,115,15,2816,23,10,30,2850,142,0,2999
LGA36820,79,4,7,10,92,23,0,115,0,0,0,3,3,0,0,0,3,0,3,4,430,76,15,22,540,12,9,17,557,51,3,611,141,17,0,0,159,0,0,3,165,7,0,174,123,25,6,6,162,0,0,5,163,9,0,177,0,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,5,0,0,0,5,0,0,5,264,43,10,8,333,3,4,9,334,20,0,356,0,0,0,0,3,0,0,0,3,0,0,3,4,0,0,0,4,0,0,0,4,0,0,5,5,0,0,0,4,0,0,0,4,0,0,10,269,46,10,8,331,3,4,9,344,20,0,365,43,7,3,8,54,4,0,7,59,19,0,79,0,0,0,0,0,0,0,0,0,0,3,3,310,53,10,13,391,7,3,9,402,37,5,445,161,17,5,4,187,3,0,7,195,14,0,207,109,27,3,4,151,0,0,0,147,8,0,156
LGA36910,686,31,22,56,738,260,0,1000,3,3,0,0,7,0,0,0,7,3,20,31,3703,480,86,53,4328,81,33,117,4444,405,20,4870,982,93,21,4,1110,13,3,14,1123,54,0,1181,992,110,19,5,1124,14,3,18,1142,57,0,1198,33,3,3,0,40,0,0,0,43,4,0,48,6,3,0,9,23,0,0,0,20,4,0,26,2017,213,45,24,2292,30,10,35,2326,112,0,2442,16,5,0,0,14,3,0,3,27,5,0,28,26,6,0,0,35,5,0,5,45,0,0,46,40,11,0,5,59,7,0,14,68,3,0,76,2056,222,44,24,2347,34,9,45,2397,116,0,2514,308,59,4,6,381,20,11,32,415,160,0,579,0,4,0,6,6,0,0,0,6,0,7,22,2363,276,54,38,2736,62,18,81,2817,275,13,3107,1345,134,25,0,1504,9,3,10,1521,83,4,1609,1193,149,24,9,1375,18,0,23,1394,58,0,1452
LGA36950,13,0,0,0,14,11,0,25,0,0,0,0,0,0,0,0,0,0,4,6,55,21,4,12,91,0,0,4,91,20,4,118,22,0,0,0,27,0,0,0,22,0,0,26,0,6,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,6,0,0,35,0,0,0,35,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,6,0,0,35,0,0,0,35,3,0,36,4,3,0,0,6,0,0,0,10,5,0,14,0,0,0,0,0,0,0,0,0,0,0,0,29,12,0,0,38,0,0,3,46,10,0,57,17,0,0,4,22,0,0,3,26,3,0,27,4,7,0,0,16,0,0,0,16,0,0,12
LGA36960,31,9,0,9,33,46,0,81,0,0,0,0,0,0,0,0,0,0,0,0,48,23,5,0,75,8,0,10,89,56,0,144,4,0,0,0,4,0,0,0,4,4,0,0,5,4,0,0,4,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,11,0,0,0,11,8,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,11,0,0,0,11,8,0,11,4,0,0,0,9,0,0,0,13,17,0,25,0,0,0,0,0,0,0,0,0,0,0,0,16,8,0,0,19,0,0,0,19,20,4,46,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0
LGA37010,529,22,7,34,560,177,4,738,5,0,5,4,10,0,0,0,10,0,8,18,3670,403,86,58,4216,81,29,113,4332,404,12,4750,1148,111,27,12,1289,31,8,36,1332,99,0,1427,787,105,24,6,921,13,7,20,938,56,0,992,31,10,11,0,55,0,0,0,55,6,0,62,12,0,0,8,20,0,0,0,20,4,0,23,1980,223,57,26,2287,42,8,57,2340,162,4,2504,14,4,0,0,18,0,0,0,20,9,0,27,29,0,0,0,33,3,4,6,40,4,0,43,42,9,0,0,51,5,3,11,57,11,0,69,2021,225,57,26,2333,50,14,62,2396,174,4,2575,271,48,7,4,328,22,0,22,348,121,0,473,4,0,0,0,6,0,0,0,6,0,6,10,2290,269,61,33,2665,70,18,91,2748,297,9,3055,1545,148,47,8,1748,18,4,19,1767,113,0,1878,959,124,23,7,1112,16,7,22,1134,82,0,1218
LGA37300,12,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,102,5,3,3,118,0,0,0,118,5,0,121,47,0,3,0,50,0,0,0,55,0,0,55,10,5,0,0,17,0,0,0,17,0,0,17,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,60,7,4,0,72,0,0,0,70,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,7,4,0,73,0,0,0,73,0,0,74,6,5,0,0,13,0,0,0,13,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,67,5,3,3,79,0,0,0,80,0,0,82,60,0,0,0,63,0,0,0,60,0,0,63,5,4,0,0,6,0,0,0,6,0,0,6
LGA37310,119,7,0,7,126,46,0,169,0,0,0,0,0,0,0,0,0,0,8,8,733,66,28,10,837,14,5,18,852,95,7,953,197,15,3,0,209,0,0,0,214,9,0,217,167,22,13,5,203,3,0,3,208,9,0,217,8,0,0,0,9,0,0,0,9,0,0,9,0,0,0,4,4,0,0,0,4,0,0,4,372,30,13,3,426,3,0,5,429,16,0,445,0,0,0,0,0,0,0,0,6,3,0,6,5,0,0,0,6,0,0,0,7,0,0,7,7,0,0,0,10,0,0,0,9,3,0,12,379,33,13,3,431,8,0,7,442,21,0,460,55,6,7,0,60,3,0,3,62,32,0,95,0,0,0,0,0,0,0,0,0,0,0,4,431,40,17,3,496,5,4,9,504,57,0,562,250,6,6,0,260,0,0,0,260,13,0,278,206,18,5,4,235,4,0,4,234,9,0,243
LGA37340,91,3,0,7,96,24,0,122,3,0,0,0,3,0,0,0,3,0,6,7,668,79,16,21,781,12,3,16,796,59,7,858,203,19,8,0,229,0,0,0,230,14,0,242,153,22,5,7,185,0,0,0,183,11,0,202,0,0,0,0,5,0,0,0,5,4,0,9,0,0,0,3,4,0,0,0,4,0,0,6,355,44,10,11,419,0,0,4,424,27,0,455,5,0,0,0,6,0,0,0,5,0,0,5,9,0,0,0,12,0,0,0,8,0,0,9,10,5,0,0,9,0,0,0,17,0,0,14,365,46,10,11,433,5,0,5,438,31,0,464,42,4,0,4,53,0,0,0,58,13,0,68,0,0,0,0,0,0,0,0,0,0,3,4,402,46,12,15,482,6,0,12,491,48,4,540,248,17,4,0,271,0,4,4,274,13,0,283,153,16,9,3,184,0,3,3,186,11,0,194
LGA37400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,22,0,0,0,22,0,0,22,8,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,11,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,11,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,11,0,0,0,11,0,0,11,0,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
LGA37550,0,0,0,0,0,13,0,9,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,10,0,0,0,12,14,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,8,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,4,0,9,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
LGA37570,0,4,0,4,4,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,8,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA37600,7,0,0,0,13,28,0,41,0,0,0,0,0,0,0,0,0,0,0,0,18,17,0,0,36,6,0,6,36,40,0,83,5,3,0,0,9,0,0,0,10,0,0,12,0,6,0,0,6,0,0,0,7,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,9,0,0,0,14,3,0,19,0,0,0,4,4,3,0,3,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,5,5,0,0,5,5,9,0,4,16,3,4,4,18,3,0,20,4,0,0,0,3,3,0,3,7,16,0,29,0,0,0,0,0,0,0,0,0,0,0,0,12,11,0,4,25,8,4,7,28,17,0,49,3,0,0,0,8,0,0,0,4,4,0,8,4,7,0,0,5,0,0,0,10,3,0,8
LGA39499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
