LGA_CODE_2021,P_AdvDi_Di_AdvDi_AsDe_Mng,P_AdvDi_Di_AdvDi_AsDe_Pro,P_AdvDi_Di_AdvDi_AsDe_TTW,P_AdvDi_Di_AdvDi_AsDe_CPS,P_AdvDi_Di_AdvDi_AsDe_CA,P_AdvDi_Di_AdvDi_AsDe_Sal,P_AdvDi_Di_AdvDi_AsDe_MOD,P_AdvDi_Di_AdvDi_AsDe_Lab,P_AdvDi_Di_AdvDi_AsDe_IDNS,P_AdvDi_Di_AdvDi_AsDe_Tot,P_AdvDi_Di_Dip_Mng,P_AdvDi_Di_Dip_Pro,P_AdvDi_Di_Dip_TTW,P_AdvDi_Di_Dip_CPS,P_AdvDi_Di_Dip_CA,P_AdvDi_Di_Dip_Sal,P_AdvDi_Di_Dip_MOD,P_AdvDi_Di_Dip_Lab,P_AdvDi_Di_Dip_IDNS,P_AdvDi_Di_Dip_Tot,P_Cert_CertIII_IV_Mng,P_Cert_CertIII_IV_Pro,P_Cert_CertIII_IV_TTW,P_Cert_CertIII_IV_CPS,P_Cert_CertIII_IV_CA,P_Cert_CertIII_IV_Sal,P_Cert_CertIII_IV_MOD,P_Cert_CertIII_IV_Lab,P_Cert_CertIII_IV_IDNS,P_Cert_CertIII_IV_Tot,P_Cert_CertI_II_Mng,P_Cert_CertI_II_Pro,P_Cert_CertI_II_TTW,P_Cert_CertI_II_CPS,P_Cert_CertI_II_CA,P_Cert_CertI_II_Sal,P_Cert_CertI_II_MOD,P_Cert_CertI_II_Lab,P_Cert_CertI_II_IDNS,P_Cert_CertI_II_Tot,P_Cert_Cert_nfd_Mng,P_Cert_Cert_nfd_Pro,P_Cert_Cert_nfd_TTW,P_Cert_Cert_nfd_CPS,P_Cert_Cert_nfd_CA,P_Cert_Cert_nfd_Sal,P_Cert_Cert_nfd_MOD,P_Cert_Cert_nfd_Lab,P_Cert_Cert_nfd_IDNS,P_Cert_Cert_nfd_Tot,P_LE_ID_Mng,P_LE_ID_Pro,P_LE_ID_TTW,P_LE_ID_CPS,P_LE_ID_CA,P_LE_ID_Sal,P_LE_ID_MOD,P_LE_ID_Lab,P_LE_ID_IDNS,P_LE_ID_Tot,P_LE_NS_Mng,P_LE_NS_Pro,P_LE_NS_TTW,P_LE_NS_CPS,P_LE_NS_CA,P_LE_NS_Sal,P_LE_NS_MOD,P_LE_NS_Lab,P_LE_NS_IDNS,P_LE_NS_Tot,P_Tot_Mng,P_Tot_Pro,P_Tot_TTW,P_Tot_CPS,P_Tot_CA,P_Tot_Sal,P_Tot_MOD,P_Tot_Lab,P_Tot_IDNS,P_Tot_Tot
LGA21610,1119,1147,1181,1070,1264,456,660,564,125,7592,1953,1749,2103,4023,2599,1103,1286,1127,279,16221,3018,1230,12298,4769,3591,1970,3300,3328,643,34152,163,89,236,225,422,258,236,291,29,1954,284,177,345,624,529,292,308,336,50,2942,118,221,158,128,150,80,115,117,27,1110,281,313,314,366,340,188,312,334,486,2926,13289,27826,19565,16294,15103,6691,8427,8323,2352,117861
LGA21670,29,30,11,40,20,15,0,10,0,158,35,40,30,116,34,18,9,20,3,296,151,35,429,238,110,78,121,172,25,1360,12,0,0,14,11,10,7,24,0,89,8,0,4,14,9,5,11,10,3,67,5,0,0,0,0,0,0,0,0,9,19,8,6,17,7,9,9,31,9,121,357,502,501,537,248,158,160,286,46,2794
LGA21750,123,66,32,92,59,24,14,43,9,459,120,74,66,145,81,34,14,67,8,610,442,101,824,446,189,157,253,424,50,2879,19,3,10,17,21,22,9,37,0,142,38,9,10,33,26,13,8,29,0,160,6,4,5,9,6,3,0,8,0,40,29,16,25,26,25,20,22,43,25,231,1137,1281,1036,940,561,331,348,773,111,6523
LGA21830,125,46,17,40,19,11,5,33,0,292,105,57,28,96,45,22,7,33,7,403,477,63,537,250,134,67,194,265,37,2019,24,4,13,15,15,16,17,24,0,127,23,5,8,11,10,8,3,16,8,104,13,3,3,4,5,0,0,6,0,34,62,21,20,19,11,13,14,34,17,210,1149,851,671,537,330,176,257,481,79,4533
LGA21890,500,826,416,375,472,215,101,161,32,3083,735,932,708,1007,852,401,183,318,56,5190,863,577,3069,1236,919,476,463,731,144,8478,53,47,74,92,112,58,41,61,5,542,124,110,109,163,201,110,63,87,16,986,49,143,49,31,51,21,26,32,14,419,102,147,108,112,153,77,45,100,213,1069,9421,25798,6284,5855,6725,2893,1659,2552,971,62159
LGA22110,144,168,62,160,107,36,22,43,21,755,219,256,101,420,227,85,35,87,29,1446,708,220,1603,762,545,342,397,574,99,5242,42,17,32,51,57,35,19,53,4,301,52,34,33,75,52,35,17,55,4,353,16,18,3,17,11,8,0,13,0,80,63,46,52,54,41,51,25,95,60,482,1882,2793,1990,1916,1304,658,540,1027,253,12366
LGA22170,519,668,357,537,531,199,107,151,33,3099,920,935,665,1542,1044,460,204,315,105,6188,1650,707,6788,2206,1749,1016,1118,1548,279,17066,82,48,99,125,189,147,58,116,7,869,152,98,138,246,230,121,98,118,18,1217,42,85,39,36,49,21,23,30,14,334,97,147,130,162,151,98,72,125,130,1112,6019,11823,8863,6391,5597,2778,1943,2791,757,46965
LGA22250,52,37,11,18,12,7,0,9,0,138,43,46,22,78,28,10,6,13,4,260,269,51,378,154,98,64,107,131,20,1270,8,7,3,12,9,9,4,14,0,62,16,3,0,10,6,6,3,12,0,56,9,0,0,0,3,0,0,0,0,12,17,13,7,14,15,8,11,22,11,117,531,513,448,316,218,120,144,222,41,2547
LGA22310,680,879,365,392,554,269,67,136,44,3385,843,882,560,873,806,426,117,190,62,4747,894,489,2470,910,796,475,243,449,112,6845,55,45,43,68,110,73,24,41,5,464,162,153,93,166,233,135,20,67,13,1043,97,196,44,45,58,41,13,44,17,555,146,264,96,116,122,71,43,53,219,1123,11994,27152,5228,5035,7266,3457,1072,1775,1127,64111
LGA22410,85,77,13,39,40,10,13,15,5,298,86,78,38,178,74,27,18,27,4,535,334,99,821,381,188,121,285,270,57,2569,20,14,6,20,23,20,20,27,0,146,23,18,11,38,22,17,18,18,3,170,9,8,6,6,0,7,0,5,0,38,36,25,13,25,12,13,27,28,19,205,842,1141,951,838,442,233,387,431,104,5366
LGA22490,107,116,61,87,92,25,8,29,10,543,161,133,121,255,157,70,27,49,6,975,427,124,1453,464,375,168,313,380,53,3758,18,10,16,24,45,15,18,18,0,169,38,12,21,29,43,10,21,21,0,194,8,14,21,5,6,3,0,3,0,64,36,10,29,30,16,21,26,32,27,222,1197,1879,1805,1127,975,368,445,587,124,8507
LGA22620,312,463,211,362,298,87,58,70,23,1886,536,712,353,1239,643,256,121,235,58,4142,1493,621,4704,2257,1436,858,1091,1403,212,14075,60,23,85,112,168,118,45,154,14,777,105,58,91,160,174,73,54,94,7,816,34,69,17,29,24,9,12,27,3,229,72,124,95,136,95,88,84,102,111,909,4561,11381,5978,5583,4074,1903,1618,2462,543,38100
LGA22670,253,312,458,322,403,169,260,313,34,2525,453,444,883,1204,695,381,511,683,86,5347,525,265,3047,1474,696,471,1006,1118,185,8784,41,23,86,70,91,68,105,145,20,649,79,57,160,204,140,83,135,204,13,1090,47,88,88,52,48,30,77,86,14,531,84,122,146,164,111,80,159,241,282,1379,3641,10039,6387,5537,5019,2469,3545,4448,1023,42097
LGA22750,900,1329,631,951,860,285,178,269,85,5492,1362,1434,1213,2676,1615,648,399,526,110,9980,2665,1214,10394,4759,2810,1700,1978,2689,489,28699,129,78,162,229,244,207,126,248,14,1433,234,138,164,410,343,196,129,182,27,1819,68,147,53,86,66,29,34,48,24,569,156,230,201,313,197,144,122,223,287,1866,11593,27737,14617,13081,9803,4700,3805,5402,1446,92173
LGA22830,222,204,83,175,147,35,33,58,10,962,389,386,197,707,349,121,82,193,28,2451,908,308,2412,1059,748,431,486,802,124,7275,35,19,35,51,78,71,33,87,8,408,64,34,41,91,85,55,36,80,8,491,17,34,10,19,11,4,16,27,5,142,74,72,60,61,34,54,54,116,83,602,2657,4986,3046,2691,1883,930,810,1651,331,18980
LGA22910,92,70,51,58,55,23,9,24,4,384,98,85,75,127,73,19,7,35,4,526,249,77,559,216,124,81,101,145,12,1569,10,3,11,14,5,15,3,21,0,88,19,9,6,27,15,4,5,19,0,115,6,10,10,4,5,0,0,3,0,34,27,12,24,13,10,5,10,20,21,141,998,1415,855,658,468,219,144,330,73,5159
LGA22980,20,24,6,11,21,6,7,6,0,96,25,30,10,51,19,4,7,14,0,148,155,22,136,85,43,24,72,90,13,639,7,0,4,6,7,5,3,12,0,45,13,4,4,4,6,9,5,4,0,47,0,0,0,0,0,0,0,0,0,3,14,3,0,7,0,0,3,14,0,57,290,314,176,198,124,54,108,143,22,1423
LGA23110,366,419,234,236,306,112,76,74,20,1845,622,580,409,636,607,217,136,153,52,3405,754,367,2541,725,766,369,517,562,145,6742,42,37,35,49,77,40,26,40,8,345,102,58,63,110,172,68,50,55,11,683,37,60,24,17,34,19,14,12,9,234,64,96,66,63,76,46,39,59,118,625,5965,11586,4071,3057,4076,1516,1180,1364,615,33430
LGA23190,124,101,31,73,54,25,5,14,4,424,120,118,43,216,121,35,15,31,12,716,418,117,875,358,260,168,211,230,39,2681,17,5,9,30,42,25,9,17,0,147,23,11,12,34,28,13,0,24,0,148,0,6,3,3,13,3,0,0,4,36,40,20,7,17,15,14,17,20,26,175,1042,1638,1031,899,670,306,279,372,98,6335
LGA23270,594,661,615,686,723,294,451,279,63,4359,1013,926,1240,2236,1418,616,782,610,141,8972,1617,714,6886,2814,2086,1078,1896,1798,371,19277,82,44,114,202,223,159,155,146,14,1137,190,113,184,366,360,180,207,213,31,1842,77,110,86,90,92,39,84,57,22,662,126,232,207,239,214,159,195,196,318,1889,7320,16091,11069,9917,8714,3908,5314,4600,1405,68334
LGA23350,103,106,25,59,48,17,9,21,5,389,121,99,45,151,87,36,10,27,3,568,346,104,742,254,192,104,196,264,35,2237,12,7,3,25,13,11,11,23,0,107,24,16,12,34,10,12,12,18,0,130,0,12,0,7,8,0,0,4,0,34,25,18,5,23,14,25,12,35,27,180,1098,1638,915,691,542,244,274,449,94,5940
LGA23430,744,912,437,551,717,283,104,147,60,3955,1077,1023,765,1170,1213,512,200,289,84,6326,1595,709,5130,1522,1339,715,649,871,211,12750,73,53,82,120,187,88,42,62,5,695,208,163,127,215,337,149,61,116,22,1389,73,134,51,53,60,39,29,34,11,486,145,191,123,135,167,96,55,84,206,1190,10054,20195,7984,5980,7649,3292,1678,2331,948,60112
LGA23670,591,837,462,503,670,245,125,190,48,3669,926,930,806,1434,1146,523,244,339,109,6452,1571,719,5856,1876,1603,871,950,1165,270,14885,72,48,94,108,164,108,60,104,10,779,163,122,117,207,267,148,90,110,16,1244,67,117,57,44,68,37,13,30,19,439,111,150,112,132,199,95,72,86,138,1094,8263,17865,8968,6359,7673,3412,2054,2717,943,58245
LGA23810,161,216,119,168,174,35,27,35,12,949,332,400,230,711,426,127,66,88,47,2422,789,373,3499,1465,1133,522,896,982,180,9843,33,30,53,75,100,64,30,78,3,470,49,17,29,94,81,51,39,43,10,413,16,34,16,18,9,9,6,17,0,133,53,68,65,99,60,56,47,103,66,631,2129,4855,4251,3160,2518,1011,1184,1457,369,20938
LGA23940,70,17,9,15,13,0,5,0,3,138,55,29,10,40,25,3,8,17,7,187,267,23,160,85,69,38,68,114,9,836,9,0,3,6,6,3,0,12,0,49,11,5,4,6,6,0,4,12,0,52,6,3,0,0,0,0,0,4,0,13,31,7,8,9,7,3,10,15,6,92,602,313,205,212,151,71,95,208,28,1892
LGA24130,252,295,126,193,181,71,22,54,23,1223,307,280,199,401,340,112,49,85,30,1804,701,266,2280,604,510,246,370,442,86,5511,34,9,27,32,44,29,18,26,6,233,57,47,40,61,86,39,31,36,11,407,24,27,12,17,21,11,0,15,4,122,60,53,32,51,51,42,19,39,51,395,3260,5613,3013,1949,1911,756,562,866,284,18211
LGA24210,565,597,303,327,427,241,76,148,42,2724,657,575,437,651,634,349,101,167,62,3638,844,349,2275,782,619,424,239,453,111,6108,43,27,39,57,86,58,12,31,3,362,145,85,95,131,199,110,32,52,6,863,71,125,36,39,48,43,13,14,14,402,124,167,87,69,110,65,25,43,156,840,8164,16676,4468,3695,5663,2864,845,1426,849,44657
LGA24250,64,37,17,37,37,10,3,13,0,223,71,47,42,79,73,19,8,23,9,355,200,33,464,124,88,94,101,117,16,1241,3,0,5,13,14,14,4,7,0,59,14,7,10,8,8,6,4,14,3,73,4,4,3,3,0,0,0,3,0,22,11,7,13,11,9,10,6,10,15,93,613,701,590,400,312,194,131,220,45,3198
LGA24330,292,424,271,246,248,116,85,90,22,1786,481,582,373,603,465,252,140,185,46,3127,518,366,1461,699,583,312,302,421,80,4745,45,20,37,54,63,42,34,52,3,344,83,87,57,99,113,62,41,40,7,588,25,68,35,20,28,15,18,33,11,262,64,94,54,65,79,55,40,65,132,654,5919,14404,3340,3356,4308,1913,1252,1674,609,36782
LGA24410,466,641,324,457,479,171,85,135,33,2790,718,794,521,971,807,351,131,201,68,4560,1183,538,4256,1383,1172,572,517,797,160,10583,60,39,62,77,115,66,31,76,4,535,138,103,91,171,208,107,43,96,10,966,38,84,33,27,34,19,20,23,13,291,64,110,90,115,105,65,37,63,102,745,6440,14636,6225,4810,5345,2188,1127,1811,646,43224
LGA24600,466,626,488,357,325,198,66,162,48,2738,688,740,942,1105,657,441,165,445,84,5265,584,472,1347,885,655,390,216,416,89,5060,49,33,46,84,67,34,22,64,4,410,116,126,97,136,112,68,24,66,23,762,104,246,82,80,72,39,29,66,22,725,97,180,96,140,79,65,42,150,218,1071,10331,33723,5658,6966,7852,4069,1432,3772,1307,75111
LGA24650,490,452,419,476,640,218,318,188,55,3264,869,746,768,1679,1164,452,742,408,112,6932,1243,600,5447,2293,1846,884,1818,1545,329,16006,62,30,91,132,192,126,125,124,13,898,122,100,150,282,325,150,193,160,38,1521,75,101,66,55,70,33,53,33,14,491,106,151,140,191,180,110,149,161,218,1401,6020,13056,8312,7549,7593,3097,4526,3379,1147,54690
LGA24780,146,181,61,167,109,33,19,56,12,791,287,319,160,498,243,91,54,130,37,1824,863,312,1980,951,680,423,504,643,113,6476,43,23,28,64,76,65,32,78,3,412,54,23,35,87,64,44,32,53,6,386,20,12,7,15,20,5,5,22,5,107,89,58,49,69,46,46,46,109,97,596,2210,3823,2470,2259,1536,804,749,1296,310,15453
LGA24850,203,162,103,166,154,50,46,42,11,926,292,239,238,569,316,107,82,92,11,1950,607,244,2394,817,656,335,659,581,146,6438,35,15,46,46,64,52,26,49,7,329,50,18,32,80,66,41,47,50,5,396,6,23,27,19,13,10,6,5,0,115,38,47,64,58,57,34,33,57,54,441,1933,2972,3104,2251,1754,744,1027,1033,293,15110
LGA24900,137,74,26,69,48,16,18,39,7,439,164,117,76,280,122,46,18,67,10,908,619,110,1107,444,297,186,303,469,68,3608,46,9,17,28,36,33,19,36,0,208,38,13,11,37,41,19,11,33,3,214,5,11,6,9,4,0,4,11,6,62,40,25,28,43,28,30,32,80,22,337,1372,1518,1335,1082,719,371,417,850,145,7816
LGA24970,626,779,490,438,619,260,163,236,55,3663,790,814,886,1044,991,539,274,469,101,5911,904,441,2850,1227,859,532,470,735,155,8173,41,34,65,96,133,83,30,83,4,567,166,120,124,186,256,101,72,120,27,1169,98,182,74,64,79,64,38,40,20,659,142,224,133,119,157,95,59,107,266,1305,10899,27913,6986,6094,8865,4251,2230,3454,1379,72068
LGA25060,508,632,306,348,526,153,63,114,39,2679,774,742,464,754,828,318,118,180,55,4244,1042,464,2815,908,886,451,443,606,140,7748,59,41,38,63,117,52,22,51,5,460,136,111,80,153,245,119,51,69,24,979,59,100,28,32,54,17,12,13,3,313,110,168,82,98,110,68,41,60,154,886,8638,18951,4804,4064,6154,2333,1074,1663,814,48496
LGA25150,149,138,92,120,147,43,34,41,5,758,200,203,155,365,268,77,56,76,15,1425,545,193,1865,606,562,233,467,424,108,4994,31,8,25,26,42,38,12,26,0,216,52,21,36,51,51,27,36,27,7,295,3,22,11,15,17,4,3,0,0,87,50,33,39,42,34,29,28,45,49,340,1698,2895,2401,1640,1530,574,700,713,221,12374
LGA25250,532,818,452,449,521,272,129,179,44,3395,924,1106,877,1266,981,444,206,358,90,6242,1033,676,3769,1369,1131,531,529,828,166,10025,52,45,65,111,132,82,23,51,7,554,159,151,108,188,263,109,71,87,19,1165,80,145,65,60,74,38,30,40,11,545,109,172,105,133,143,76,82,100,226,1148,10641,30716,7622,6988,8250,3302,1920,2896,1175,73512
LGA25340,838,873,437,579,606,300,67,133,64,3904,1024,936,670,1373,918,484,115,291,63,5883,2372,726,7208,2194,1596,1004,832,1512,291,17737,110,52,102,142,146,122,28,106,15,832,225,120,147,243,263,155,66,108,17,1342,71,81,38,34,49,28,12,24,6,345,193,169,159,191,174,137,63,155,151,1399,9105,14360,9505,6317,5437,2956,1317,2709,851,52553
LGA25430,77,105,39,66,51,29,7,24,10,403,89,116,80,145,79,32,11,32,7,598,181,82,613,222,160,89,124,174,22,1663,15,7,13,16,9,9,8,24,3,101,22,10,17,23,18,12,8,12,0,110,8,13,3,7,5,0,0,3,0,36,22,21,12,21,12,10,15,19,9,140,945,2205,949,758,570,267,190,364,96,6340
LGA25490,154,68,24,56,42,13,3,25,4,390,142,72,35,155,75,16,6,48,3,556,501,67,654,238,150,103,166,286,41,2196,23,3,14,26,25,17,8,23,0,146,40,3,10,13,14,11,4,16,0,123,6,7,4,0,5,0,4,0,5,35,68,19,15,32,11,14,5,24,21,220,1338,1265,830,667,450,199,215,486,98,5540
LGA25620,89,74,28,45,39,26,6,15,6,335,101,64,54,128,85,25,17,36,4,517,293,66,771,222,159,78,161,216,30,2005,19,5,10,10,16,11,3,16,0,85,18,5,16,19,19,13,10,6,5,111,7,4,6,0,4,0,0,0,0,18,23,17,19,28,16,15,14,12,15,166,849,907,965,607,458,188,230,352,81,4640
LGA25710,381,458,146,276,291,101,28,53,19,1754,473,410,276,453,417,154,57,81,28,2334,980,324,2722,652,638,293,302,388,84,6379,30,16,41,39,82,38,12,24,0,292,97,68,54,94,155,62,12,33,8,581,30,65,23,24,27,11,5,5,4,195,51,72,50,49,78,31,16,40,57,433,4750,8498,3742,2406,2887,1041,517,778,323,24947
LGA25810,63,40,17,61,17,8,5,8,3,224,59,35,29,112,44,14,6,21,0,331,241,54,332,262,103,61,111,181,19,1369,17,4,5,17,8,9,7,21,5,88,18,8,5,12,17,11,5,17,0,91,4,9,0,3,6,0,3,10,0,29,19,17,9,17,8,16,16,20,6,128,581,599,443,558,278,126,164,357,47,3151
LGA25900,571,745,220,256,339,181,42,91,53,2498,820,825,475,660,602,358,83,152,61,4033,821,469,1791,634,602,357,174,318,95,5259,66,53,25,51,70,51,15,30,5,353,141,152,72,96,169,101,23,34,18,802,71,149,43,29,43,29,8,31,17,419,124,201,41,69,90,50,32,45,131,777,10631,21857,3798,3685,5150,2589,698,1316,857,50586
LGA25990,28,15,11,18,14,3,9,8,8,107,55,34,17,49,35,15,7,14,4,225,159,32,219,128,58,41,107,109,17,863,10,0,4,3,7,0,3,5,0,47,5,3,0,12,6,6,8,8,0,44,0,0,0,0,0,0,0,0,0,3,15,0,4,6,5,5,7,17,7,73,400,375,285,257,191,74,143,174,39,1934
LGA26080,22,23,7,11,10,3,0,0,4,88,12,12,5,10,21,7,0,0,0,68,30,13,65,20,18,13,0,7,6,172,0,0,0,3,0,4,0,0,0,9,3,3,0,0,4,4,0,5,0,23,0,0,0,0,3,0,0,0,0,5,10,3,0,0,5,0,0,5,0,25,183,383,113,93,110,55,6,38,24,1012
LGA26170,139,127,33,69,76,28,14,36,6,527,153,138,74,236,141,57,19,61,16,895,663,129,1274,394,304,192,327,383,56,3731,35,12,21,29,31,31,15,36,0,208,26,20,18,53,31,22,15,33,6,212,11,17,3,7,7,4,3,9,5,59,47,21,35,32,27,33,29,36,31,297,1640,2030,1561,1072,833,422,445,669,152,8826
LGA26260,118,71,22,39,38,11,7,14,3,323,143,77,30,147,72,27,11,32,6,540,427,67,611,247,185,125,135,255,29,2070,29,3,4,18,24,21,9,36,0,151,31,3,6,9,26,13,5,14,3,114,7,3,0,9,5,0,0,3,0,28,31,19,19,19,9,12,11,24,13,158,1123,1183,732,612,474,241,180,428,68,5037
LGA26350,522,614,179,219,339,220,40,67,32,2231,637,707,308,522,534,343,48,142,53,3286,590,324,1154,512,453,346,90,210,63,3732,48,25,23,49,57,51,14,21,0,301,142,109,41,79,152,89,13,27,17,668,82,158,34,37,44,37,0,12,13,427,118,185,45,42,91,51,9,38,136,718,10504,23799,2857,3090,5334,2923,511,1067,846,50927
LGA26430,88,37,31,44,30,13,0,11,0,263,66,50,38,85,40,13,6,31,6,336,218,54,379,156,119,54,101,181,21,1273,3,3,9,7,14,3,3,30,0,71,16,4,7,13,9,6,0,17,0,74,8,0,0,7,6,0,4,3,0,23,45,10,12,13,10,7,7,21,14,134,703,658,522,391,293,123,133,331,57,3207
LGA26490,213,254,100,148,133,58,25,34,15,990,248,253,165,278,199,81,23,63,15,1330,580,160,1452,391,311,210,158,278,47,3597,12,11,13,15,31,27,3,12,3,135,44,36,20,40,48,36,11,25,3,264,16,21,4,13,11,4,5,6,0,88,43,42,32,39,27,27,11,38,33,294,2759,4930,2063,1517,1338,695,273,585,190,14345
LGA26610,68,68,21,53,35,12,6,20,4,281,118,103,40,166,88,30,14,75,13,653,426,104,709,288,257,133,150,272,48,2388,17,7,11,26,21,19,10,22,0,139,32,8,4,31,29,21,3,36,3,179,6,8,3,3,0,0,5,19,4,43,47,22,24,22,15,12,15,96,39,294,979,1217,869,732,541,255,226,639,124,5570
LGA26670,43,21,7,17,15,5,0,7,3,112,33,32,22,48,30,12,4,13,3,198,196,28,238,96,73,30,65,92,12,832,7,0,3,9,13,4,4,10,0,52,11,3,9,6,13,5,3,5,0,47,4,5,0,0,0,0,0,0,0,12,15,4,3,9,6,3,7,24,3,78,431,384,293,222,187,68,92,159,37,1873
LGA26700,129,109,51,132,82,30,13,20,9,574,172,196,93,330,142,51,23,73,20,1102,483,140,1222,557,369,234,299,407,47,3757,20,11,18,31,34,36,16,36,0,203,33,12,24,48,31,27,12,26,3,216,14,14,4,5,11,3,3,8,0,57,46,32,23,45,28,38,26,41,32,308,1429,2468,1540,1419,904,484,426,682,138,9486
LGA26730,105,147,54,107,93,39,19,38,7,594,162,179,122,377,189,90,27,88,19,1259,475,167,1453,719,436,278,254,463,70,4321,20,11,13,30,39,39,15,56,0,222,17,14,32,56,54,29,9,36,3,249,0,8,7,6,4,6,6,7,0,51,26,34,14,45,30,36,19,64,33,300,1355,3282,1832,1683,1152,614,379,890,159,11343
LGA26810,169,173,70,140,76,20,12,45,10,710,243,223,127,400,190,69,32,66,24,1370,721,216,1906,811,454,265,455,589,94,5515,35,22,32,43,44,39,14,51,10,297,52,23,32,56,47,24,32,34,8,301,14,13,9,6,6,7,4,13,3,85,82,46,44,52,40,38,31,66,37,434,2010,3090,2344,1846,1122,521,612,960,222,12721
LGA26890,51,17,5,5,6,4,0,3,0,87,37,15,3,33,19,3,4,10,0,118,163,14,82,48,32,15,32,58,12,448,16,0,3,0,0,5,0,11,0,30,8,0,4,3,3,0,0,5,0,24,6,0,0,0,0,0,0,0,0,8,28,8,3,4,0,0,4,4,3,58,383,210,104,117,83,30,48,100,22,1091
LGA26980,574,797,399,435,554,276,105,194,55,3393,798,833,742,1033,908,493,216,393,77,5493,934,460,2700,1105,878,534,369,591,102,7671,52,37,69,88,99,53,30,74,5,509,118,121,103,172,241,116,59,97,20,1041,60,161,41,51,63,40,20,38,9,476,106,160,98,105,112,84,50,71,169,962,10269,26396,6076,5712,7944,3723,1495,2516,1056,65189
LGA27070,669,739,672,732,815,301,326,280,73,4608,1094,996,1222,2344,1558,688,632,574,123,9233,1694,742,7227,2936,2054,1173,1634,1832,369,19663,82,56,98,176,279,143,105,137,14,1085,193,123,181,389,386,224,157,209,39,1904,72,132,102,97,98,47,73,71,20,714,109,207,217,253,252,148,157,216,274,1832,7938,18833,11631,10499,9557,4436,4444,4735,1431,73501
LGA27170,118,148,91,133,108,27,31,29,3,688,252,285,159,538,313,126,66,65,22,1819,593,300,1907,980,726,349,491,550,94,5992,28,3,39,45,57,46,26,51,3,304,30,29,18,75,65,34,20,39,6,321,11,14,4,17,10,4,8,7,5,73,21,31,36,44,35,17,35,47,35,294,1712,3365,2375,2280,1642,681,739,884,197,13876
LGA27260,693,776,763,689,781,336,597,358,82,5077,1326,1187,1500,2823,1720,758,1438,727,209,11685,1562,844,6399,2912,2217,1170,2506,2020,400,20023,85,61,86,164,208,133,182,175,14,1102,174,126,183,402,345,183,295,206,46,1950,143,253,126,145,128,92,132,111,39,1164,166,298,199,256,237,153,304,222,481,2310,11632,28318,12449,12479,12989,5716,8635,5914,2272,100398
LGA27350,352,553,154,184,226,142,31,60,16,1712,568,665,303,472,412,211,51,109,40,2825,523,377,1307,508,418,241,129,247,55,3812,53,34,30,56,54,26,7,33,0,297,94,83,56,78,88,53,13,32,9,502,57,148,20,20,23,20,5,3,5,308,69,124,50,60,40,41,9,35,124,550,9013,25042,2998,3146,4416,2012,458,919,670,48667
LGA27450,695,786,419,642,639,199,76,143,43,3652,1093,1015,757,1582,1105,416,160,308,68,6517,2439,868,8720,2381,2007,939,1272,1681,308,20621,105,52,114,130,186,126,60,141,16,933,205,109,163,244,250,130,85,114,15,1316,60,81,34,46,54,18,9,24,14,332,150,139,139,173,156,94,79,127,188,1241,8268,14521,11176,6980,6395,2603,1977,2984,860,55768
LGA27630,56,24,4,18,17,9,4,12,0,138,33,17,9,57,21,3,0,3,8,156,191,27,154,100,57,41,56,79,17,726,11,0,5,9,10,9,0,12,0,48,12,5,0,11,9,0,4,7,4,50,4,4,0,0,3,0,0,0,0,12,17,7,3,6,5,4,5,18,7,72,396,318,191,237,146,77,89,141,34,1629
LGA29399,7,3,3,7,0,0,0,4,0,21,5,4,5,5,0,6,3,4,0,31,25,0,29,17,3,6,20,10,4,113,0,0,0,0,0,0,0,7,0,8,0,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,9,90,40,43,62,11,18,31,51,15,359
LGA29499,7,6,8,8,6,3,3,3,0,46,13,16,15,20,6,0,13,19,3,110,20,27,132,53,19,21,37,74,5,393,0,0,6,0,0,0,0,4,0,22,3,0,3,6,0,0,0,7,0,22,0,5,0,0,3,0,0,0,0,10,5,0,9,0,4,3,0,13,13,44,133,313,192,156,89,64,81,181,28,1239
LGA29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,6
LGA30250,3,0,0,5,0,0,0,0,0,6,0,0,0,7,0,0,0,0,0,8,0,0,4,4,6,0,0,0,0,18,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,9,11,16,8,18,8,0,8,0,0,72
LGA30300,33,16,0,5,8,5,9,5,5,80,32,15,7,27,15,6,6,4,0,111,88,23,133,54,53,17,38,68,9,479,3,0,0,3,10,3,3,5,0,31,13,3,0,4,6,4,4,3,0,39,0,0,0,0,4,0,0,0,0,8,4,0,5,5,0,3,3,15,3,45,273,240,153,125,109,39,67,116,19,1148
