LGA_CODE_2021,C21_P_35_39_Tot_LF,C21_P_35_39_Not_LF,C21_P_35_39_LF_NS,C21_P_35_39_Tot,C21_P_40_44_Em_FT,C21_P_40_44_Em_PT,C21_P_40_44_Em_AFW,C21_P_40_44_Em_Hrs_NS,C21_P_40_44_Em_Tot,C21_P_40_44_Unem_Look_FT,C21_P_40_44_Unem_Look_PT,C21_P_40_44_Unem_Tot,C21_P_40_44_Tot_LF,C21_P_40_44_Not_LF,C21_P_40_44_LF_NS,C21_P_40_44_Tot,C21_P_45_49_Em_FT,C21_P_45_49_Em_PT,C21_P_45_49_Em_AFW,C21_P_45_49_Em_Hrs_NS,C21_P_45_49_Em_Tot,C21_P_45_49_Unem_Look_FT,C21_P_45_49_Unem_Look_PT,C21_P_45_49_Unem_Tot,C21_P_45_49_Tot_LF,C21_P_45_49_Not_LF,C21_P_45_49_LF_NS,C21_P_45_49_Tot,C21_P_50_54_Em_FT,C21_P_50_54_Em_PT,C21_P_50_54_Em_AFW,C21_P_50_54_Em_Hrs_NS,C21_P_50_54_Em_Tot,C21_P_50_54_Unem_Look_FT,C21_P_50_54_Unem_Look_PT,C21_P_50_54_Unem_Tot,C21_P_50_54_Tot_LF,C21_P_50_54_Not_LF,C21_P_50_54_LF_NS,C21_P_50_54_Tot,C21_P_55_59_Em_FT,C21_P_55_59_Em_PT,C21_P_55_59_Em_AFW,C21_P_55_59_Em_Hrs_NS,C21_P_55_59_Em_Tot,C21_P_55_59_Unem_Look_FT,C21_P_55_59_Unem_Look_PT,C21_P_55_59_Unem_Tot,C21_P_55_59_Tot_LF,C21_P_55_59_Not_LF,C21_P_55_59_LF_NS,C21_P_55_59_Tot,C21_P_60_64_Em_FT,C21_P_60_64_Em_PT,C21_P_60_64_Em_AFW,C21_P_60_64_Em_Hrs_NS,C21_P_60_64_Em_Tot,C21_P_60_64_Unem_Look_FT,C21_P_60_64_Unem_Look_PT,C21_P_60_64_Unem_Tot,C21_P_60_64_Tot_LF,C21_P_60_64_Not_LF,C21_P_60_64_LF_NS,C21_P_60_64_Tot,C21_P_65_69_Em_FT,C21_P_65_69_Em_PT,C21_P_65_69_Em_AFW,C21_P_65_69_Em_Hrs_NS,C21_P_65_69_Em_Tot,C21_P_65_69_Unem_Look_FT,C21_P_65_69_Unem_Look_PT,C21_P_65_69_Unem_Tot,C21_P_65_69_Tot_LF,C21_P_65_69_Not_LF,C21_P_65_69_LF_NS,C21_P_65_69_Tot,C21_P_70_74_Em_FT,C21_P_70_74_Em_PT,C21_P_70_74_Em_AFW,C21_P_70_74_Em_Hrs_NS,C21_P_70_74_Em_Tot,C21_P_70_74_Unem_Look_FT,C21_P_70_74_Unem_Look_PT,C21_P_70_74_Unem_Tot,C21_P_70_74_Tot_LF,C21_P_70_74_Not_LF,C21_P_70_74_LF_NS,C21_P_70_74_Tot,C21_P_75over_Emp_Wor_ft,C21_P_75over_Em_Work_pt,C21_P_75over_Em_Aw_fr_w,C21_P_75over_Emp_Hou_w_ns,C21_P_75over_Em_Tot,C21_P_75over_Unem_Lo_ft_w,C21_P_75over_Unem_Lo_pt_w,C21_P_75over_Unemp_Tot,C21_P_75over_Tot_lab_for,C21_P_75over_N_lab_forc,C21_P_75over_LF_NS,C21_P_75over_Tot,C21_P_Tot_Em_FT,C21_P_Tot_Em_PT,C21_P_Tot_Em_AFW,C21_P_Tot_Em_Hrs_NS,C21_P_Tot_Em_Tot,C21_P_Tot_Unem_Look_FT,C21_P_Tot_Unem_Look_PT,C21_P_Tot_Unem_Tot,C21_P_Tot_Tot_labo_for,C21_P_Tot_Not_LF,C21_P_Tot_LF_NS,C21_P_Tot_Tot
LGA12850,6806,4995,857,12655,3290,1625,831,153,5891,312,174,488,6376,5071,854,12304,3585,1849,1020,173,6632,359,189,546,7182,5337,799,13316,3526,1711,1042,183,6463,323,207,529,6990,6082,798,13872,3290,1637,1050,131,6107,267,222,492,6591,6671,866,14129,2450,1284,844,93,4670,246,212,459,5130,7950,734,13816,882,646,360,37,1924,64,60,127,2051,8665,643,11358,195,207,114,8,533,6,11,21,550,7823,641,9014,48,69,50,8,174,4,9,10,184,12417,2001,14600,32677,18496,10863,1797,63831,3471,2594,6070,69900,89693,11639,171228
LGA12870,448,64,27,544,322,133,6,3,472,11,4,14,486,74,49,607,376,148,32,11,562,8,7,13,572,82,56,708,428,168,27,9,630,7,9,17,643,133,43,819,420,183,28,8,641,12,0,15,658,190,70,914,288,208,44,13,549,11,12,27,576,398,62,1042,115,141,23,12,290,4,8,9,298,711,71,1083,44,72,11,0,127,0,0,0,131,883,75,1089,30,44,6,3,85,0,0,0,87,1495,167,1752,3210,1844,314,95,5466,106,86,189,5654,4413,810,10875
LGA12900,404,64,38,506,259,86,12,15,372,6,7,23,393,60,43,499,261,91,10,9,369,5,3,11,385,81,31,489,287,118,14,7,430,6,4,9,440,88,55,576,282,131,14,8,432,11,6,12,445,127,66,643,210,120,24,7,354,15,5,22,375,166,40,576,117,89,4,3,217,4,3,6,226,295,33,557,48,33,3,4,93,0,0,0,93,435,42,573,22,48,4,4,84,0,0,0,84,833,115,1032,2631,1272,141,113,4150,84,76,164,4312,2507,647,7469
LGA12930,8501,2009,515,11035,4545,1888,708,93,7238,188,110,300,7540,1702,413,9651,4344,1908,733,109,7093,184,82,263,7357,1833,379,9571,4111,1805,805,104,6826,189,86,274,7098,2051,343,9492,3565,1807,851,73,6303,182,120,302,6598,2729,336,9668,2257,1476,667,52,4452,149,107,255,4710,3947,324,8986,821,802,307,31,1954,35,57,91,2051,5170,314,7536,240,354,147,15,753,7,11,23,773,5303,281,6365,71,198,61,15,340,0,3,6,350,10726,1378,12453,37777,21989,9370,1328,70462,2152,1720,3874,74332,47285,6383,128007
LGA12950,171,24,21,221,96,45,5,6,148,0,5,5,154,28,36,219,117,47,0,0,166,3,0,10,174,41,29,245,137,54,10,3,204,3,0,10,209,44,33,290,121,62,4,7,205,0,9,8,212,74,30,318,102,71,18,6,188,3,0,4,192,109,36,334,74,38,0,6,122,0,4,4,124,135,34,298,33,20,5,0,63,0,0,0,63,177,18,259,20,23,3,0,46,0,0,0,46,363,63,475,1096,562,81,48,1792,47,41,90,1883,1177,414,3472
LGA13010,270,104,49,413,196,84,12,8,302,15,3,20,321,71,34,427,213,115,4,4,335,9,8,18,350,121,51,526,226,113,15,0,353,14,12,24,382,126,48,552,201,129,20,14,353,13,9,23,378,209,46,638,214,129,18,8,369,15,9,23,395,320,60,778,94,95,10,4,201,4,0,8,207,427,51,681,58,53,4,5,120,0,0,0,120,506,62,689,42,36,0,8,88,0,0,0,89,906,161,1159,1892,1214,143,89,3336,146,84,227,3564,3228,767,7563
LGA13310,1518,305,127,1957,943,319,48,27,1340,21,23,46,1385,269,127,1781,1010,342,56,16,1428,34,21,60,1489,351,125,1967,943,397,62,31,1434,44,22,61,1491,415,109,2014,942,456,76,17,1494,36,14,53,1544,533,122,2196,619,421,87,23,1148,31,17,47,1195,767,123,2083,239,269,45,9,556,4,8,11,566,1276,113,1957,86,116,12,6,222,0,0,4,222,1444,116,1781,42,59,8,6,115,0,0,4,115,2594,237,2945,8798,4525,733,293,14350,375,267,641,14988,9585,1699,26268
LGA13340,512,72,52,641,278,160,16,6,466,6,9,14,476,87,55,610,354,136,13,5,514,13,0,15,530,68,59,654,353,149,24,11,536,5,0,10,542,106,70,724,356,174,34,4,571,10,3,14,587,151,73,813,288,184,33,12,511,9,3,16,523,262,69,853,143,117,18,9,284,6,0,7,285,411,81,782,60,57,3,11,128,0,0,0,128,519,53,703,43,31,12,16,110,0,0,0,112,756,104,970,2978,1670,256,102,5001,89,62,150,5152,2981,771,8911
LGA13450,1448,193,122,1762,896,345,21,22,1282,29,5,31,1317,191,126,1636,938,316,33,23,1309,13,7,24,1333,200,148,1679,956,340,25,17,1346,13,10,26,1369,254,132,1749,837,366,43,22,1268,10,8,19,1288,260,106,1654,662,315,39,7,1023,10,13,21,1044,392,130,1561,294,219,18,10,540,3,3,7,548,663,139,1343,92,120,19,9,234,4,0,6,240,709,80,1030,44,82,5,14,153,0,0,0,153,1649,325,2122,8895,4070,424,308,13690,249,177,423,14114,5847,1870,21827
LGA13550,623,82,75,785,402,146,16,15,573,10,3,19,595,66,61,720,365,118,15,8,511,12,4,15,528,98,62,684,362,130,14,3,513,13,3,15,534,133,48,711,351,148,25,3,526,17,5,25,547,151,65,760,315,142,29,4,498,17,9,22,522,238,53,813,152,101,11,7,266,5,0,7,268,342,70,690,47,63,3,9,120,0,4,4,123,407,54,584,32,42,3,5,79,0,0,0,79,980,121,1183,3818,1679,256,116,5873,172,89,259,6134,2988,910,10037
LGA13660,197,37,31,262,114,39,3,3,163,9,4,9,175,38,26,236,135,63,4,4,205,12,5,14,215,37,27,277,152,53,5,9,219,11,3,11,226,79,33,338,147,74,8,6,237,3,0,3,240,95,31,363,120,74,5,3,201,10,6,10,217,145,39,396,80,38,4,0,124,0,6,7,128,203,32,364,45,26,0,0,75,0,0,0,75,267,36,376,34,24,3,11,75,0,0,0,75,516,61,654,1236,607,54,50,1952,47,35,85,2041,1632,372,4047
LGA13800,3249,557,206,4007,1931,916,268,45,3168,43,26,70,3238,506,172,3906,2253,983,268,59,3560,58,33,91,3653,629,179,4459,2248,1099,290,44,3682,68,37,104,3780,743,192,4720,1959,945,296,42,3244,60,22,84,3323,995,202,4515,1352,786,257,33,2427,47,35,82,2508,1472,150,4134,513,429,141,15,1097,10,12,21,1116,2091,130,3341,153,227,56,10,452,4,3,11,462,2414,144,3022,61,131,28,12,233,0,3,6,235,4144,401,4780,18658,10495,3619,590,33364,666,442,1109,34476,17279,2608,54359
LGA13850,92,22,18,133,60,21,3,6,88,7,5,3,95,13,24,132,73,28,0,5,106,0,4,4,110,16,12,138,96,38,5,3,137,3,0,9,143,29,23,195,112,57,3,6,177,10,0,10,185,50,29,267,102,50,3,3,155,5,3,5,157,71,23,254,38,26,5,0,69,0,0,0,69,79,19,170,18,15,0,0,36,0,0,0,36,105,26,160,10,6,0,0,30,0,0,0,30,266,47,348,793,407,41,45,1286,34,18,54,1337,778,298,2417
LGA13910,751,153,75,976,471,231,26,9,745,22,5,23,769,143,88,1006,535,205,31,14,792,17,10,29,815,177,75,1076,530,274,34,7,842,26,16,39,882,229,107,1214,564,284,36,17,897,19,16,28,924,327,116,1371,392,287,29,10,721,26,16,35,764,480,134,1373,209,182,18,7,416,4,3,3,420,762,81,1264,86,94,11,10,206,0,0,3,208,1020,96,1322,65,73,4,10,156,0,0,0,156,1695,194,2043,4793,2680,370,215,8050,220,154,370,8424,5912,1274,15611
LGA14000,9040,1276,294,10607,6833,2366,415,111,9727,182,92,272,9997,1345,285,11630,6761,2313,435,69,9583,169,89,256,9842,1298,245,11385,5801,2226,448,75,8556,195,96,298,8853,1527,241,10620,4810,2079,488,50,7429,171,74,249,7677,1909,229,9818,3021,1848,437,35,5338,129,96,228,5566,3155,191,8912,1168,1169,246,32,2617,31,64,89,2708,4664,233,7600,353,569,105,10,1036,7,21,27,1066,5337,225,6629,132,342,73,23,558,0,17,19,583,11346,1299,13226,45247,22812,5970,778,74803,1669,1543,3210,78017,40843,4089,122954
LGA14100,581,96,38,713,477,162,34,5,674,13,4,21,691,95,31,821,564,197,40,4,799,13,14,24,823,132,33,988,583,209,39,0,827,11,10,22,846,146,37,1034,406,204,40,6,651,13,5,16,670,218,30,920,251,186,29,9,470,6,0,8,480,284,29,796,138,144,25,0,311,0,3,9,315,401,43,757,56,112,13,4,181,3,6,4,181,524,39,740,44,70,11,0,125,0,0,0,125,1242,375,1742,3665,1948,547,67,6220,114,97,217,6439,4042,761,11237
LGA14170,14112,1593,657,16364,8363,2626,602,90,11687,286,106,393,12074,1501,587,14167,8140,2456,487,73,11153,288,116,403,11554,1673,507,13736,6815,2213,509,80,9617,293,117,406,10023,1856,478,12368,5172,1944,514,70,7702,269,117,382,8086,2318,456,10858,2964,1699,427,41,5128,172,98,269,5401,3194,392,8990,1234,1111,224,23,2593,53,61,119,2706,4600,318,7628,383,595,93,20,1090,3,27,31,1124,5078,388,6593,106,254,48,13,426,0,8,8,435,9914,1128,11477,65611,27039,8460,1091,102207,2718,1910,4623,106832,41745,7539,156117
LGA14220,685,152,105,936,423,181,16,5,632,14,10,23,654,156,87,898,480,199,28,14,712,23,12,40,754,171,110,1036,542,182,20,16,758,31,12,42,802,214,120,1130,456,243,24,12,746,25,10,38,777,288,99,1160,350,212,28,8,594,27,7,34,632,470,99,1206,147,133,14,4,300,5,7,15,315,695,91,1099,77,64,11,8,165,0,0,0,167,813,94,1071,53,69,13,19,158,0,0,0,158,1543,192,1899,4251,2340,287,188,7070,298,169,469,7534,5524,1375,14430
LGA14300,265,190,20,468,147,43,10,0,203,5,3,11,218,133,13,363,191,65,3,3,261,4,0,6,266,143,29,434,191,56,10,5,258,16,0,16,266,120,20,406,166,66,18,10,261,5,0,5,262,127,22,408,122,76,17,13,227,0,0,6,235,196,27,460,69,52,3,3,126,0,0,0,126,239,18,388,28,28,3,0,62,0,0,0,62,250,24,338,17,17,3,6,42,0,0,0,42,422,57,514,1608,721,114,69,2514,78,38,112,2629,2445,294,5363
LGA14350,959,401,130,1499,562,346,36,31,968,42,21,57,1029,362,132,1515,637,355,44,20,1055,28,25,54,1111,412,143,1659,694,421,54,34,1202,40,26,72,1269,508,129,1909,691,498,84,30,1294,51,33,83,1380,707,166,2253,489,537,69,20,1117,35,43,78,1192,1189,134,2520,180,268,40,10,502,13,19,22,522,1783,150,2458,74,128,11,4,221,0,3,7,227,1915,142,2283,41,64,8,10,129,0,0,0,133,2836,338,3309,5479,4311,591,289,10665,483,344,827,11495,12151,1969,25614
LGA14400,1084,139,46,1272,645,356,45,9,1055,14,11,22,1078,104,34,1218,731,346,56,12,1148,16,11,32,1180,148,48,1376,648,363,89,14,1110,23,12,33,1144,176,63,1388,643,421,88,12,1164,20,15,36,1205,324,53,1577,433,381,85,14,913,11,20,34,944,844,74,1860,161,248,51,3,458,11,9,13,472,1398,89,1955,44,95,13,0,153,4,0,0,151,1394,90,1641,18,61,8,0,90,0,0,0,90,2390,287,2768,5448,3820,811,130,10213,175,192,361,10573,7732,969,19277
LGA14500,6299,1073,200,7569,5169,1749,309,83,7308,131,69,205,7510,1206,158,8874,5453,1829,275,71,7631,170,82,252,7877,1350,173,9405,5227,1922,297,51,7501,178,92,273,7773,1469,184,9428,4083,1681,304,54,6127,174,81,259,6386,1736,152,8270,2382,1529,249,26,4189,107,62,170,4354,2453,150,6962,1002,1132,165,18,2315,42,51,93,2406,3436,149,5993,409,738,115,18,1283,7,17,24,1305,4271,135,5718,177,532,72,10,789,0,16,14,803,10789,696,12289,35175,18373,4451,588,58583,1367,1203,2572,61155,36191,2578,99922
LGA14550,302,105,47,451,173,97,3,5,282,5,5,9,290,111,52,455,217,110,23,3,357,10,0,9,364,130,40,542,212,154,13,13,388,13,12,20,413,151,58,629,260,182,29,3,477,22,12,28,503,257,84,842,217,193,17,5,435,18,15,34,464,414,82,962,124,119,14,3,264,4,8,14,273,530,57,861,50,53,4,3,113,0,4,4,113,545,64,722,25,29,4,16,76,0,0,0,75,687,139,904,1847,1422,164,88,3518,121,97,220,3740,3364,775,7875
LGA14600,271,47,57,372,158,59,3,7,230,5,4,11,236,41,28,312,173,71,4,3,251,7,5,13,260,41,40,344,164,59,12,3,231,9,3,11,245,68,44,357,149,68,8,3,226,3,9,10,238,88,48,366,169,72,18,3,263,7,5,5,265,136,48,450,84,48,14,4,154,6,0,6,154,195,25,373,51,38,3,0,93,0,0,0,88,192,31,317,32,33,6,4,78,0,0,0,76,460,77,608,1610,758,102,61,2526,78,63,144,2664,1570,559,4797
LGA14650,11177,1548,504,13228,6406,3250,419,112,10188,222,122,341,10528,1574,470,12574,7136,3120,420,112,10789,228,95,324,11106,1833,467,13413,6748,3176,505,114,10533,224,117,340,10869,2112,377,13362,5637,3115,523,75,9351,207,100,313,9658,3311,441,13417,3564,2665,529,71,6835,151,159,308,7139,6300,433,13864,1061,1432,251,28,2774,42,72,111,2885,9667,488,13042,243,618,95,17,974,3,22,26,997,10584,525,12111,92,312,42,23,467,3,9,12,475,19569,1882,21924,55083,34971,6109,1248,97411,2540,2114,4662,102070,65574,7440,175079
LGA14700,3187,364,158,3716,1975,575,113,27,2696,60,21,76,2774,353,111,3236,1762,475,76,11,2329,56,29,88,2416,283,67,2763,1480,466,79,9,2035,53,16,67,2098,310,60,2474,1111,424,87,5,1640,43,12,62,1693,398,56,2148,685,411,72,11,1176,37,24,60,1235,546,63,1845,338,314,53,3,707,11,10,24,729,847,48,1635,123,201,28,0,347,0,5,6,352,1074,52,1479,49,125,8,3,190,0,6,6,196,2128,224,2548,14550,5602,1506,180,21836,483,330,814,22651,8392,1211,32254
LGA14750,506,85,69,654,304,128,6,10,441,10,3,17,457,86,51,596,380,101,7,5,497,6,3,13,513,88,59,656,371,137,7,4,524,15,9,18,541,121,65,727,359,129,13,8,508,11,7,17,529,134,53,716,278,159,8,10,456,5,6,15,468,207,59,736,81,84,8,3,184,0,5,7,191,326,41,556,37,40,0,10,84,0,0,0,84,371,48,506,13,28,3,6,47,0,0,0,47,850,88,992,3321,1475,173,106,5073,117,86,202,5274,2965,795,9041
LGA14850,1956,388,185,2529,1167,704,83,41,1995,45,44,86,2084,376,209,2667,1289,782,71,35,2173,46,37,78,2255,465,215,2929,1328,746,84,37,2193,58,37,95,2290,563,200,3055,1329,731,88,23,2170,46,45,90,2260,753,210,3227,958,774,108,21,1865,48,52,99,1958,1256,200,3411,353,454,51,14,872,6,16,27,892,1997,200,3090,130,238,27,9,405,0,12,12,412,1873,158,2447,61,116,7,15,206,0,5,5,208,3148,344,3702,10636,8115,934,362,20045,537,551,1087,21135,12878,2735,36751
LGA14870,798,222,78,1101,439,230,27,14,714,31,11,40,755,217,78,1051,584,264,41,13,899,32,14,44,943,261,79,1286,575,252,49,20,891,36,12,45,939,284,105,1325,582,312,72,4,970,22,16,38,1006,482,93,1579,392,283,63,12,754,22,21,49,794,699,94,1589,140,151,22,6,322,3,3,8,332,1027,115,1468,51,73,11,3,139,5,0,3,140,1199,100,1436,32,48,4,5,97,0,0,0,94,1918,187,2197,4718,2829,586,170,8304,298,185,483,8790,7389,1245,17426
LGA14900,11774,4875,1220,17880,6231,2518,1142,197,10091,378,182,561,10651,4419,1031,16101,5977,2425,1141,179,9720,393,159,553,10276,4176,851,15301,5338,2114,1142,188,8789,287,145,438,9226,4339,731,14296,4388,1790,1084,139,7400,270,162,437,7833,4997,732,13565,2800,1371,767,94,5029,212,134,342,5374,5607,623,11601,972,626,355,43,2006,45,47,93,2094,6338,530,8958,225,250,98,19,593,10,8,16,609,5943,476,7029,67,102,48,7,229,4,8,8,235,9251,1502,10986,49704,24858,13270,2125,89955,3824,2533,6361,96313,73540,12013,181869
LGA14920,317,54,43,415,184,76,3,9,273,11,5,11,283,48,41,372,209,82,18,4,311,9,6,20,327,56,62,452,241,84,13,10,354,11,5,16,373,79,58,508,219,97,10,6,328,16,3,20,345,127,62,535,189,84,14,4,297,14,12,23,316,227,51,603,91,73,11,8,183,6,0,6,190,325,61,574,50,39,4,4,98,0,0,0,94,338,65,499,19,25,3,3,53,0,0,0,53,609,119,787,1887,947,131,78,3044,119,71,189,3236,2234,751,6222
LGA14950,121,22,9,156,93,21,3,5,117,0,0,0,117,22,17,157,99,32,0,4,135,3,5,4,148,23,18,188,117,30,13,4,154,0,0,0,157,27,16,200,109,57,7,0,176,0,4,6,184,63,25,269,100,54,9,0,161,0,0,5,164,80,15,257,48,28,11,0,80,0,4,4,84,135,20,236,28,16,0,3,49,0,0,0,55,120,23,193,20,23,0,0,49,0,0,0,49,295,27,371,904,417,62,33,1410,23,18,43,1452,965,215,2636
LGA15050,5255,777,284,6313,3114,1280,171,52,4613,101,56,158,4771,723,230,5728,3016,1192,166,39,4407,79,46,130,4538,825,179,5539,2807,1164,196,37,4209,102,52,153,4357,914,176,5451,2273,996,193,29,3497,87,39,125,3622,1240,175,5035,1390,963,172,33,2553,62,48,109,2660,2073,170,4906,422,456,94,11,976,18,20,37,1015,3202,123,4339,95,214,18,8,337,0,4,4,343,3336,158,3837,32,85,21,18,149,0,0,0,152,5219,458,5826,25878,14271,2557,571,43280,1185,935,2118,45403,22645,2912,70959
LGA15240,3096,719,293,4102,1746,1016,139,80,2976,111,58,169,3149,824,313,4284,2155,1248,139,70,3615,118,54,168,3784,982,355,5122,2284,1402,193,89,3967,121,75,195,4166,1281,352,5795,2225,1616,222,78,4143,129,82,214,4357,2145,427,6930,1667,1684,251,67,3666,135,110,244,3910,4089,485,8489,654,920,134,38,1740,35,42,81,1820,6472,513,8799,240,439,49,34,768,4,6,8,775,7474,602,8846,118,251,30,46,450,0,6,6,453,12355,1610,14420,17379,13894,1856,891,34019,1345,883,2231,36246,40128,6129,82510
LGA15270,1223,199,121,1545,700,345,46,22,1111,22,13,36,1147,173,118,1436,795,334,37,25,1194,23,17,37,1236,191,128,1553,811,382,54,24,1267,33,18,50,1325,335,125,1779,699,381,60,18,1160,24,15,39,1198,430,143,1772,485,365,45,15,912,30,24,55,968,638,127,1723,217,199,22,7,448,3,5,12,460,932,111,1506,86,115,3,5,214,3,0,3,222,1112,102,1434,69,89,16,17,180,0,4,4,184,1942,250,2377,6792,3794,585,254,11426,282,187,470,11895,7096,1604,20595
LGA15300,469,91,178,738,341,112,3,10,465,8,9,16,478,95,190,765,338,124,10,9,481,13,7,20,503,85,149,740,403,110,16,10,536,20,7,27,561,122,192,868,379,123,18,14,534,9,4,19,549,152,198,903,291,130,21,8,455,6,0,10,470,209,148,822,160,75,10,5,255,7,5,8,260,262,109,632,63,56,11,3,129,0,0,0,130,341,127,605,49,38,9,11,94,0,0,0,94,599,188,881,3510,1353,198,138,5199,145,61,209,5408,2556,2168,10132
LGA15350,1550,208,55,1814,1089,307,62,23,1480,31,12,43,1521,251,66,1828,1263,340,61,17,1678,35,16,48,1730,315,70,2109,1177,367,53,17,1615,38,18,57,1679,387,67,2125,951,390,62,17,1417,46,14,65,1483,425,54,1960,602,411,61,11,1076,26,18,46,1118,591,60,1766,295,331,39,4,672,9,6,19,685,809,42,1538,120,256,24,8,408,3,10,8,416,1075,43,1535,68,228,17,4,319,0,4,4,323,2633,178,3127,9002,4017,950,178,14153,302,221,522,14676,8220,822,23719
LGA15520,532,66,49,649,325,163,20,9,517,7,4,10,525,54,49,628,407,163,17,9,590,8,7,17,607,78,51,729,429,184,26,6,646,11,3,17,663,86,52,802,353,226,33,5,620,12,8,18,643,169,68,882,309,233,36,12,595,10,17,26,620,357,70,1048,146,140,32,4,319,5,3,10,332,635,61,1031,64,55,9,8,135,0,3,3,139,798,73,1000,48,46,9,3,107,0,0,0,107,1290,230,1625,3253,1953,328,118,5646,105,82,181,5834,3970,879,10681
LGA15560,131,20,14,166,106,30,0,0,139,3,0,3,142,24,19,184,110,37,0,0,151,3,0,0,152,18,20,188,120,45,9,0,172,4,0,3,182,25,20,224,130,64,6,0,201,0,0,0,206,39,25,267,131,47,5,5,193,4,6,3,198,59,27,284,52,21,11,0,82,0,4,0,86,110,28,223,16,24,0,0,42,0,0,0,42,149,25,210,15,9,0,0,34,0,0,0,34,218,44,290,1089,451,71,35,1644,35,17,49,1698,805,280,2785
LGA15650,820,201,59,1080,505,201,38,16,751,18,7,26,774,186,68,1029,531,189,29,9,757,20,10,26,785,170,76,1030,536,209,37,9,787,13,10,29,809,219,57,1086,480,200,49,8,736,28,15,40,775,280,70,1125,253,130,30,8,422,19,7,25,445,375,38,857,107,86,12,8,212,3,9,10,220,506,54,778,33,40,3,3,78,0,5,5,82,546,43,670,25,36,5,9,65,0,0,4,72,824,105,1001,4676,2161,363,149,7359,234,160,397,7751,4276,862,12894
LGA15700,638,196,81,910,343,258,15,17,632,35,12,41,676,170,67,918,454,307,14,17,792,23,18,37,833,214,70,1115,439,281,40,17,776,26,16,45,817,278,99,1195,449,366,54,26,897,26,28,55,955,503,110,1566,320,388,62,20,787,25,25,47,840,911,150,1894,155,199,21,10,385,8,13,27,406,1296,112,1816,56,65,5,0,137,0,0,0,137,1413,101,1650,29,65,9,10,115,0,3,3,120,2321,226,2669,3429,3108,358,191,7085,291,221,519,7602,8244,1340,17188
LGA15750,565,74,68,706,363,128,22,14,523,16,6,20,539,76,67,683,386,138,9,12,549,15,0,17,567,101,98,761,412,117,16,8,561,18,0,18,578,109,99,788,409,160,22,20,607,13,9,24,624,168,113,908,335,146,22,18,520,7,10,21,540,264,112,918,154,108,7,8,277,0,5,5,281,358,81,719,68,55,10,5,133,0,0,0,133,422,76,626,38,34,0,5,80,0,0,0,80,896,112,1090,3825,1591,222,145,5782,153,92,245,6022,3015,1122,10166
LGA15800,237,45,40,315,155,55,0,4,218,10,3,14,229,41,33,307,166,68,13,3,248,7,0,12,260,48,23,328,161,61,6,3,235,8,3,9,243,64,28,343,188,75,14,3,278,6,0,4,280,76,24,379,158,85,8,3,255,13,3,12,268,137,36,440,58,47,10,0,112,0,0,0,114,193,33,339,41,30,0,0,71,0,0,0,74,248,31,351,13,23,0,0,42,0,0,0,40,524,74,643,1450,744,98,40,2334,93,40,128,2463,1648,440,4551
LGA15850,262,43,55,367,147,57,8,6,221,12,0,12,229,37,52,318,197,52,6,4,262,7,0,10,271,39,48,360,179,57,4,5,248,7,3,11,258,54,29,347,205,69,8,5,296,4,4,3,296,63,57,420,150,82,12,4,248,9,3,11,260,128,44,425,84,48,5,6,146,0,0,3,151,201,23,374,38,37,3,4,80,0,0,0,81,240,46,368,30,15,0,0,54,0,0,0,51,462,125,640,1734,737,109,71,2647,70,55,121,2773,1579,666,5013
LGA15900,9782,1320,512,11609,5417,2515,308,74,8317,169,104,277,8591,1226,430,10244,5597,2335,269,85,8288,215,121,338,8620,1393,457,10471,5143,2291,314,70,7816,199,109,308,8127,1675,390,10195,4105,2250,354,44,6748,159,108,263,7009,2403,439,9857,2444,1995,340,51,4829,139,111,243,5075,4002,339,9415,829,1056,145,19,2055,42,43,88,2144,5664,365,8175,191,435,41,5,675,0,25,26,700,6035,355,7090,67,243,25,21,357,3,4,8,362,11549,1473,13385,48453,31512,5050,1046,86062,2187,2211,4392,90454,43710,7348,141514
LGA15950,6044,554,277,6876,3507,831,205,48,4585,112,42,153,4738,512,219,5461,2948,672,152,22,3790,105,29,129,3926,484,159,4570,2552,627,131,23,3329,134,36,170,3499,560,170,4228,1891,711,121,15,2745,95,44,138,2881,759,152,3794,1275,792,109,23,2200,67,55,127,2329,1158,161,3644,596,631,90,9,1326,21,27,46,1370,1716,141,3225,272,466,65,11,808,5,20,25,834,2224,136,3193,126,320,27,15,488,3,14,15,507,4160,410,5073,29180,9139,2467,398,41183,923,565,1487,42671,14888,2666,60221
LGA15990,14648,1798,637,17078,10337,4261,866,163,15626,231,103,336,15955,1885,580,18426,11833,4529,804,148,17314,296,139,434,17749,2165,605,20517,10593,4430,927,129,16081,307,135,441,16513,2406,565,19492,8267,4289,849,124,13531,290,151,445,13978,3052,478,17513,4799,3657,728,65,9252,190,153,340,9590,4896,487,14968,1908,2420,466,37,4837,52,83,137,4973,7161,403,12539,627,1292,235,25,2178,12,32,46,2224,9018,430,11674,236,804,136,41,1215,6,12,23,1242,20600,1903,23743,78987,44098,11640,1502,136223,2386,2126,4513,140732,65932,8156,214822
