LGA_CODE_2021,C21_1500_1999_R100_149,C21_1500_1999_R150_199,C21_1500_1999_R200_224,C21_1500_1999_R225_274,C21_1500_1999_R275_349,C21_1500_1999_R350_449,C21_1500_1999_R450_549,C21_1500_1999_R550_649,C21_1500_1999_R650more,C21_1500_1999_R_NS,C21_1500_1999_R_Tot,C21_2000_2499_R1_74,C21_2000_2499_R75_99,C21_2000_2499_R100_149,C21_2000_2499_R150_199,C21_2000_2499_R200_224,C21_2000_2499_R225_274,C21_2000_2499_R275_349,C21_2000_2499_R350_449,C21_2000_2499_R450_549,C21_2000_2499_R550_649,C21_2000_2499_R650more,C21_2000_2499_R_NS,C21_2000_2499_R_Tot,C21_2500_2999_R1_74,C21_2500_2999_R75_99,C21_2500_2999_R100_149,C21_2500_2999_R150_199,C21_2500_2999_R200_224,C21_2500_2999_R225_274,C21_2500_2999_R275_349,C21_2500_2999_R350_449,C21_2500_2999_R450_549,C21_2500_2999_R550_649,C21_2500_2999_R650more,C21_2500_2999_R_NS,C21_2500_2999_R_Tot,C21_3000_3999_R1_74,C21_3000_3999_R75_99,C21_3000_3999_R100_149,C21_3000_3999_R150_199,C21_3000_3999_R200_224,C21_3000_3999_R225_274,C21_3000_3999_R275_349,C21_3000_3999_R350_449,C21_3000_3999_R450_549,C21_3000_3999_R550_649,C21_3000_3999_R650more,C21_3000_3999_R_NS,C21_3000_3999_R_Tot,C21_4000more_R1_74,C21_4000more_R75_99,C21_4000more_R100_149,C21_4000more_R150_199,C21_4000more_R200_224,C21_4000more_R225_274,C21_4000more_R275_349,C21_4000more_R350_449,C21_4000more_R450_549,C21_4000more_R550_649,C21_4000more_R650more,C21_4000more_R_NS,C21_4000more_R_Tot,C21_PI_S_R1_74,C21_PI_S_R75_99,C21_PI_S_R100_149,C21_PI_S_R150_199,C21_PI_S_R200_224,C21_PI_S_R225_274,C21_PI_S_R275_349,C21_PI_S_R350_449,C21_PI_S_R450_549,C21_PI_S_R550_649,C21_PI_S_R650more,C21_PI_S_R_NS,C21_PI_S_R_Tot,C21_AI_NS_R1_74,C21_AI_NS_R75_99,C21_AI_NS_R100_149,C21_AI_NS_R150_199,C21_AI_NS_R200_224,C21_AI_NS_R225_274,C21_AI_NS_R275_349,C21_AI_NS_R350_449,C21_AI_NS_R450_549,C21_AI_NS_R550_649,C21_AI_NS_R650more,C21_AI_NS_R_NS,C21_AI_NS_R_Tot,C21_Tot_R1_74,C21_Tot_R75_99,C21_Tot_R100_149,C21_Tot_R150_199,C21_Tot_R200_224,C21_Tot_R225_274,C21_Tot_R275_349,C21_Tot_R350_449,C21_Tot_R450_549,C21_Tot_R550_649,C21_Tot_R650more,C21_Tot_R_NS,C21_Tot_R_Tot
LGA32250,6,10,3,9,8,5,0,0,4,9,58,11,0,0,5,7,5,6,0,0,0,3,3,42,0,0,4,3,0,5,0,0,0,0,3,6,22,10,6,0,0,0,4,0,0,0,0,0,9,26,5,0,0,6,3,4,0,5,0,0,0,4,28,3,3,7,3,8,3,9,3,0,0,0,5,50,0,0,0,0,0,0,0,3,0,0,0,0,12,40,24,46,63,33,48,39,20,3,4,12,68,409
LGA32260,8,19,49,105,132,48,12,0,8,17,408,3,3,15,13,21,67,85,62,6,0,8,22,296,6,9,7,0,4,24,41,34,9,0,5,4,145,4,0,9,3,4,29,32,34,11,0,8,7,152,3,0,7,10,3,9,17,25,8,6,13,11,111,0,8,4,24,15,30,62,30,4,0,4,7,190,0,0,3,17,11,19,16,5,6,5,0,18,114,60,49,168,414,410,847,840,385,87,25,73,192,3547
LGA32270,39,28,40,74,112,115,18,0,7,55,552,80,22,45,34,26,64,124,129,28,3,11,78,631,32,8,15,5,20,18,59,70,27,7,0,20,282,125,32,19,21,17,30,62,112,47,7,0,29,505,151,28,22,18,9,21,44,67,43,8,3,41,456,40,8,18,23,18,32,39,83,26,6,3,26,308,5,7,7,10,5,3,0,3,0,0,0,27,61,532,164,321,307,287,489,678,723,197,43,30,388,4161
LGA32310,14,12,26,32,31,21,4,0,0,14,159,8,3,13,11,12,34,23,14,0,0,0,12,134,4,5,5,0,0,15,13,8,4,0,3,3,73,3,10,7,5,3,9,16,11,0,0,0,12,76,8,0,7,3,3,3,9,11,6,0,0,3,54,3,4,4,11,11,16,12,12,0,0,0,7,77,0,0,3,0,4,5,0,0,0,0,0,7,26,45,38,145,181,175,246,154,104,17,3,15,111,1235
LGA32330,16,5,0,0,0,0,0,0,0,0,25,0,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,20,63,183,33,3,0,0,0,0,0,0,3,307
LGA32450,0,5,7,4,13,3,0,0,0,16,66,10,0,10,4,5,6,18,12,8,0,0,17,83,4,0,0,0,0,3,10,11,4,0,0,0,27,11,0,0,0,0,0,8,12,4,0,0,7,46,7,0,0,6,0,3,4,7,0,0,0,3,28,4,3,5,4,8,4,6,5,0,0,0,3,34,0,0,4,0,0,0,4,4,0,0,0,5,23,58,22,48,49,50,52,70,60,17,0,5,89,526
LGA32500,6,0,3,6,13,19,0,0,3,19,94,23,0,4,3,4,3,9,15,0,0,7,22,96,4,0,4,4,6,4,7,0,0,0,4,7,34,16,0,3,4,3,5,0,3,7,0,0,12,52,7,0,0,0,0,3,3,3,6,0,9,12,40,3,3,3,9,6,0,9,7,0,0,0,0,43,0,0,3,0,4,0,0,0,0,0,0,6,17,97,20,82,60,45,51,73,63,18,8,25,130,672
LGA32600,0,0,0,0,0,0,0,0,0,5,11,5,0,0,0,0,0,0,0,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,7,6,0,0,0,0,0,0,12,46
LGA32750,5,3,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,3,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,8,9,0,0,4,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,14,9,0,3,5,3,0,0,0,26,73
LGA32770,10,9,0,0,0,0,0,0,0,0,28,5,3,13,3,0,0,0,0,0,0,0,0,20,8,0,0,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,7,0,0,0,0,0,0,0,0,0,11,3,5,3,0,3,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,5,61,26,84,61,6,3,0,0,0,0,0,9,260
LGA32810,5,4,8,19,35,72,32,13,15,6,224,0,3,0,7,0,3,28,54,32,5,13,4,160,0,0,0,4,0,4,12,29,21,5,16,9,89,0,0,0,0,0,5,0,14,10,8,14,10,65,0,0,0,0,3,7,4,8,12,6,50,11,106,0,0,3,3,4,8,13,25,13,3,4,5,81,0,0,0,5,4,7,6,3,0,0,5,17,39,30,28,67,133,90,196,321,358,159,58,142,113,1688
LGA33100,0,0,0,0,0,0,0,0,4,9,20,0,0,0,0,4,4,0,0,0,0,0,4,15,0,0,0,0,0,0,0,0,0,0,6,0,10,0,0,0,0,3,0,0,0,0,0,6,0,12,0,0,0,0,0,0,0,0,0,0,0,8,11,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,5,12,0,8,18,9,11,7,0,0,0,19,39,119
LGA33200,0,9,10,3,0,0,0,0,0,8,37,0,0,0,0,0,3,5,0,0,0,0,6,20,0,0,3,0,0,0,0,0,0,0,0,3,9,0,3,0,0,0,0,0,0,0,0,0,4,7,6,0,0,0,0,0,0,0,0,0,0,4,12,7,0,0,5,5,0,0,0,0,0,0,0,11,0,0,3,3,0,0,0,0,0,0,0,0,9,17,16,19,54,27,9,9,9,0,0,3,42,198
LGA33220,16,32,40,124,354,467,78,11,17,31,1181,0,0,7,7,27,76,215,390,71,10,22,25,859,0,0,0,6,8,21,91,182,34,10,15,10,385,3,0,3,0,6,13,67,139,57,11,13,12,326,5,0,9,11,6,12,31,96,42,18,30,19,273,0,0,11,20,13,51,147,207,41,13,4,30,536,6,6,29,20,22,62,53,32,7,3,0,74,316,107,87,538,671,757,1722,3083,2949,465,115,164,488,11143
LGA33360,34,82,93,177,333,220,13,0,12,30,1008,7,4,21,39,46,115,281,265,36,6,7,46,870,0,5,23,9,8,33,131,149,24,5,8,15,419,5,5,12,16,9,40,127,169,48,11,16,32,481,4,0,8,19,5,30,78,108,50,13,25,22,362,0,4,15,25,24,70,121,122,24,5,4,31,449,4,4,16,18,7,14,21,12,0,0,0,48,136,145,96,508,987,791,1258,2091,1448,239,58,112,387,8123
LGA33430,52,88,92,138,669,3823,3709,1367,832,216,11007,13,6,29,46,56,99,347,2895,3678,1620,1155,168,10112,4,0,17,34,19,51,114,1209,1998,1023,885,96,5452,4,0,19,21,23,42,91,859,1755,1257,1387,115,5570,8,0,13,28,19,29,64,397,797,812,2021,103,4289,9,0,48,67,53,51,169,949,1229,728,759,306,4366,16,13,58,43,27,39,82,197,102,55,61,348,1030,325,370,1848,1586,1242,2081,6497,23035,20728,9439,8775,2629,78555
LGA33610,7,8,14,20,43,18,4,0,0,15,145,13,4,6,8,8,18,31,30,13,0,0,5,134,0,4,8,6,4,5,13,18,4,0,0,8,70,11,0,3,0,0,5,9,18,7,0,4,9,77,0,0,0,0,0,6,7,8,4,0,3,4,37,0,0,3,5,4,13,18,14,3,0,0,12,74,3,0,0,4,4,0,3,0,0,0,0,8,24,55,33,105,129,131,193,241,161,48,3,8,112,1208
LGA33620,8,15,18,56,186,138,16,0,3,16,462,4,3,7,11,18,26,119,123,27,0,9,15,356,0,0,6,9,6,10,40,53,18,4,0,7,153,7,0,0,8,6,14,26,49,14,3,6,0,132,0,0,0,0,4,9,16,31,19,0,6,16,107,5,0,9,8,5,20,68,70,17,6,0,24,228,3,0,10,14,8,14,13,0,0,0,0,19,91,55,46,219,353,404,809,1453,886,146,23,52,215,4666
LGA33800,12,13,21,19,23,9,3,0,0,6,120,5,4,5,6,9,22,18,6,0,0,0,7,84,0,0,8,7,11,13,5,0,0,0,0,0,45,11,0,3,5,6,8,6,5,0,0,0,7,48,7,4,0,0,0,3,8,0,0,0,3,0,28,4,0,3,5,3,6,12,4,0,0,0,0,37,0,0,8,12,3,6,0,0,0,0,0,9,43,50,26,126,246,169,256,130,32,5,0,11,72,1118
LGA33830,8,4,0,0,0,0,0,0,0,0,25,0,4,10,3,0,0,0,0,0,0,0,0,19,3,0,0,5,0,0,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,3,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,4,4,36,45,91,43,7,3,6,0,0,0,0,14,241
LGA33960,34,63,53,421,1502,2027,199,30,22,85,4449,5,0,20,25,25,296,1013,1936,332,46,21,57,3773,0,0,4,16,13,156,428,999,218,38,15,23,1920,6,0,9,4,6,127,297,846,280,77,21,26,1695,7,0,22,14,11,42,133,364,156,70,49,28,894,8,3,25,35,36,180,401,605,121,37,16,104,1576,8,10,41,17,15,67,82,55,10,0,3,138,445,165,188,855,887,849,4331,9805,10745,1620,368,195,937,30950
LGA33980,33,21,19,35,49,65,23,4,4,46,399,254,28,46,19,13,38,68,75,36,14,14,79,677,80,23,22,6,11,17,28,39,14,12,4,11,265,316,20,43,19,8,18,46,58,43,13,10,53,637,508,74,59,9,7,19,48,53,36,30,31,60,921,91,21,8,8,8,23,31,23,14,6,7,15,264,7,3,3,4,6,0,0,7,0,0,0,23,54,1422,223,296,154,140,231,358,393,184,75,74,364,3918
LGA34420,6,4,0,0,0,0,0,0,0,0,22,6,0,8,0,0,0,0,0,0,0,0,6,16,5,0,6,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,3,4,0,0,0,0,0,0,0,3,17,4,5,8,0,0,0,0,0,0,0,0,9,23,46,28,86,28,0,0,0,0,0,0,0,25,215
LGA34530,3,0,14,21,90,143,56,9,12,16,364,4,0,4,8,12,14,57,153,71,12,22,23,374,0,0,0,0,5,3,24,69,50,7,5,5,174,3,0,0,3,0,9,25,86,38,24,11,11,216,0,0,0,4,5,0,10,37,45,23,12,7,160,3,0,5,0,9,14,35,90,69,19,11,13,265,0,0,3,5,3,4,8,3,4,3,0,15,45,39,38,119,186,157,290,663,930,401,104,79,161,3163
LGA34570,5,6,0,0,0,0,0,0,0,4,19,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,25,6,44,19,4,0,0,0,0,0,5,13,119
LGA34580,10,16,21,60,155,102,19,5,4,13,400,0,0,6,7,13,37,120,95,27,6,4,7,318,0,0,6,0,4,12,54,38,13,6,0,11,150,0,0,14,4,9,10,37,41,11,0,0,10,137,0,0,18,0,5,9,30,40,14,5,8,4,129,0,0,10,3,3,27,73,56,18,6,8,20,229,0,0,5,5,7,5,15,4,0,0,0,11,59,18,18,181,125,194,468,1216,637,158,37,37,162,3256
LGA34590,54,93,55,190,1456,2819,466,122,44,100,5436,8,7,28,45,29,103,914,2451,552,149,70,72,4429,6,3,20,15,14,42,390,1216,347,107,39,48,2242,8,0,6,11,14,38,234,952,379,130,68,29,1864,0,3,14,7,9,21,102,408,184,121,99,31,995,11,12,36,57,30,72,425,957,222,90,52,182,2145,11,13,54,25,14,60,82,110,7,8,9,223,609,326,387,1440,1315,795,2634,10748,15808,2981,895,497,1359,39190
LGA34710,6,14,10,9,18,3,0,0,0,10,75,22,0,4,4,9,8,8,7,4,0,0,9,73,12,0,0,0,0,6,11,0,0,0,0,3,39,6,3,4,3,0,9,8,5,3,0,0,0,39,4,6,3,0,7,0,0,5,0,0,0,4,24,4,0,4,0,3,10,9,0,0,0,0,3,39,0,3,4,0,0,3,0,0,0,0,0,3,18,61,29,69,70,53,89,70,26,12,4,11,68,561
LGA34770,28,45,66,157,358,624,181,27,15,44,1558,16,4,18,40,39,97,302,636,269,35,24,47,1530,3,0,8,14,25,41,128,355,186,31,9,16,830,8,0,14,23,25,40,94,345,265,66,17,30,928,3,0,11,13,14,26,64,201,192,79,52,23,687,5,3,26,40,30,67,160,388,216,59,16,72,1077,0,3,25,18,14,20,19,22,9,0,0,67,216,172,132,607,824,738,1385,2388,3682,1572,339,172,576,12580
LGA34800,0,0,4,0,0,0,0,0,0,0,12,0,0,0,0,4,0,0,0,0,0,0,0,9,5,0,0,0,0,0,0,0,0,0,0,3,7,0,0,4,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,19,4,16,4,0,0,0,0,0,29,85
LGA34830,6,9,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,0,0,11,0,0,4,0,0,0,0,0,0,0,0,0,4,15,7,44,23,0,0,0,0,0,0,0,9,95
LGA34860,15,26,25,39,45,19,0,0,4,30,228,11,12,11,20,22,25,45,34,0,0,0,38,215,13,3,10,13,5,13,29,17,0,0,0,7,108,21,3,14,14,3,20,26,27,0,0,0,14,145,10,6,3,4,7,4,14,19,0,0,0,15,90,5,5,8,11,13,15,22,21,0,0,0,11,116,0,0,7,8,0,3,0,0,0,0,0,11,26,97,46,144,295,190,237,273,164,20,5,9,190,1670
LGA34880,16,15,11,26,77,65,15,4,0,9,247,5,0,3,3,15,19,41,46,7,3,3,9,158,0,7,5,3,8,9,17,35,4,4,0,3,96,0,0,7,3,3,8,14,31,7,0,0,0,79,6,3,9,5,0,7,10,11,3,4,3,7,70,3,0,3,16,9,23,33,34,8,0,0,12,139,0,4,0,11,3,10,9,0,0,0,4,15,68,55,51,172,255,182,288,484,363,73,22,18,124,2083
LGA35010,36,99,67,378,1519,4013,964,179,82,104,7475,13,3,27,38,36,226,881,3478,1176,232,112,100,6327,4,0,19,21,14,125,300,1617,781,209,109,60,3254,5,3,31,22,17,83,236,1279,885,313,142,50,3061,9,8,37,19,9,32,121,556,508,255,246,53,1853,6,7,65,47,40,129,429,1254,470,151,94,169,2871,11,13,69,25,41,75,136,113,32,10,9,244,761,338,357,1822,1524,1233,3879,12206,21807,6261,1624,963,1583,53605
LGA35250,3,0,0,0,0,0,0,0,0,4,17,6,0,5,0,0,0,0,0,0,0,0,4,11,0,0,0,4,0,0,0,0,0,0,0,0,9,8,0,0,3,0,0,0,0,0,0,0,0,17,0,0,3,0,0,0,0,0,0,0,0,3,5,8,3,12,6,0,0,0,0,0,0,0,0,30,0,3,0,3,0,0,0,0,0,0,0,0,8,64,27,91,23,0,4,4,0,0,0,3,17,230
LGA35300,21,26,38,59,62,67,36,10,5,34,406,36,3,14,45,30,58,68,116,46,13,12,54,491,24,4,10,7,6,18,34,68,35,13,0,14,224,61,18,5,3,13,28,46,84,85,26,10,19,396,34,15,10,16,5,16,17,70,70,43,14,24,334,10,0,15,12,12,23,22,37,21,20,3,8,187,4,0,4,4,0,0,7,0,0,0,0,18,47,252,104,223,286,222,346,387,561,314,122,51,253,3122
LGA35600,10,19,18,8,3,0,0,0,0,12,82,11,4,3,10,5,7,0,3,0,0,0,7,52,7,5,0,4,8,0,7,0,0,0,0,0,24,12,5,8,4,9,3,3,0,0,0,0,5,35,3,0,0,3,0,0,0,0,0,0,0,0,14,0,0,0,6,7,4,0,0,0,0,0,0,25,0,0,3,10,0,0,0,0,0,0,0,9,20,59,24,62,119,86,52,19,7,0,0,7,51,495
LGA35670,3,4,0,0,0,0,0,0,0,0,11,0,0,3,0,0,0,0,0,0,0,0,0,10,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,12,7,3,0,0,0,0,0,0,3,34,3,4,18,14,0,0,0,0,0,0,0,0,46,17,22,72,47,6,5,6,0,0,0,0,13,189
LGA35740,0,9,8,10,41,148,181,102,108,26,622,0,0,0,3,3,9,22,91,171,105,118,21,547,0,0,0,4,0,0,11,31,76,64,66,10,257,0,0,4,0,0,0,15,28,47,76,139,13,327,0,0,3,0,0,4,8,17,28,29,273,15,380,4,0,3,15,5,0,13,42,57,50,64,21,273,0,0,10,3,0,3,0,7,15,10,13,19,82,40,30,174,135,112,176,379,914,1057,640,1005,228,4897
LGA35760,10,11,13,19,15,5,0,0,0,13,107,4,6,10,10,15,12,18,0,0,0,0,5,80,3,0,11,0,4,14,3,3,0,0,0,0,31,3,3,14,4,0,6,7,0,0,0,3,8,47,0,5,3,0,0,4,9,6,0,0,4,6,35,0,0,4,3,3,10,4,3,0,0,0,3,40,0,0,3,4,0,7,3,10,4,5,0,4,44,43,41,165,188,142,179,105,40,9,4,12,96,1019
LGA35780,32,17,0,6,3,0,0,0,0,8,76,12,10,19,17,0,0,0,0,0,0,0,8,67,11,0,13,4,0,0,0,0,0,0,0,3,41,15,0,16,9,0,0,0,6,0,0,0,4,47,4,3,7,8,6,0,0,0,0,0,0,4,29,18,4,25,20,0,0,0,0,0,0,0,3,79,0,3,3,8,0,0,0,0,0,0,0,5,20,91,54,281,147,13,11,11,11,0,0,4,51,673
LGA35790,18,14,0,5,0,0,0,0,0,0,52,7,0,17,10,5,0,0,0,0,0,0,3,37,0,0,6,3,0,0,0,0,0,0,0,0,17,0,0,0,5,0,4,0,0,0,0,0,0,18,0,0,0,3,0,0,0,0,0,0,0,0,13,3,0,11,8,3,0,0,0,0,0,0,4,32,0,0,0,4,0,0,0,0,0,0,0,3,4,50,53,187,129,9,8,0,0,0,0,0,16,458
LGA35800,5,5,3,0,0,0,0,0,0,13,26,6,0,4,0,4,0,0,0,0,0,0,3,24,0,0,0,0,0,7,0,0,0,0,0,0,9,3,0,0,0,3,0,0,0,0,0,0,3,13,5,0,0,5,0,0,0,0,0,0,0,3,8,0,0,6,0,0,0,0,0,0,0,0,0,11,0,0,6,0,0,0,0,0,0,0,0,0,4,34,20,73,51,18,17,7,0,0,0,9,34,264
LGA36070,6,5,0,0,0,0,0,0,0,0,17,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,3,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,9,26,12,42,28,0,0,0,0,0,0,0,25,137
LGA36150,0,0,0,0,0,0,0,0,0,3,7,0,0,7,3,0,0,0,0,0,0,0,5,14,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,4,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,9,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,31,26,3,0,3,0,0,0,3,14,96
LGA36250,18,25,17,38,111,725,620,111,40,37,1739,4,0,4,3,11,22,71,566,731,157,70,27,1669,3,0,4,7,5,14,28,216,462,131,56,19,931,0,0,0,6,8,8,19,184,446,187,110,14,980,9,0,0,4,3,9,11,79,193,151,179,14,651,3,0,11,23,11,42,57,180,248,78,58,45,755,5,4,25,15,13,23,13,32,17,4,5,78,223,131,124,671,536,376,776,1180,4075,3664,996,595,455,13577
LGA36300,0,3,0,3,0,0,0,0,0,4,15,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,15,11,3,4,0,5,0,0,5,15,68
LGA36370,24,41,73,211,396,317,54,4,5,55,1205,0,3,18,33,59,140,315,325,69,10,11,39,1018,6,0,7,7,13,47,134,204,49,10,3,12,492,0,0,5,16,12,38,112,182,59,22,0,20,470,3,3,12,14,14,28,60,103,50,33,11,19,346,0,6,19,34,40,63,176,166,53,18,0,27,601,5,3,22,27,13,30,28,14,4,0,5,68,224,167,154,536,793,837,1805,2513,1952,415,108,50,506,9844
LGA36510,13,11,19,34,105,97,34,15,6,18,365,0,5,6,5,13,19,98,81,36,17,17,9,307,8,0,3,0,3,21,29,45,20,9,12,4,159,0,0,3,7,4,7,28,45,21,17,6,5,146,0,0,0,7,0,7,14,20,13,19,11,5,89,4,3,7,4,4,10,33,42,20,12,9,9,149,0,0,3,7,3,9,19,6,3,0,0,21,70,39,21,126,161,179,428,1025,737,247,115,81,171,3340
LGA36580,4,8,8,26,84,75,9,5,3,8,232,0,0,5,0,9,11,65,53,8,6,0,7,161,0,0,0,0,3,5,38,28,7,0,7,0,83,4,4,0,3,0,6,29,20,5,0,0,0,75,0,0,3,5,0,3,13,28,6,5,0,8,68,0,0,0,5,9,10,39,44,7,0,0,4,119,0,0,0,0,3,5,5,3,3,0,0,11,32,21,5,56,104,132,312,687,414,53,18,12,98,1912
LGA36630,22,26,47,92,114,38,0,0,3,20,384,12,6,9,15,21,71,95,34,3,0,5,13,288,3,3,3,7,6,19,38,20,0,0,0,4,109,5,4,10,0,8,22,27,25,4,4,0,10,114,3,0,6,5,8,17,17,24,7,0,4,0,93,5,0,9,13,9,42,43,26,4,0,0,23,170,0,0,8,11,9,18,0,0,0,0,0,11,78,89,66,238,403,436,855,723,236,31,11,31,183,3301
LGA36660,10,23,30,106,154,44,5,0,0,19,402,5,0,9,11,13,52,101,52,4,0,3,13,260,0,0,9,6,4,25,30,18,7,0,3,0,100,3,4,12,0,10,14,39,20,9,0,0,9,117,0,0,0,3,0,4,21,12,5,3,8,8,74,6,0,6,10,13,47,67,26,4,0,0,8,188,5,0,9,21,6,20,9,0,0,0,0,17,93,45,34,201,416,412,974,1000,284,46,11,28,166,3603
LGA36720,26,48,50,82,348,1559,1716,614,276,100,4836,6,5,16,19,40,65,231,1194,1725,693,332,77,4400,4,0,10,18,16,35,98,492,933,535,291,53,2491,3,0,3,21,13,25,73,391,891,624,458,61,2565,7,3,16,16,14,15,41,162,464,432,682,58,1910,8,3,27,34,18,33,111,416,748,387,232,122,2141,12,11,49,21,24,25,52,79,49,16,18,163,521,213,279,1157,986,724,1344,3677,9292,9783,4208,2842,1198,35701
LGA36820,12,14,19,51,84,71,3,0,0,9,269,12,3,0,9,22,31,60,58,3,0,5,13,213,5,0,0,10,3,13,27,35,8,0,3,13,105,5,6,5,0,7,4,23,33,4,0,3,3,101,13,0,0,7,0,9,16,21,7,0,8,4,76,0,7,0,12,13,21,61,44,10,0,3,5,173,0,3,4,15,10,14,14,3,0,0,0,29,96,76,37,147,300,252,499,635,400,51,6,39,142,2586
LGA36910,44,65,92,383,1099,907,131,15,12,60,2829,15,6,36,44,65,240,791,830,149,26,13,48,2274,7,5,18,18,20,115,351,458,102,20,11,16,1144,5,4,14,18,17,71,228,340,165,27,15,25,931,7,0,13,9,19,45,116,177,129,65,30,20,637,5,5,31,41,30,118,335,359,92,21,15,75,1131,3,7,28,32,27,59,50,27,7,5,0,88,322,181,218,932,1063,1352,3608,6776,4684,972,247,136,708,20877
LGA36950,6,5,7,17,9,6,0,3,0,18,89,22,0,10,7,3,19,9,3,4,5,3,18,105,9,0,8,0,0,7,7,5,0,0,7,5,54,25,0,3,5,5,12,19,5,0,0,4,16,98,18,0,8,6,4,8,11,4,4,0,3,14,68,16,0,0,19,9,8,15,12,4,0,5,7,92,3,0,0,3,0,0,0,0,0,0,0,17,31,130,17,71,81,39,99,92,39,15,9,22,114,729
LGA36960,33,45,0,0,0,0,0,0,0,12,106,11,3,19,26,3,0,0,0,0,0,0,3,62,8,0,3,15,0,0,0,0,0,0,0,0,32,6,0,8,12,0,0,0,0,0,0,0,5,29,5,0,0,6,0,0,0,0,0,0,0,8,15,9,8,21,34,0,0,0,0,0,0,0,3,81,0,3,7,5,0,0,0,0,0,0,0,6,13,97,85,342,325,14,10,4,0,0,0,0,61,937
LGA37010,60,89,121,629,1149,1283,166,22,25,83,3662,13,5,36,59,73,412,843,1300,229,40,30,81,3116,3,4,20,25,32,266,388,722,164,48,25,28,1712,0,3,16,30,19,163,297,712,261,68,47,25,1650,6,0,16,16,19,56,116,341,230,89,102,28,1026,8,9,44,42,56,207,401,595,169,55,28,84,1697,16,10,42,31,33,42,34,28,6,6,3,118,366,268,277,1230,1334,1517,4625,6684,7066,1490,396,333,948,26163
LGA37300,0,0,0,11,3,0,14,9,15,11,86,22,0,0,0,3,6,19,13,16,21,29,11,139,10,0,0,0,0,3,5,3,8,10,25,4,81,36,3,5,0,0,5,0,7,13,28,44,5,150,41,3,4,4,0,0,0,0,22,21,60,13,177,10,0,0,0,0,0,0,3,19,13,33,6,88,0,0,0,0,0,0,0,0,0,0,3,8,12,150,18,13,10,13,39,31,33,100,111,215,69,803
