LGA_CODE_2021,C11_P_FoodHos_PS_15_19,C11_P_FoodHos_PS_20_24,C11_P_FoodHos_PS_25_34,C11_P_FoodHos_PS_35_44,C11_P_FoodHos_PS_45_54,C11_P_FoodHos_PS_55_64,C11_P_FoodHos_PS_65_74,C11_P_FoodHos_PS_75_84,C11_P_FoodHos_PS_85over,C11_P_FoodHos_PS_Tot,C11_P_MixFld_pr_15_19,C11_P_MixFld_pr_20_24,C11_P_MixFld_pr_25_34,C11_P_MixFld_pr_35_44,C11_P_MixFld_pr_45_54,C11_P_MixFld_pr_55_64,C11_P_MixFld_pr_65_74,C11_P_MixFld_pr_75_84,C11_P_MixFld_pr_85over,C11_P_MixFld_pr_Tot,C11_P_FldStu_ID_15_19,C11_P_FldStu_ID_20_24,C11_P_FldStu_ID_25_34,C11_P_FldStu_ID_35_44,C11_P_FldStu_ID_45_54,C11_P_FldStu_ID_55_64,C11_P_FldStu_ID_65_74,C11_P_FldStu_ID_75_84,C11_P_FldStu_ID_85over,C11_P_FldStu_ID_Tot,C11_P_FldStu_NS_15_19,C11_P_FldStu_NS_20_24,C11_P_FldStu_NS_25_34,C11_P_FldStu_NS_35_44,C11_P_FldStu_NS_45_54,C11_P_FldStu_NS_55_64,C11_P_FldStu_NS_65_74,C11_P_FldStu_NS_75_84,C11_P_FldStu_NS_85over,C11_P_FldStu_NS_Tot,C11_P_Tot_15_19,C11_P_Tot_20_24,C11_P_Tot_25_34,C11_P_Tot_35_44,C11_P_Tot_45_54,C11_P_Tot_55_64,C11_P_Tot_65_74,C11_P_Tot_75_84,C11_P_Tot_85over,C11_P_Tot_Tot,C16_P_NatPhy_sci_15_19,C16_P_NatPhy_sci_20_24,C16_P_NatPhy_sci_25_34,C16_P_NatPhy_sci_35_44,C16_P_NatPhy_sci_45_54,C16_P_NatPhy_sci_55_64,C16_P_NatPhy_sci_65_74,C16_P_NatPhy_sci_75_84,C16_P_NatPhy_sci_85over,C16_P_NatPhy_sci_Tot,C16_P_InfTec_15_19,C16_P_InfTec_20_24,C16_P_InfTec_25_34,C16_P_InfTec_35_44,C16_P_InfTec_45_54,C16_P_InfTec_55_64,C16_P_InfTec_65_74,C16_P_InfTec_75_84,C16_P_InfTec_85over,C16_P_InfTec_Tot,C16_P_EngRT_15_19,C16_P_EngRT_20_24,C16_P_EngRT_25_34,C16_P_EngRT_35_44,C16_P_EngRT_45_54,C16_P_EngRT_55_64,C16_P_EngRT_65_74,C16_P_EngRT_75_84,C16_P_EngRT_85over,C16_P_EngRT_Tot,C16_P_ArchBuild_15_19,C16_P_ArchBuild_20_24,C16_P_ArchBuild_25_34,C16_P_ArchBuild_35_44,C16_P_ArchBuild_45_54,C16_P_ArchBuild_55_64,C16_P_ArchBuild_65_74,C16_P_ArchBuild_75_84,C16_P_ArchBuild_85over,C16_P_ArchBuild_Tot,C16_P_AgEnv_RS_15_19,C16_P_AgEnv_RS_20_24,C16_P_AgEnv_RS_25_34,C16_P_AgEnv_RS_35_44,C16_P_AgEnv_RS_45_54,C16_P_AgEnv_RS_55_64,C16_P_AgEnv_RS_65_74,C16_P_AgEnv_RS_75_84,C16_P_AgEnv_RS_85over,C16_P_AgEnv_RS_Tot,C16_P_Health_15_19,C16_P_Health_20_24,C16_P_Health_25_34,C16_P_Health_35_44,C16_P_Health_45_54,C16_P_Health_55_64,C16_P_Health_65_74,C16_P_Health_75_84,C16_P_Health_85over,C16_P_Health_Tot,C16_P_Educ_15_19,C16_P_Educ_20_24,C16_P_Educ_25_34,C16_P_Educ_35_44,C16_P_Educ_45_54,C16_P_Educ_55_64,C16_P_Educ_65_74,C16_P_Educ_75_84,C16_P_Educ_85over,C16_P_Educ_Tot,C16_P_MngtCom_15_19,C16_P_MngtCom_20_24,C16_P_MngtCom_25_34,C16_P_MngtCom_35_44,C16_P_MngtCom_45_54,C16_P_MngtCom_55_64,C16_P_MngtCom_65_74,C16_P_MngtCom_75_84,C16_P_MngtCom_85over,C16_P_MngtCom_Tot,C16_P_Soc_cult_15_19,C16_P_Soc_cult_20_24,C16_P_Soc_cult_25_34,C16_P_Soc_cult_35_44,C16_P_Soc_cult_45_54,C16_P_Soc_cult_55_64,C16_P_Soc_cult_65_74,C16_P_Soc_cult_75_84,C16_P_Soc_cult_85over,C16_P_Soc_cult_Tot,C16_P_Creative_art_15_19,C16_P_Creative_art_20_24,C16_P_Creative_art_25_34,C16_P_Creative_art_35_44,C16_P_Creative_art_45_54,C16_P_Creative_art_55_64,C16_P_Creative_art_65_74,C16_P_Creative_art_75_84,C16_P_Creative_art_85over,C16_P_Creative_art_Tot,C16_P_FoodHos_PS_15_19,C16_P_FoodHos_PS_20_24,C16_P_FoodHos_PS_25_34,C16_P_FoodHos_PS_35_44,C16_P_FoodHos_PS_45_54,C16_P_FoodHos_PS_55_64,C16_P_FoodHos_PS_65_74,C16_P_FoodHos_PS_75_84,C16_P_FoodHos_PS_85over,C16_P_FoodHos_PS_Tot,C16_P_MixFld_pr_15_19,C16_P_MixFld_pr_20_24,C16_P_MixFld_pr_25_34,C16_P_MixFld_pr_35_44,C16_P_MixFld_pr_45_54,C16_P_MixFld_pr_55_64,C16_P_MixFld_pr_65_74,C16_P_MixFld_pr_75_84,C16_P_MixFld_pr_85over,C16_P_MixFld_pr_Tot,C16_P_FldStu_ID_15_19,C16_P_FldStu_ID_20_24,C16_P_FldStu_ID_25_34,C16_P_FldStu_ID_35_44,C16_P_FldStu_ID_45_54,C16_P_FldStu_ID_55_64,C16_P_FldStu_ID_65_74,C16_P_FldStu_ID_75_84,C16_P_FldStu_ID_85over,C16_P_FldStu_ID_Tot,C16_P_FldStu_NS_15_19,C16_P_FldStu_NS_20_24,C16_P_FldStu_NS_25_34,C16_P_FldStu_NS_35_44,C16_P_FldStu_NS_45_54,C16_P_FldStu_NS_55_64,C16_P_FldStu_NS_65_74,C16_P_FldStu_NS_75_84,C16_P_FldStu_NS_85over,C16_P_FldStu_NS_Tot,C16_P_Tot_15_19,C16_P_Tot_20_24,C16_P_Tot_25_34,C16_P_Tot_35_44,C16_P_Tot_45_54,C16_P_Tot_55_64,C16_P_Tot_65_74,C16_P_Tot_75_84,C16_P_Tot_85over,C16_P_Tot_Tot
LGA22410,17,52,111,91,79,79,27,7,5,475,3,0,0,5,0,0,0,0,0,4,0,3,10,23,19,26,8,4,3,89,142,59,120,190,221,243,233,201,74,1487,251,388,1161,1439,1592,1365,709,392,134,7430,0,6,17,15,15,23,8,5,0,97,3,4,14,10,13,14,9,0,0,66,14,87,194,272,351,295,181,77,22,1488,6,43,85,71,94,103,77,34,10,518,6,32,73,96,116,88,60,10,4,489,3,34,135,121,212,237,123,52,27,946,4,22,72,127,130,134,119,40,11,661,4,41,142,206,194,160,81,28,6,860,11,50,120,171,175,191,78,13,3,814,0,19,22,17,20,18,19,4,6,125,14,54,118,100,93,63,46,17,3,512,4,0,3,3,0,4,3,0,0,20,0,0,12,15,11,22,16,6,0,80,146,110,163,218,285,327,332,235,107,1928,226,499,1174,1438,1706,1686,1151,510,205,8602
LGA22490,17,33,89,118,82,54,31,4,0,426,0,0,0,0,0,0,5,0,0,4,0,3,11,23,23,16,14,0,0,93,130,37,79,171,186,195,121,112,75,1105,209,370,1188,1886,1713,1455,668,237,85,7818,0,10,26,33,46,33,17,6,0,175,3,12,25,38,29,27,12,0,0,138,16,77,260,421,429,341,223,77,20,1858,11,69,181,203,137,103,46,16,3,766,0,19,82,105,99,83,60,15,0,470,3,48,179,206,222,229,95,38,7,1029,3,24,143,194,158,180,127,27,0,867,8,41,245,401,297,202,98,17,10,1318,16,70,171,263,298,183,98,17,5,1124,6,22,56,41,37,34,19,7,0,223,14,40,127,126,92,51,48,10,0,506,0,4,6,6,6,0,0,0,0,14,0,3,22,23,33,36,20,4,0,138,182,74,128,208,251,239,195,96,26,1405,270,507,1649,2271,2133,1744,1054,322,79,10030
LGA22620,89,380,668,498,345,225,139,42,15,2405,0,6,0,11,7,4,3,3,0,37,4,30,106,128,110,92,41,24,5,548,625,429,679,816,884,934,1048,1230,689,7335,1097,3217,7955,8110,8085,6821,3937,2407,1017,42653,6,62,176,222,159,148,103,33,17,923,13,103,315,251,163,119,47,12,0,1013,50,399,1242,1154,1360,1324,1003,466,146,7141,43,340,847,617,580,504,340,160,42,3467,13,88,274,332,314,238,119,44,14,1437,37,440,1347,1171,1196,1275,663,283,90,6499,16,221,875,914,856,999,777,293,98,5041,50,431,1565,1588,1291,967,530,167,75,6667,107,544,1216,1237,1149,1043,532,126,34,5998,21,147,340,261,161,181,103,47,11,1291,76,407,822,540,444,275,205,78,30,2874,3,16,10,17,14,18,33,14,0,120,5,31,80,156,124,115,68,39,12,621,725,554,1079,1011,1160,1238,1214,1097,728,8810,1164,3773,10191,9461,8955,8450,5744,2860,1298,51900
LGA22670,67,653,1374,675,347,235,115,45,10,3522,20,24,23,24,23,11,8,11,3,140,10,75,286,190,140,95,51,25,8,880,1012,992,2052,1714,1581,1500,1354,1325,643,12167,1498,5051,14956,9810,7407,6056,3693,2406,906,51785,11,283,614,460,280,177,99,37,14,1969,14,287,1459,987,354,124,46,5,5,3280,56,550,2143,1776,1610,1488,1075,588,149,9443,49,259,607,443,338,283,260,136,36,2406,4,31,134,116,85,69,41,17,9,514,34,405,1482,837,524,382,266,138,42,4105,10,142,618,595,479,457,343,159,61,2866,110,1313,4774,2808,1522,939,545,193,74,12269,84,649,1864,1462,1156,881,339,78,22,6537,31,211,549,277,137,98,52,25,11,1376,62,430,1571,792,500,275,174,53,19,3872,22,39,57,35,36,44,44,38,10,323,12,89,295,220,130,138,63,32,11,984,702,932,2109,1563,1368,1260,1188,967,540,10623,1202,5610,18266,12366,8525,6606,4533,2458,1000,60573
LGA22750,252,734,1372,1161,805,538,323,122,37,5338,12,12,23,12,21,12,7,6,5,108,7,61,225,300,237,181,100,45,28,1188,1275,918,1647,1869,2028,1887,2135,2420,1296,15478,2362,6756,17989,18559,17144,14151,8700,5529,2265,93464,18,326,614,744,503,454,280,101,26,3062,28,200,678,592,357,237,89,8,3,2192,100,832,2597,2622,3039,3014,2460,1236,449,16348,106,798,2195,1565,1217,1028,690,372,119,8095,42,133,411,526,406,282,200,103,36,2142,70,802,2896,2498,2403,2319,1261,586,214,13049,42,317,1726,1876,1715,2202,1676,672,178,10411,150,1054,3703,3880,3173,2486,1406,489,195,16537,218,1186,2705,2715,2628,2080,1168,293,76,13058,139,397,1040,817,538,389,233,90,35,3679,181,748,1722,1179,982,629,477,194,51,6158,15,27,27,21,22,38,41,45,17,255,22,64,257,357,306,240,136,61,37,1482,1181,1200,2391,2231,2339,2282,2411,2099,1413,17548,2323,8082,22967,21615,19631,17684,12520,6334,2859,114017
LGA22830,73,214,391,312,195,150,63,26,5,1428,5,3,8,3,4,0,0,6,0,22,6,18,61,52,58,28,17,4,4,245,495,346,603,683,731,611,653,658,397,5182,792,1752,4449,4515,4237,3309,1800,1182,534,22573,0,45,85,112,86,61,37,15,0,442,0,23,120,81,29,28,3,0,0,278,39,227,689,738,750,696,428,207,55,3829,35,152,310,235,282,218,144,69,21,1468,11,59,209,222,212,142,81,32,10,973,16,178,702,543,578,523,253,124,42,2962,12,108,410,380,409,473,308,108,40,2252,26,237,839,828,732,493,225,67,34,3475,56,261,593,649,577,449,217,50,10,2856,17,42,122,66,48,43,45,4,0,388,53,217,467,309,242,172,114,31,13,1614,8,10,9,7,11,10,12,15,7,85,0,8,67,74,63,34,22,16,0,288,466,360,875,814,905,865,865,593,321,6069,739,1918,5500,5052,4927,4197,2755,1330,558,26983
LGA22910,15,24,82,93,51,60,17,10,0,355,0,0,0,0,0,0,0,0,0,3,5,0,11,24,22,23,6,0,0,102,84,41,83,126,162,202,201,169,76,1146,132,237,772,1270,1396,1511,860,380,129,6685,0,6,9,36,35,40,34,8,3,172,0,3,13,21,21,24,3,0,0,90,12,34,94,127,201,223,212,97,22,1014,17,27,72,79,83,79,62,21,4,445,5,11,50,78,99,79,33,20,5,371,0,22,70,119,172,238,132,54,14,826,0,8,57,107,125,228,174,47,18,752,0,31,112,180,209,187,118,33,15,868,5,44,100,169,218,281,158,29,3,1003,6,15,36,104,95,81,70,17,4,432,5,36,92,93,88,67,48,6,5,444,0,0,0,0,5,7,4,4,0,18,0,4,13,30,36,30,32,11,0,151,118,71,125,165,246,308,278,202,123,1634,164,306,852,1289,1623,1861,1360,549,212,8223
LGA22980,0,9,24,30,23,18,8,6,0,121,0,0,0,0,0,0,0,0,0,3,0,0,0,3,8,4,0,3,0,23,30,14,21,34,53,59,65,70,39,391,44,103,293,337,429,315,189,138,58,1907,0,0,7,3,4,9,3,0,0,29,0,3,8,0,4,9,0,0,0,28,0,24,48,48,67,69,37,29,4,325,4,10,13,10,14,24,17,10,3,107,0,25,44,47,43,28,8,3,0,196,0,17,51,36,60,76,37,19,8,305,0,11,18,25,31,50,24,10,0,175,0,15,43,45,48,40,16,4,0,205,3,16,36,37,50,61,29,3,0,238,0,4,10,14,3,6,6,0,0,43,9,12,27,26,28,19,6,3,3,122,0,0,0,0,0,0,0,0,0,5,3,0,7,5,4,3,3,0,0,14,32,13,33,41,75,90,90,71,59,506,59,142,338,341,434,469,271,151,84,2303
LGA23110,51,273,606,438,262,134,72,38,14,1897,5,3,11,8,5,5,9,0,0,48,6,46,174,168,145,78,28,14,5,660,525,457,911,954,856,864,768,820,418,6563,788,2621,8937,9073,7237,4567,2399,1627,643,37885,5,100,314,389,284,209,103,25,12,1430,10,102,606,581,292,120,24,4,0,1732,29,251,1182,1275,1373,1188,683,367,137,6492,28,173,620,497,462,294,155,90,33,2353,0,22,110,134,106,52,23,8,0,465,18,174,893,801,677,462,240,73,32,3370,7,100,673,675,672,682,359,92,29,3291,42,482,2267,2638,1837,920,379,109,57,8737,36,356,1121,1291,1034,778,311,75,14,5018,18,212,622,508,315,178,64,21,8,1953,43,181,628,438,310,180,97,38,21,1940,5,11,11,7,20,13,33,21,3,122,3,38,136,184,145,93,47,12,8,672,309,375,968,895,830,755,647,634,382,5795,555,2585,10156,10326,8354,5926,3153,1580,739,43370
LGA23190,16,73,144,111,78,71,31,13,0,542,0,5,0,0,4,0,0,0,0,10,5,3,10,12,18,9,7,0,0,63,133,64,118,152,168,175,200,262,190,1457,228,612,1391,1475,1471,1234,651,470,241,7770,0,8,31,38,31,19,19,0,4,148,0,7,29,15,14,8,3,0,0,83,16,80,237,178,191,199,124,50,21,1088,9,62,109,75,104,88,62,22,5,539,17,41,95,121,117,99,63,17,11,581,6,60,230,189,218,251,133,59,25,1176,0,34,140,122,110,167,131,60,25,792,6,82,250,266,215,185,61,24,16,1110,10,88,185,208,163,184,67,16,0,931,3,10,34,46,26,16,9,6,0,150,11,67,159,130,86,55,41,18,7,573,3,3,3,5,3,0,6,4,0,24,0,0,16,11,14,13,11,5,0,74,125,71,167,154,172,205,202,181,131,1410,202,616,1691,1560,1461,1507,927,459,246,8675
LGA23270,166,569,1105,831,549,292,124,43,3,3685,8,19,33,28,18,7,6,6,0,123,15,71,238,208,181,115,43,16,0,878,1540,1073,1887,2007,1878,1542,1235,937,324,12406,2378,5824,14774,13247,11143,6935,3488,1756,446,59978,10,289,585,471,356,219,79,22,5,2031,23,225,1190,1073,382,151,31,4,0,3074,111,709,2532,2529,2772,2172,1242,504,118,12684,116,562,1476,858,746,434,246,105,38,4580,7,71,225,198,151,102,44,18,0,829,56,468,1635,1219,963,776,300,138,37,5592,27,349,1318,1220,1013,738,404,141,30,5239,154,1196,4353,3545,2458,1498,575,145,56,13976,189,1125,2711,2287,1834,1007,357,78,22,9603,41,332,684,429,213,115,63,29,8,1916,114,526,1640,1006,776,377,223,61,13,4738,23,24,44,28,36,30,29,18,4,248,17,94,362,287,238,161,65,31,6,1249,1129,1119,2447,2033,1952,1538,1282,797,270,12579,2008,7094,21192,17190,13884,9319,4948,2090,601,78334
LGA23350,20,23,82,90,81,64,30,13,4,393,0,0,0,0,0,0,0,0,0,7,0,0,11,15,18,26,10,3,0,82,104,54,106,149,202,168,193,175,106,1252,164,251,811,1388,1642,1497,804,358,160,7066,0,5,12,47,43,47,28,3,3,196,0,0,7,20,16,15,17,0,0,82,15,48,161,211,277,220,190,68,17,1224,9,35,64,71,97,107,57,33,6,472,0,18,49,87,95,63,43,14,0,378,4,25,95,166,218,258,152,64,19,1001,3,9,76,143,139,248,167,49,12,844,13,34,129,224,248,224,101,36,8,1001,11,35,107,164,190,185,140,17,4,855,10,7,31,38,35,37,26,3,0,192,18,23,72,105,93,78,46,20,0,459,0,6,0,0,0,6,0,0,0,20,0,0,8,24,14,22,21,3,0,97,108,52,154,202,239,247,199,162,94,1467,185,304,966,1507,1707,1765,1195,477,179,8283
LGA23430,86,426,882,815,576,359,189,108,28,3472,19,12,8,13,12,13,12,6,0,94,6,63,227,264,179,130,63,33,20,971,753,641,1157,1317,1330,1253,1261,1359,779,9858,1254,4447,14366,15916,12353,8856,5220,3449,1435,67295,0,179,529,713,538,322,164,75,37,2551,9,156,948,1132,612,252,79,7,0,3197,45,395,1684,2056,2342,1921,1394,829,275,10934,45,322,1015,966,837,571,319,220,71,4366,11,74,231,287,207,125,47,22,12,1009,18,379,1733,1539,1339,969,539,268,103,6876,4,188,1128,1308,1304,1236,706,278,74,6223,62,834,3677,4423,3252,2088,1074,419,173,15995,64,564,1623,2073,1672,1170,625,162,46,7997,46,332,874,820,440,259,133,65,13,2983,90,333,984,783,699,368,310,133,46,3754,7,15,25,12,21,16,34,34,12,171,3,67,246,313,255,176,87,46,23,1221,441,494,1264,1319,1251,1115,1163,1201,957,9202,842,4327,15963,17736,14762,10588,6683,3761,1828,76487
LGA23670,150,465,836,777,599,407,204,70,20,3528,3,23,6,5,14,7,7,3,0,70,6,60,190,221,212,144,44,22,17,908,746,505,804,1010,1100,1109,1089,1039,650,8049,1424,4957,13715,14193,13328,9960,5228,2736,1169,66704,3,203,556,574,507,361,198,77,25,2499,19,169,948,1197,636,314,104,12,0,3397,48,468,1874,2272,2755,2425,1623,894,254,12626,65,400,1162,894,860,703,413,247,41,4779,12,94,267,238,179,131,54,27,4,1011,32,524,1741,1340,1252,1062,577,246,68,6848,14,225,1081,1040,1073,1125,704,284,71,5619,73,918,3629,3787,3084,2373,1127,386,145,15522,121,694,1713,1720,1726,1346,581,157,51,8110,57,384,811,560,297,228,118,35,26,2512,128,461,972,779,685,443,306,110,32,3910,3,19,16,15,17,16,30,20,13,157,10,43,174,218,221,152,95,41,22,973,450,443,1052,1028,1054,1050,961,915,712,7670,1044,5044,16007,15672,14330,11740,6882,3466,1465,75643
LGA23810,80,295,449,360,262,133,85,34,9,1712,0,9,3,6,7,3,7,6,0,38,0,27,59,81,90,78,23,13,6,369,525,411,647,748,773,823,835,752,303,5807,868,2534,5536,5267,5756,4739,2747,1599,518,29556,4,72,120,86,82,82,56,13,6,524,20,46,153,115,56,43,17,5,0,458,48,369,1080,1024,1478,1386,1003,419,133,6925,28,207,501,399,375,398,225,129,42,2290,12,49,161,139,131,70,36,20,5,630,13,244,687,478,508,614,359,152,35,3084,17,103,388,390,446,541,319,111,34,2349,40,334,960,882,720,536,304,111,26,3919,59,328,759,704,775,685,276,64,15,3664,22,77,187,134,79,91,46,20,8,659,51,250,555,348,283,195,122,50,14,1869,3,10,10,9,8,9,18,16,3,75,4,18,52,69,82,70,46,11,9,352,504,512,890,788,969,1042,979,822,408,6923,815,2606,6496,5546,5994,5767,3800,1955,740,33720
LGA23940,3,14,21,16,23,15,9,7,0,104,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,9,3,0,0,25,50,24,37,77,87,111,135,114,42,674,61,103,323,466,598,572,370,204,67,2767,0,0,6,4,8,7,3,0,0,34,0,0,0,3,5,0,4,0,0,17,0,16,35,56,98,130,66,35,10,443,3,6,22,19,22,36,24,7,3,143,7,16,66,83,98,90,29,8,0,396,0,11,35,48,60,75,40,12,10,287,0,4,25,31,56,60,51,19,9,242,0,9,44,62,64,58,34,9,5,274,5,10,37,32,73,65,45,4,3,272,0,0,5,7,11,8,5,0,0,45,6,11,33,24,22,17,21,10,0,145,0,0,0,0,0,0,0,0,0,4,0,0,0,7,7,10,12,0,0,40,86,29,68,104,151,168,177,121,50,952,104,115,378,481,668,720,505,238,92,3307
LGA24130,42,101,172,216,193,104,52,22,4,911,0,0,3,0,0,0,4,0,0,9,0,16,38,73,66,37,23,12,0,268,252,104,168,306,363,403,337,281,155,2372,442,971,2454,4378,4386,3530,1933,756,287,19140,0,19,72,185,144,146,95,16,3,681,0,17,49,114,105,57,28,0,0,364,16,143,440,713,827,774,601,237,61,3813,14,120,337,332,326,215,128,57,11,1549,17,50,103,203,160,111,67,29,14,738,5,99,310,476,547,438,302,99,28,2306,5,46,256,476,473,574,410,107,32,2386,20,115,452,872,850,612,380,99,34,3444,24,149,367,528,579,513,305,72,9,2554,16,67,152,242,181,95,82,22,3,854,29,106,203,222,207,131,85,27,9,1022,0,8,5,4,0,5,4,7,0,39,0,16,55,106,98,71,39,14,3,403,318,169,297,478,584,531,524,309,178,3387,476,1117,3100,4950,5092,4277,3056,1101,385,23543
LGA24210,56,278,513,515,433,287,204,76,14,2371,5,20,8,3,10,7,3,8,0,64,0,71,130,201,186,131,63,27,11,814,501,346,531,651,764,783,982,941,647,6144,809,3493,9207,11227,11083,8567,6327,3151,1240,55094,6,251,353,461,586,488,299,163,24,2632,15,136,686,1022,722,351,110,18,0,3048,25,241,1003,1299,1713,1412,1336,907,296,8235,22,213,573,502,622,367,284,265,61,2912,3,47,106,100,92,86,54,32,14,536,19,342,1214,1146,1146,1030,708,376,107,6085,4,106,509,635,948,1012,856,418,95,4585,57,846,3168,3346,3090,2177,1381,575,195,14834,39,420,1052,1208,1338,1061,628,258,67,6061,37,264,558,436,344,229,131,77,30,2105,54,194,511,453,533,309,261,113,26,2450,6,9,20,9,21,23,40,34,4,168,0,54,127,166,227,147,82,58,21,887,334,293,685,643,786,735,779,921,701,5883,618,3411,10572,11430,12161,9423,6954,4208,1647,60414
LGA24250,9,18,62,54,49,36,13,7,0,254,0,0,0,0,0,0,0,0,0,0,0,0,7,16,14,14,6,0,0,54,48,14,45,49,81,86,105,73,34,541,97,142,507,594,742,757,459,216,78,3576,0,6,9,13,0,21,16,0,3,68,0,0,3,10,12,14,7,0,0,45,0,12,59,86,128,150,156,52,18,665,3,27,60,69,62,75,50,24,4,387,18,17,40,53,43,32,21,8,3,229,0,14,46,77,79,96,88,34,5,441,0,11,57,67,59,104,80,17,3,412,8,20,61,111,103,98,77,18,10,500,8,20,55,58,74,92,60,17,4,389,0,12,17,19,14,11,9,5,5,88,4,31,39,63,59,37,30,9,6,278,0,0,0,0,0,0,0,0,0,10,0,3,5,8,16,16,10,4,0,61,62,35,70,94,130,153,142,80,28,795,100,199,528,731,780,895,761,281,90,4367
LGA24330,43,301,745,431,205,106,26,16,3,1888,3,11,10,8,10,4,3,3,4,52,0,47,230,223,120,56,20,11,4,697,470,788,1614,1071,941,686,531,509,265,6876,661,3481,12205,9026,5210,2848,1222,862,402,35913,0,172,560,492,223,121,55,9,0,1643,5,208,1097,727,286,119,12,0,0,2446,15,364,1340,945,727,580,297,150,70,4496,10,100,561,460,238,170,63,40,18,1653,0,34,142,128,73,43,19,0,0,432,22,218,1472,768,480,285,115,39,23,3414,10,108,726,654,515,445,162,47,17,2670,37,902,3672,2605,1231,544,155,42,28,9212,36,392,1818,1552,997,586,190,31,12,5614,18,403,1305,838,426,153,42,6,3,3193,40,238,780,526,287,148,60,20,3,2096,10,21,19,14,0,24,15,3,9,118,3,73,272,242,157,80,36,13,8,870,309,624,1583,1151,848,641,458,408,290,6306,508,3846,15324,11098,6487,3940,1663,807,479,44161
LGA24410,89,308,673,575,387,234,130,62,22,2482,3,3,7,3,0,4,0,4,4,31,3,41,142,179,123,81,57,27,12,663,543,307,584,722,721,676,736,930,784,6009,931,3273,10381,10467,8856,6757,4054,2521,1225,48469,3,122,356,412,303,255,162,68,13,1693,11,82,621,705,362,187,66,8,4,2052,34,286,1336,1517,1579,1304,1028,582,183,7847,36,323,900,745,710,478,287,196,55,3736,9,83,218,255,164,98,54,27,6,913,14,336,1246,1115,1079,901,470,268,81,5503,8,146,1002,934,977,978,729,311,84,5163,57,517,2478,2777,2034,1482,862,346,149,10702,73,471,1466,1449,1306,962,549,152,42,6474,41,314,674,518,300,167,124,50,18,2206,69,251,720,578,475,251,186,62,32,2635,7,9,12,20,11,13,18,14,5,109,6,33,161,208,155,108,78,29,17,796,376,310,788,805,783,675,661,692,545,5641,752,3285,11987,12036,10240,7854,5266,2805,1235,55470
LGA24600,69,519,989,304,156,78,41,15,3,2173,60,89,19,10,8,7,3,0,0,196,27,166,367,202,128,106,38,19,8,1054,743,2310,3573,1570,1126,857,569,358,184,11279,1240,10553,25684,9272,5749,4708,2479,1020,363,61065,72,1261,1764,624,316,253,167,80,21,4561,31,646,3157,1200,344,152,40,4,4,5578,39,1612,3931,1117,570,442,312,144,53,8215,16,594,1384,423,253,182,116,40,12,3020,11,178,260,101,66,34,29,14,0,695,18,486,2879,1002,536,600,359,182,71,6130,22,222,981,500,383,556,398,149,62,3264,251,4395,9488,3122,1752,1041,550,150,64,20812,78,1549,4375,1747,1114,975,727,219,75,10864,118,1379,3024,921,436,260,121,43,6,6298,75,631,1503,481,227,88,58,12,6,3080,224,223,65,11,24,18,19,8,0,583,60,338,492,229,162,136,65,18,12,1514,1133,3129,5322,2248,1416,1100,834,409,388,15981,2140,16637,38626,13720,7587,5837,3797,1479,780,90604
LGA24650,105,356,972,650,311,172,58,21,6,2655,11,10,10,7,11,3,7,0,0,58,5,35,179,144,73,68,24,10,0,544,873,752,1570,1557,1225,1000,658,472,200,8295,1413,3626,12492,10880,6721,4563,1824,850,314,42671,3,148,360,403,225,106,47,10,0,1301,12,131,747,989,243,100,23,6,0,2249,84,415,1718,2290,1885,1471,871,257,60,9049,76,419,1090,861,511,281,154,65,15,3478,7,50,168,151,100,53,28,8,0,579,37,304,1157,1119,763,473,205,53,17,4131,27,183,1023,1031,645,437,210,56,14,3623,148,766,3124,3593,1796,1013,363,80,23,10904,114,617,1799,1809,1206,748,250,58,12,6607,29,199,479,334,130,64,31,13,0,1287,122,414,1161,875,493,229,131,35,11,3459,6,11,17,16,26,24,22,18,0,155,8,44,189,263,141,108,50,17,3,820,722,847,1995,1875,1451,1094,834,398,128,9348,1407,4541,15041,15612,9627,6199,3221,1060,282,56997
LGA24780,84,170,297,293,192,127,77,23,7,1268,3,6,7,3,3,0,0,0,0,27,9,10,42,40,41,36,16,7,5,206,415,244,458,549,573,597,580,594,272,4284,677,1428,3372,3807,3567,2732,1631,987,389,18575,0,13,69,76,73,67,17,9,0,314,9,25,61,46,23,19,6,4,0,196,24,214,580,484,526,525,402,169,44,2970,9,76,277,202,221,206,135,52,20,1201,11,56,193,266,246,171,62,22,10,1028,12,121,459,357,438,455,253,97,32,2222,0,86,339,390,407,360,240,80,15,1916,66,235,668,700,586,430,168,41,12,2910,43,215,500,483,504,402,154,29,8,2346,9,56,123,92,63,37,22,16,0,420,56,174,381,266,242,164,93,41,12,1430,11,9,15,3,10,9,12,12,6,87,3,18,35,45,41,40,18,7,11,209,448,358,731,588,732,803,792,635,353,5434,707,1650,4418,4001,4115,3674,2379,1226,520,22697
