LGA_CODE_2021,C11_Neg_Ni_inc_R1_74,C11_Neg_Ni_inc_R75_99,C11_Neg_Ni_inc_R100_149,C11_Neg_Ni_inc_R150_199,C11_Neg_Ni_inc_R200_224,C11_Neg_Ni_inc_R225_274,C11_Neg_Ni_inc_R275_349,C11_Neg_Ni_inc_R350_449,C11_Neg_Ni_inc_R450_549,C11_Neg_Ni_inc_R550_649,C11_Neg_Ni_inc_R650more,C11_Neg_Ni_inc_R_NS,C11_Neg_Ni_inc_R_Tot,C11_1_149_R1_74,C11_1_149_R75_99,C11_1_149_R100_149,C11_1_149_R150_199,C11_1_149_R200_224,C11_1_149_R225_274,C11_1_149_R275_349,C11_1_149_R350_449,C11_1_149_R450_549,C11_1_149_R550_649,C11_1_149_R650more,C11_1_149_R_NS,C11_1_149_R_Tot,C11_150_299_R1_74,C11_150_299_R75_99,C11_150_299_R100_149,C11_150_299_R150_199,C11_150_299_R200_224,C11_150_299_R225_274,C11_150_299_R275_349,C11_150_299_R350_449,C11_150_299_R450_549,C11_150_299_R550_649,C11_150_299_R650more,C11_150_299_R_NS,C11_150_299_R_Tot,C11_300_399_R1_74,C11_300_399_R75_99,C11_300_399_R100_149,C11_300_399_R150_199,C11_300_399_R200_224,C11_300_399_R225_274,C11_300_399_R275_349,C11_300_399_R350_449,C11_300_399_R450_549,C11_300_399_R550_649,C11_300_399_R650more,C11_300_399_R_NS,C11_300_399_R_Tot,C11_400_499_R1_74,C11_400_499_R75_99,C11_400_499_R100_149,C11_400_499_R150_199,C11_400_499_R200_224,C11_400_499_R225_274,C11_400_499_R275_349,C11_400_499_R350_449,C11_400_499_R450_549,C11_400_499_R550_649,C11_400_499_R650more,C11_400_499_R_NS,C11_400_499_R_Tot,C11_500_649_R1_74,C11_500_649_R75_99,C11_500_649_R100_149,C11_500_649_R150_199,C11_500_649_R200_224,C11_500_649_R225_274,C11_500_649_R275_349,C11_500_649_R350_449,C11_500_649_R450_549,C11_500_649_R550_649,C11_500_649_R650more,C11_500_649_R_NS,C11_500_649_R_Tot,C11_650_799_R1_74,C11_650_799_R75_99,C11_650_799_R100_149,C11_650_799_R150_199,C11_650_799_R200_224,C11_650_799_R225_274,C11_650_799_R275_349,C11_650_799_R350_449,C11_650_799_R450_549,C11_650_799_R550_649,C11_650_799_R650more,C11_650_799_R_NS,C11_650_799_R_Tot,C11_800_999_R1_74,C11_800_999_R75_99,C11_800_999_R100_149,C11_800_999_R150_199,C11_800_999_R200_224,C11_800_999_R225_274,C11_800_999_R275_349,C11_800_999_R350_449,C11_800_999_R450_549,C11_800_999_R550_649,C11_800_999_R650more,C11_800_999_R_NS,C11_800_999_R_Tot,C11_1000_1249_R1_74,C11_1000_1249_R75_99,C11_1000_1249_R100_149,C11_1000_1249_R150_199,C11_1000_1249_R200_224,C11_1000_1249_R225_274,C11_1000_1249_R275_349,C11_1000_1249_R350_449,C11_1000_1249_R450_549,C11_1000_1249_R550_649,C11_1000_1249_R650more,C11_1000_1249_R_NS,C11_1000_1249_R_Tot,C11_1250_1499_R1_74,C11_1250_1499_R75_99,C11_1250_1499_R100_149,C11_1250_1499_R150_199,C11_1250_1499_R200_224,C11_1250_1499_R225_274,C11_1250_1499_R275_349,C11_1250_1499_R350_449,C11_1250_1499_R450_549,C11_1250_1499_R550_649,C11_1250_1499_R650more,C11_1250_1499_R_NS,C11_1250_1499_R_Tot,C11_1500_1999_R1_74,C11_1500_1999_R75_99,C11_1500_1999_R100_149,C11_1500_1999_R150_199,C11_1500_1999_R200_224,C11_1500_1999_R225_274,C11_1500_1999_R275_349,C11_1500_1999_R350_449,C11_1500_1999_R450_549,C11_1500_1999_R550_649,C11_1500_1999_R650more,C11_1500_1999_R_NS,C11_1500_1999_R_Tot,C11_2000_2499_R1_74,C11_2000_2499_R75_99,C11_2000_2499_R100_149,C11_2000_2499_R150_199,C11_2000_2499_R200_224,C11_2000_2499_R225_274,C11_2000_2499_R275_349,C11_2000_2499_R350_449,C11_2000_2499_R450_549,C11_2000_2499_R550_649,C11_2000_2499_R650more,C11_2000_2499_R_NS,C11_2000_2499_R_Tot,C11_2500_2999_R1_74,C11_2500_2999_R75_99,C11_2500_2999_R100_149,C11_2500_2999_R150_199,C11_2500_2999_R200_224,C11_2500_2999_R225_274,C11_2500_2999_R275_349,C11_2500_2999_R350_449,C11_2500_2999_R450_549,C11_2500_2999_R550_649,C11_2500_2999_R650more,C11_2500_2999_R_NS,C11_2500_2999_R_Tot,C11_3000_3999_R1_74,C11_3000_3999_R75_99,C11_3000_3999_R100_149,C11_3000_3999_R150_199,C11_3000_3999_R200_224,C11_3000_3999_R225_274,C11_3000_3999_R275_349,C11_3000_3999_R350_449,C11_3000_3999_R450_549,C11_3000_3999_R550_649,C11_3000_3999_R650more,C11_3000_3999_R_NS,C11_3000_3999_R_Tot,C11_4000more_R1_74,C11_4000more_R75_99,C11_4000more_R100_149,C11_4000more_R150_199,C11_4000more_R200_224,C11_4000more_R225_274,C11_4000more_R275_349,C11_4000more_R350_449,C11_4000more_R450_549,C11_4000more_R550_649,C11_4000more_R650more,C11_4000more_R_NS,C11_4000more_R_Tot,C11_PI_S_R1_74,C11_PI_S_R75_99,C11_PI_S_R100_149,C11_PI_S_R150_199,C11_PI_S_R200_224
LGA11500,4,16,11,14,12,14,35,18,3,3,3,29,163,58,44,25,16,8,15,23,10,6,0,0,29,225,133,208,156,83,41,64,77,29,3,0,7,56,864,102,477,245,130,64,87,116,40,0,0,5,56,1315,33,73,236,142,92,182,265,97,8,0,6,36,1169,16,35,281,172,56,112,115,53,11,0,0,33,893,22,62,129,241,126,267,418,169,17,6,5,42,1499,14,21,84,144,105,277,408,188,19,0,5,31,1302,11,16,53,92,106,271,533,248,17,4,7,23,1383,3,10,19,57,60,198,433,245,26,3,9,23,1096,3,6,23,69,81,223,496,368,58,9,7,28,1373,0,5,16,28,36,108,275,232,56,4,0,10,771,4,9,7,11,12,54,130,132,41,6,0,14,417,0,0,0,7,7,24,58,57,40,7,4,6,217,6,0,0,0,0,11,16,22,12,0,4,6,76,22,26,88,109,76
LGA11520,6,5,3,5,4,7,16,24,71,59,52,22,270,12,7,0,0,5,0,5,10,9,16,4,8,84,44,79,22,18,12,9,8,23,26,23,19,16,292,35,120,49,18,7,3,16,27,23,14,13,21,355,12,6,42,22,9,11,33,41,60,41,9,15,300,5,10,45,16,5,3,7,25,25,13,9,4,165,4,15,13,18,20,24,47,95,79,60,32,12,420,0,8,13,14,16,18,46,127,108,61,44,9,465,0,10,12,13,17,21,75,151,176,85,47,14,615,5,3,3,11,12,13,52,176,163,99,53,21,607,7,0,5,15,23,23,83,264,363,216,110,15,1122,0,0,3,13,13,10,30,182,279,165,91,19,805,0,0,4,8,8,8,46,216,376,274,332,13,1286,0,0,0,4,12,11,21,108,290,258,215,17,932,0,0,0,6,3,5,12,47,127,161,242,0,608,0,14,7,14,20
LGA11570,31,49,55,40,28,62,221,155,52,15,16,79,799,116,125,67,29,8,34,82,66,19,4,3,38,596,385,705,295,176,95,134,274,214,62,8,12,141,2502,273,974,344,175,92,179,338,257,52,11,24,126,2837,60,150,250,216,117,288,594,506,102,31,18,108,2436,35,60,503,355,135,219,508,407,91,26,10,74,2423,50,81,188,312,201,434,1024,763,218,29,24,105,3421,19,31,127,193,104,358,922,793,236,65,26,84,2949,14,22,66,107,101,335,1023,897,262,54,24,70,2964,8,4,37,65,63,200,716,764,258,59,35,49,2267,15,4,40,57,68,192,813,1004,446,116,43,75,2867,7,9,10,32,32,104,353,631,297,82,35,35,1620,4,9,14,5,12,45,186,318,229,79,43,28,975,5,0,13,13,8,24,88,213,179,77,29,15,647,0,0,0,4,6,12,33,53,61,27,15,9,222,25,48,113,123,67
LGA11600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,7,4,9,4,6,0,0,0,0,0,0,0,3,26,0,0,9,9,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,6,9,0,3,0,0,0,0,0,3,33,0,0,4,11,0,0,0,0,0,0,0,4,25,6,0,6,3,0,0,0,0,0,0,0,0,23,5,0,8,4,0,0,0,0,0,0,0,0,22,10,0,3,4,3,0,0,0,0,0,0,0,20,8,0,5,6,0,0,0,0,0,0,0,0,19,3,0,0,3,0,0,0,0,0,0,0,3,15,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,0,0
LGA11650,17,14,26,29,30,43,57,38,0,5,6,48,309,40,66,50,58,24,46,49,24,3,0,4,33,389,119,324,242,305,155,234,180,57,9,3,10,72,1705,144,623,405,443,223,374,318,84,17,4,15,104,2752,48,97,340,555,420,788,778,207,30,10,23,83,3373,29,35,254,209,161,309,337,90,9,4,6,46,1497,34,61,181,424,398,867,1059,375,42,8,23,87,3567,15,21,100,267,263,697,1055,421,81,11,18,53,3006,7,14,54,140,212,672,1167,575,99,28,24,46,3048,4,13,25,90,133,452,932,530,96,20,19,31,2339,5,7,35,79,124,467,1125,839,160,30,16,35,2928,0,6,8,43,43,167,545,486,136,40,27,17,1515,9,8,8,14,23,79,249,323,125,52,34,10,943,0,0,5,6,12,41,120,220,115,36,23,5,593,0,0,0,3,3,9,26,53,35,21,13,7,171,8,32,87,119,121
LGA11700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,12,0,0,0,0,0,0,0,0,0,15,4,4,7,0,0,0,0,0,0,0,0,0,17,0,0,7,4,0,0,0,0,0,0,0,0,13,3,5,12,0,0,0,0,0,0,0,0,0,22,6,6,9,0,0,0,0,0,0,0,0,0,28,4,4,10,5,0,0,0,0,0,0,0,5,28,14,3,9,0,0,0,0,0,0,0,0,4,27,6,4,5,0,0,0,0,0,0,0,0,0,19,18,0,6,0,0,0,0,0,0,0,0,0,31,7,0,3,0,0,0,0,0,0,0,0,0,14,3,0,8,0,0,0,0,0,0,0,0,3,12,7,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,0,0
LGA11720,0,3,0,6,0,11,17,4,0,0,0,6,55,4,7,4,10,5,4,4,0,0,0,0,0,53,26,44,43,49,33,36,14,4,0,0,0,15,267,28,96,77,86,35,68,31,3,0,0,6,13,443,10,20,58,108,60,134,78,10,0,0,4,11,493,3,7,66,60,25,43,28,9,0,0,0,4,260,0,10,48,105,81,147,82,17,0,0,0,16,503,6,11,29,75,63,142,88,14,6,0,0,6,447,3,0,17,55,57,108,106,28,3,0,3,8,389,0,0,8,38,30,77,108,34,6,0,0,9,319,3,3,6,32,27,89,129,67,8,0,6,13,382,0,0,0,16,15,49,51,48,4,0,0,0,189,0,0,4,8,10,23,68,66,8,5,0,5,194,4,0,0,0,6,14,21,27,9,0,3,6,87,0,0,3,0,0,4,3,11,0,0,0,0,34,0,3,17,32,19
LGA11730,0,0,3,7,11,11,12,5,0,0,0,5,53,5,3,16,10,8,13,12,0,0,0,0,9,80,26,34,85,85,50,52,18,0,0,0,9,4,375,27,75,106,145,74,85,28,3,0,0,4,12,567,16,10,92,162,108,116,72,6,0,0,6,15,603,6,12,46,77,57,87,52,14,0,0,3,10,355,7,15,59,141,76,171,121,21,8,0,0,16,636,6,6,28,77,80,121,143,21,8,0,3,8,500,5,3,22,49,47,105,104,26,3,0,4,15,371,3,7,10,22,31,64,80,27,4,5,0,5,247,4,3,13,30,24,58,82,29,4,0,7,9,263,3,0,4,11,0,26,46,17,3,0,8,0,127,0,0,6,3,4,13,22,14,5,0,4,3,70,0,0,3,0,5,4,9,4,0,0,0,0,31,0,0,0,0,0,0,3,3,4,0,7,0,16,10,8,28,37,24
LGA11750,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,11,6,5,14,5,0,0,0,0,0,0,0,0,27,12,9,9,6,0,0,0,0,0,0,0,3,46,7,0,13,15,0,0,0,0,0,0,0,0,39,0,0,3,6,0,0,0,0,0,0,3,3,16,0,0,7,10,4,3,0,0,0,0,0,4,35,3,0,6,6,0,0,0,0,0,0,0,0,21,12,3,18,6,5,11,5,0,0,0,0,0,63,6,3,16,7,3,0,4,4,0,4,0,3,50,10,4,25,21,3,11,7,0,0,0,0,6,87,8,4,3,4,3,3,5,0,0,0,0,0,37,0,0,23,25,6,6,5,0,0,0,0,9,87,5,0,10,15,9,10,8,0,0,0,0,0,47,3,3,4,0,4,3,0,0,0,0,0,0,19,3,0,8,13,9
LGA11800,4,4,8,7,3,14,13,9,0,0,0,7,75,5,17,12,22,6,13,3,0,3,0,0,4,93,49,116,76,107,47,59,49,20,3,0,5,30,555,44,196,120,161,85,94,64,26,0,0,7,27,831,20,22,109,208,150,200,174,68,8,0,6,24,987,11,11,76,104,59,77,84,44,6,0,0,13,487,15,18,57,140,121,219,231,100,10,0,12,29,942,9,6,37,63,90,182,261,136,17,0,10,20,845,3,4,24,54,51,149,296,151,31,0,7,21,795,5,0,14,20,36,99,207,135,19,4,0,10,566,8,4,9,23,40,109,217,220,42,5,7,17,703,0,0,6,11,7,28,88,110,21,4,0,8,286,3,0,0,7,11,19,51,76,36,13,7,5,233,0,0,0,3,3,4,18,43,20,8,6,4,111,0,0,0,0,0,0,6,12,11,4,0,4,35,12,3,21,45,25
LGA12000,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,15,3,7,5,0,5,0,0,0,0,0,0,0,23,6,0,5,6,0,7,0,0,0,0,0,0,23,0,3,9,6,0,0,0,0,0,0,0,0,17,0,4,5,11,0,4,0,0,0,0,0,0,20,0,0,4,11,5,0,0,0,0,0,0,0,24,0,3,4,5,0,3,0,0,0,0,0,4,18,0,0,7,3,0,0,0,0,0,0,0,0,9,3,3,3,0,0,0,0,0,0,0,0,0,17,0,0,0,4,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4
LGA12150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,17,5,0,0,0,0,0,0,0,0,30,5,10,23,12,0,0,0,0,0,0,0,6,49,4,0,18,14,0,0,0,0,0,0,0,3,38,0,4,15,8,0,0,0,0,0,0,0,4,27,4,7,16,16,0,0,0,0,0,0,0,4,48,0,4,22,8,4,0,0,0,0,0,0,3,45,7,3,15,6,0,0,0,0,0,0,0,0,33,9,3,3,7,4,0,0,0,0,0,0,0,24,9,3,9,9,0,0,0,0,0,0,0,0,27,4,0,5,6,0,0,0,0,0,0,0,0,17,7,0,4,4,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,5,7,0
LGA12160,0,0,5,0,0,0,0,0,0,0,0,0,9,4,5,4,0,0,0,0,0,0,0,0,0,12,13,19,14,16,0,4,0,0,0,0,0,4,69,16,35,42,24,10,4,0,0,0,0,0,9,132,0,9,25,39,12,4,3,0,0,0,0,4,109,0,9,23,15,12,8,0,0,0,0,0,3,72,6,3,27,36,16,5,0,0,0,0,0,4,99,3,0,21,23,10,10,5,0,0,0,4,0,76,0,0,6,28,11,4,0,0,0,0,0,6,56,0,0,8,29,3,7,4,0,0,0,0,5,57,0,0,3,14,8,7,10,0,0,0,0,3,53,0,0,3,5,0,7,3,0,0,0,0,3,26,0,0,0,3,8,3,4,0,0,0,0,0,25,0,0,0,6,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,18,5
LGA12350,0,0,0,3,0,0,0,0,0,0,0,0,11,0,5,8,0,0,0,0,0,0,0,0,0,22,10,21,38,21,4,0,0,0,0,0,0,3,107,19,34,54,45,8,0,0,0,0,0,0,4,175,0,3,44,56,8,14,0,0,0,0,0,0,138,6,5,17,38,3,5,0,0,0,0,0,0,70,3,10,31,73,24,9,0,0,0,0,0,0,156,4,0,18,46,12,5,0,0,0,0,0,0,96,5,0,18,33,14,12,4,3,0,0,0,3,92,0,0,5,16,13,11,5,0,0,0,0,0,61,0,0,6,19,10,9,8,0,0,0,0,6,62,5,0,9,10,5,5,3,0,0,0,0,0,32,0,3,3,0,3,0,3,0,0,0,0,0,12,0,0,0,0,5,4,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17,22,10
LGA12380,16,25,30,26,12,39,115,147,46,13,9,51,523,64,66,45,22,8,29,50,41,7,4,4,35,375,176,384,168,101,54,75,174,161,43,8,11,87,1444,149,493,201,123,62,72,192,185,31,9,9,78,1596,37,99,158,131,72,129,297,299,69,15,7,58,1375,18,35,249,188,55,120,273,358,69,11,12,54,1442,14,57,98,169,109,219,577,614,116,21,12,65,2067,7,21,69,94,70,205,567,673,136,16,16,67,1944,12,13,37,83,54,179,652,729,168,26,20,46,2015,7,3,19,39,38,100,465,661,160,15,19,33,1555,7,6,16,32,43,114,607,1015,245,40,15,35,2173,4,0,11,19,15,66,287,552,155,33,14,28,1191,0,4,13,6,23,38,161,396,157,31,9,14,856,4,0,0,3,10,18,91,225,101,27,11,10,501,0,0,0,4,0,3,27,77,53,19,5,9,194,15,27,55,68,25
LGA12390,7,3,8,7,3,7,0,0,0,0,0,0,43,8,13,13,12,4,3,0,0,0,0,3,8,65,28,58,111,53,16,16,0,0,0,0,0,25,323,33,141,150,96,21,28,8,0,0,0,4,24,529,8,21,151,146,65,66,14,3,0,0,0,19,495,6,13,74,58,34,22,6,0,0,0,0,0,227,11,15,121,165,98,94,36,3,3,0,6,15,565,7,12,84,135,91,97,35,11,3,0,0,17,502,7,4,63,109,82,124,52,11,0,0,0,14,471,7,4,22,72,51,111,53,19,0,0,0,5,345,8,3,30,75,44,125,101,34,4,0,6,5,438,3,0,11,29,29,58,65,26,0,0,0,0,232,7,5,4,19,3,24,31,33,0,0,0,0,117,0,0,0,5,0,7,21,20,0,0,0,0,62,5,0,0,0,3,4,6,13,0,0,0,0,35,6,11,55,64,50
LGA12700,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,12,3,4,4,0,0,0,0,0,29,17,15,10,15,8,5,0,0,0,0,0,0,60,0,0,9,20,12,17,8,0,0,0,0,3,70,0,0,8,7,5,9,0,0,0,0,0,0,28,3,0,11,14,8,22,3,0,0,0,0,0,72,0,3,3,8,4,6,5,0,0,0,0,4,32,0,0,5,10,8,14,7,3,0,0,0,5,50,0,0,5,12,5,5,5,0,0,0,0,0,32,0,0,0,7,3,8,9,3,0,0,0,3,35,0,0,0,3,6,0,0,0,0,0,0,0,15,0,0,5,0,0,0,0,0,5,0,0,0,12,6,0,0,0,0,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0
LGA12730,0,0,3,9,0,0,0,0,0,0,0,0,11,0,8,3,4,0,0,0,0,0,0,0,0,16,6,12,33,15,3,0,0,0,0,0,0,0,70,11,7,62,32,4,5,0,0,0,0,0,7,117,5,3,48,36,6,4,0,0,0,0,0,9,111,0,4,25,17,0,0,0,0,0,0,0,0,43,0,5,28,33,7,9,4,0,0,0,0,4,93,4,0,19,32,6,14,0,0,0,0,0,4,86,3,0,21,27,4,9,3,0,0,0,0,3,64,4,0,11,22,9,5,4,0,0,0,0,3,53,4,0,10,19,3,3,4,0,0,0,0,0,47,0,0,0,7,3,7,0,0,0,0,0,0,18,0,0,0,3,6,0,0,6,0,0,0,0,16,0,0,0,0,0,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,9,5
LGA12750,0,0,4,10,0,3,4,0,0,0,0,7,30,4,9,12,18,4,5,4,0,0,0,0,7,62,15,32,46,66,41,27,14,0,0,0,5,15,247,30,62,64,80,38,49,15,4,0,0,5,11,360,9,11,62,127,88,121,63,10,0,0,0,11,497,3,4,44,46,36,65,36,5,0,0,0,9,252,3,5,44,71,74,136,84,20,0,0,4,13,455,6,3,38,63,70,116,98,22,0,0,0,7,421,0,0,16,31,35,85,73,29,4,0,4,7,296,4,0,9,24,25,46,64,13,0,0,3,8,195,8,0,11,18,30,61,57,23,0,0,12,3,229,0,0,0,0,9,20,33,28,0,0,4,0,101,0,0,0,6,0,6,13,22,4,0,4,0,62,0,0,0,0,0,3,12,19,0,0,0,4,37,0,0,0,0,0,0,4,0,0,0,0,0,5,3,5,30,36,24
LGA12850,15,21,43,29,37,78,74,73,13,0,11,44,438,44,45,37,24,15,25,33,29,4,4,0,23,281,132,291,187,142,98,164,170,114,10,3,11,68,1391,103,402,215,144,93,177,190,116,13,4,7,43,1493,24,54,125,109,95,196,248,182,21,4,11,45,1123,24,41,323,222,108,232,346,316,37,0,8,71,1724,22,42,109,252,163,315,417,406,58,3,12,51,1839,20,19,79,124,138,263,416,435,62,7,7,41,1605,9,5,47,90,87,272,406,455,78,17,8,35,1506,3,9,27,42,58,158,295,364,48,12,7,34,1059,0,7,23,48,52,160,324,492,104,23,16,43,1286,0,0,12,19,26,77,171,294,77,12,4,14,721,0,0,8,5,9,23,74,125,40,14,4,9,315,0,0,4,6,5,15,47,81,39,9,3,3,220,0,0,0,3,3,0,11,24,12,9,0,3,63,19,17,69,79,70
LGA12870,0,3,0,0,0,4,0,0,0,0,0,4,11,4,0,4,6,0,0,0,0,0,0,3,0,13,7,6,23,15,6,3,0,0,0,0,0,6,77,12,8,35,34,6,9,0,0,0,0,0,4,106,3,0,35,45,21,22,4,3,0,0,0,5,145,0,4,17,18,3,8,0,0,3,0,0,0,46,0,0,20,37,17,22,7,0,0,0,3,3,116,4,0,24,31,19,16,9,0,0,0,0,0,106,8,4,14,24,13,22,8,0,0,0,0,3,84,3,6,10,16,11,19,6,0,0,0,3,4,75,0,0,6,14,22,19,9,3,0,0,0,0,71,3,0,3,3,3,12,10,3,0,0,0,0,36,0,3,4,3,4,4,5,0,0,0,0,5,24,0,0,0,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,4,7,8
LGA12900,0,0,0,4,0,0,0,0,0,0,0,4,7,4,3,5,3,0,0,0,0,0,0,0,0,18,10,13,18,19,0,0,0,0,0,0,0,7,74,12,31,49,51,5,0,0,0,0,0,0,9,153,0,9,39,38,11,0,0,0,0,0,0,0,101,0,4,23,43,6,0,0,0,0,0,0,0,69,0,7,37,56,5,5,0,0,0,0,0,3,122,0,5,18,38,8,3,0,0,0,0,4,7,79,0,4,7,23,9,7,4,0,0,0,0,8,55,0,0,8,21,10,4,4,0,0,0,0,4,51,3,0,8,29,8,8,4,0,0,0,0,0,55,6,0,0,8,6,0,0,0,0,0,0,3,24,0,0,3,4,3,3,6,0,0,0,0,0,18,0,0,3,0,5,0,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,5,6
LGA12930,7,9,9,18,18,20,48,102,86,40,18,40,408,24,19,17,4,4,4,15,39,27,7,0,14,168,57,141,44,34,20,36,49,91,30,14,8,38,561,41,204,50,44,18,43,72,99,42,14,7,36,669,16,28,44,44,28,64,156,193,74,21,9,28,701,10,7,70,58,16,39,89,125,45,11,8,17,492,10,16,41,76,47,99,219,339,130,31,17,46,1066,7,9,28,30,41,100,285,390,181,28,17,31,1145,0,5,14,32,32,91,278,506,183,50,23,32,1246,6,0,16,24,14,39,218,427,180,35,23,21,1005,3,0,11,23,20,65,316,644,301,116,47,42,1578,0,0,12,10,20,31,162,437,242,82,34,24,1051,0,0,4,14,12,24,77,276,202,80,63,15,779,0,0,0,0,3,12,44,160,155,73,56,11,522,0,0,0,4,0,3,14,39,53,36,28,6,182,3,4,22,21,21
LGA12950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,6,4,15,7,0,0,0,0,0,0,0,0,37,3,9,24,10,0,0,0,0,0,0,0,0,47,4,8,24,18,0,0,0,0,0,0,0,0,51,0,3,7,12,6,0,0,0,0,0,0,0,19,0,0,15,17,3,0,0,0,0,0,0,0,52,0,4,5,9,0,0,0,0,0,0,0,3,33,0,0,7,11,5,0,0,0,0,0,0,3,24,0,4,9,8,0,0,0,0,0,0,0,0,20,9,0,6,11,4,0,0,0,0,0,4,0,29,0,3,0,5,0,0,0,0,0,0,0,0,15,0,0,3,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,9,8,0
LGA13010,0,0,0,5,0,0,0,0,0,0,0,3,13,0,4,9,6,0,0,0,0,0,0,0,3,18,0,8,21,22,9,0,0,0,0,0,0,8,66,0,11,51,37,6,4,0,0,0,0,0,4,123,7,0,37,34,9,4,0,0,0,0,0,8,99,0,3,21,23,17,7,0,0,0,0,0,0,68,0,4,29,36,14,5,3,0,0,0,0,6,101,0,4,17,30,19,7,0,0,0,0,0,8,86,0,0,8,27,5,12,0,0,0,0,0,0,67,3,0,0,8,10,5,0,0,0,0,0,0,32,3,0,11,7,16,6,4,3,0,0,0,5,49,3,0,0,0,3,6,0,0,0,0,0,0,14,0,0,7,3,0,4,5,0,0,0,0,0,13,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,4,0,11,12,8
LGA13310,0,9,3,7,4,0,0,0,0,0,0,5,28,5,11,12,10,3,3,0,0,0,0,0,4,44,21,34,49,47,12,4,3,0,0,0,0,10,199,18,90,94,72,29,16,5,0,0,0,5,21,344,5,26,76,96,46,46,21,0,0,0,0,6,329,5,3,39,45,19,21,10,0,0,0,0,4,151,7,7,59,103,38,70,33,0,0,0,0,6,324,0,7,38,60,47,73,36,8,0,0,3,6,284,8,0,17,69,48,58,36,12,0,0,0,5,260,3,3,18,25,38,51,34,9,3,0,4,8,191,0,5,7,51,27,67,44,13,0,0,4,10,225,5,0,6,13,15,32,34,7,0,0,3,6,112,3,3,0,6,10,16,24,8,0,0,0,0,74,0,0,0,0,3,8,15,3,6,0,0,5,37,0,0,0,0,0,0,0,5,0,0,0,0,6,0,4,16,25,23
LGA13340,0,0,0,0,4,0,0,0,0,0,0,0,4,0,3,3,0,0,0,0,0,0,0,0,0,15,0,0,11,9,0,6,3,0,0,0,0,0,35,0,10,24,17,5,5,0,0,0,0,4,3,65,0,7,21,13,7,5,0,0,0,0,0,4,58,0,0,10,8,6,0,0,0,0,0,0,0,28,4,3,14,22,11,3,7,0,0,0,0,4,56,0,0,9,22,6,9,3,0,0,0,0,5,54,0,0,6,21,15,3,4,0,0,0,5,6,56,0,0,15,13,3,4,0,0,0,0,0,3,38,3,0,8,19,10,10,6,0,0,0,0,4,57,0,0,6,3,4,3,4,3,0,0,0,3,27,0,0,5,3,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3
