LGA_CODE_2021,C11_Budh_0_14,C11_Budh_15_24,C11_Budh_25_34,C11_Budh_35_44,C11_Budh_45_54,C11_Budh_55_64,C11_Budh_65_74,C11_Budh_75_84,C11_Budh_85ov,C11_Budh_Tot,C11_C_Ang_0_14,C11_C_Ang_15_24,C11_C_Ang_25_34,C11_C_Ang_35_44,C11_C_Ang_45_54,C11_C_Ang_55_64,C11_C_Ang_65_74,C11_C_Ang_75_84,C11_C_Ang_85ov,C11_C_Ang_Tot,C11_C_As_Apo_0_14,C11_C_As_Apo_15_24,C11_C_As_Apo_25_34,C11_C_As_Apo_35_44,C11_C_As_Apo_45_54,C11_C_As_Apo_55_64,C11_C_As_Apo_65_74,C11_C_As_Apo_75_84,C11_C_As_Apo_85ov,C11_C_As_Apo_Tot,C11_C_Bap_0_14,C11_C_Bap_15_24,C11_C_Bap_25_34,C11_C_Bap_35_44,C11_C_Bap_45_54,C11_C_Bap_55_64,C11_C_Bap_65_74,C11_C_Bap_75_84,C11_C_Bap_85ov,C11_C_Bap_Tot,C11_C_Breth_0_14,C11_C_Breth_15_24,C11_C_Breth_25_34,C11_C_Breth_35_44,C11_C_Breth_45_54,C11_C_Breth_55_64,C11_C_Breth_65_74,C11_C_Breth_75_84,C11_C_Breth_85ov,C11_C_Breth_Tot,C11_C_Cath_0_14,C11_C_Cath_15_24,C11_C_Cath_25_34,C11_C_Cath_35_44,C11_C_Cath_45_54,C11_C_Cath_55_64,C11_C_Cath_65_74,C11_C_Cath_75_84,C11_C_Cath_85ov,C11_C_Cath_Tot,C11_C_Ch_Chr_0_14,C11_C_Ch_Chr_15_24,C11_C_Ch_Chr_25_34,C11_C_Ch_Chr_35_44,C11_C_Ch_Chr_45_54,C11_C_Ch_Chr_55_64,C11_C_Ch_Chr_65_74,C11_C_Ch_Chr_75_84,C11_C_Ch_Chr_85ov,C11_C_Ch_Chr_Tot,C11_C_E_Orth_0_14,C11_C_E_Orth_15_24,C11_C_E_Orth_25_34,C11_C_E_Orth_35_44,C11_C_E_Orth_45_54,C11_C_E_Orth_55_64,C11_C_E_Orth_65_74,C11_C_E_Orth_75_84,C11_C_E_Orth_85ov,C11_C_E_Orth_Tot,C11_C_Jeh_Wit_0_14,C11_C_Jeh_Wit_15_24,C11_C_Jeh_Wit_25_34,C11_C_Jeh_Wit_35_44,C11_C_Jeh_Wit_45_54,C11_C_Jeh_Wit_55_64,C11_C_Jeh_Wit_65_74,C11_C_Jeh_Wit_75_84,C11_C_Jeh_Wit_85ov,C11_C_Jeh_Wit_Tot,C11_C_La_Da_Sai_0_14,C11_C_La_Da_Sai_15_24,C11_C_La_Da_Sai_25_34,C11_C_La_Da_Sai_35_44,C11_C_La_Da_Sai_45_54,C11_C_La_Da_Sai_55_64,C11_C_La_Da_Sai_65_74,C11_C_La_Da_Sai_75_84,C11_C_La_Da_Sai_85ov,C11_C_La_Da_Sai_Tot,C11_C_Luth_0_14,C11_C_Luth_15_24,C11_C_Luth_25_34,C11_C_Luth_35_44,C11_C_Luth_45_54,C11_C_Luth_55_64,C11_C_Luth_65_74,C11_C_Luth_75_84,C11_C_Luth_85ov,C11_C_Luth_Tot,C11_C_Ori_Orth_0_14,C11_C_Ori_Orth_15_24,C11_C_Ori_Orth_25_34,C11_C_Ori_Orth_35_44,C11_C_Ori_Orth_45_54,C11_C_Ori_Orth_55_64,C11_C_Ori_Orth_65_74,C11_C_Ori_Orth_75_84,C11_C_Ori_Orth_85ov,C11_C_Ori_Orth_Tot,C11_C_Oth_Prot_0_14,C11_C_Oth_Prot_15_24,C11_C_Oth_Prot_25_34,C11_C_Oth_Prot_35_44,C11_C_Oth_Prot_45_54,C11_C_Oth_Prot_55_64,C11_C_Oth_Prot_65_74,C11_C_Oth_Prot_75_84,C11_C_Oth_Prot_85ov,C11_C_Oth_Prot_Tot,C11_C_Pentec_0_14,C11_C_Pentec_15_24,C11_C_Pentec_25_34,C11_C_Pentec_35_44,C11_C_Pentec_45_54,C11_C_Pentec_55_64,C11_C_Pentec_65_74,C11_C_Pentec_75_84,C11_C_Pentec_85ov,C11_C_Pentec_Tot,C11_C_Pres_Ref_0_14,C11_C_Pres_Ref_15_24,C11_C_Pres_Ref_25_34,C11_C_Pres_Ref_35_44,C11_C_Pres_Ref_45_54,C11_C_Pres_Ref_55_64,C11_C_Pres_Ref_65_74,C11_C_Pres_Ref_75_84,C11_C_Pres_Ref_85ov,C11_C_Pres_Ref_Tot,C11_C_Sal_Army_0_14,C11_C_Sal_Army_15_24,C11_C_Sal_Army_25_34,C11_C_Sal_Army_35_44,C11_C_Sal_Army_45_54,C11_C_Sal_Army_55_64,C11_C_Sal_Army_65_74,C11_C_Sal_Army_75_84,C11_C_Sal_Army_85ov,C11_C_Sal_Army_Tot,C11_C_Se_da_Adv_0_14,C11_C_Se_da_Adv_15_24,C11_C_Se_da_Adv_25_34,C11_C_Se_da_Adv_35_44,C11_C_Se_da_Adv_45_54,C11_C_Se_da_Adv_55_64,C11_C_Se_da_Adv_65_74,C11_C_Se_da_Adv_75_84,C11_C_Se_da_Adv_85ov,C11_C_Se_da_Adv_Tot,C11_C_Uni_Ch_0_14,C11_C_Uni_Ch_15_24,C11_C_Uni_Ch_25_34,C11_C_Uni_Ch_35_44,C11_C_Uni_Ch_45_54,C11_C_Uni_Ch_55_64,C11_C_Uni_Ch_65_74,C11_C_Uni_Ch_75_84,C11_C_Uni_Ch_85ov,C11_C_Uni_Ch_Tot,C11_Chr_Ch_nfd_0_14,C11_Chr_Ch_nfd_15_24,C11_Chr_Ch_nfd_25_34,C11_Chr_Ch_nfd_35_44,C11_Chr_Ch_nfd_45_54,C11_Chr_Ch_nfd_55_64,C11_Chr_Ch_nfd_65_74,C11_Chr_Ch_nfd_75_84,C11_Chr_Ch_nfd_85ov,C11_Chr_Ch_nfd_Tot,C11_Chr_Oth_Ch_0_14,C11_Chr_Oth_Ch_15_24,C11_Chr_Oth_Ch_25_34,C11_Chr_Oth_Ch_35_44,C11_Chr_Oth_Ch_45_54,C11_Chr_Oth_Ch_55_64,C11_Chr_Oth_Ch_65_74,C11_Chr_Oth_Ch_75_84,C11_Chr_Oth_Ch_85ov,C11_Chr_Oth_Ch_Tot
LGA19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,12,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,11,9,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA20110,11,16,12,22,25,18,10,0,0,105,213,140,91,200,349,385,299,202,84,1958,0,0,0,0,0,0,0,0,0,0,4,5,12,8,14,12,18,5,7,83,0,0,0,0,0,0,0,0,0,0,597,304,191,430,545,484,395,254,93,3294,0,6,5,6,4,5,18,5,0,58,8,4,0,8,10,18,11,8,0,69,3,0,10,3,8,12,5,0,0,47,0,6,0,3,7,4,0,0,0,13,11,6,4,16,17,18,25,17,7,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,13,9,9,4,6,14,12,8,3,0,77,21,7,11,34,79,83,71,35,16,357,0,0,0,0,3,0,3,0,0,14,0,0,0,0,0,4,3,3,0,7,90,67,48,72,161,203,158,122,48,953,73,26,25,37,34,50,39,11,0,295,0,0,0,0,4,0,0,0,0,6
LGA20260,14,0,12,13,13,8,0,4,0,67,198,108,95,187,261,290,223,175,75,1605,0,0,0,0,0,0,0,0,0,0,10,3,10,7,9,8,6,0,0,63,0,0,0,0,0,0,0,0,0,0,518,312,245,305,340,313,266,140,34,2464,6,0,0,0,12,15,20,6,0,64,0,4,5,8,3,5,0,0,0,22,16,6,5,12,18,11,7,8,0,96,4,4,0,6,0,0,4,3,0,11,21,9,25,19,20,31,16,11,11,171,6,0,0,0,0,0,0,0,0,3,0,4,0,0,3,5,0,0,0,12,8,0,4,0,4,5,3,0,0,32,24,23,21,48,115,159,127,76,31,621,17,13,5,6,10,13,9,10,0,82,8,7,7,4,3,3,5,3,0,44,127,83,85,120,212,262,232,165,53,1336,40,20,10,18,23,29,21,5,0,166,0,0,0,0,4,0,0,0,0,7
LGA20570,61,97,121,103,98,72,21,3,3,594,1741,1437,1079,1685,2084,2062,1494,1110,500,13196,0,0,0,0,0,0,0,0,0,0,134,126,107,106,135,157,114,65,32,982,54,41,21,31,11,10,9,17,12,207,5505,4198,3022,3262,3410,2674,1918,1202,418,25614,256,119,100,121,153,169,97,74,31,1119,79,52,38,84,53,52,38,25,4,423,32,25,29,28,25,37,28,26,12,246,15,22,9,14,18,20,11,4,0,106,122,130,72,118,128,99,66,46,25,795,3,0,4,5,8,5,0,0,0,19,14,14,7,16,19,15,13,7,4,114,166,111,84,101,85,85,47,25,8,710,233,274,197,353,588,685,558,394,193,3471,75,46,48,58,69,66,50,46,21,474,41,13,30,23,22,17,17,17,0,179,1113,904,618,919,1334,1331,1127,916,404,8675,354,231,225,193,158,167,77,44,14,1466,7,5,12,12,10,16,11,4,4,82
LGA20660,335,269,415,440,335,224,93,31,15,2154,1588,1195,1161,1908,2173,2417,1915,1345,725,14439,0,0,0,0,0,0,0,0,0,0,255,195,250,203,226,237,152,130,83,1723,26,27,12,7,22,11,14,13,0,140,6995,4704,4172,5142,5246,4332,2941,2091,748,36385,18,23,16,20,29,49,46,29,8,236,1171,626,629,1032,875,621,506,312,71,5836,16,20,31,21,29,28,22,19,10,201,20,44,18,16,30,15,13,10,3,172,95,72,59,110,111,87,99,98,40,772,32,31,43,30,28,23,9,5,0,193,39,27,44,39,25,22,23,14,12,252,129,111,126,111,106,85,61,30,9,768,199,182,165,281,396,550,483,318,177,2751,46,34,30,30,48,66,41,40,12,349,14,7,18,9,10,12,5,3,0,75,515,409,378,531,713,860,702,469,273,4855,364,276,300,262,237,244,121,63,22,1891,9,9,14,9,17,13,7,6,0,90
LGA20740,35,29,45,53,60,45,14,7,0,296,604,304,299,555,697,1076,1071,734,271,5612,0,0,0,0,0,0,0,0,0,0,87,42,46,68,68,83,110,38,25,567,0,0,0,0,0,0,0,5,0,8,1113,612,648,853,943,966,800,464,113,6504,7,0,0,8,0,8,11,5,3,39,37,9,20,33,29,25,45,14,4,207,16,3,11,16,18,24,16,13,3,116,0,5,4,7,5,7,4,5,0,36,18,11,12,9,20,25,32,15,5,162,4,4,0,0,0,0,0,0,0,10,4,5,4,6,3,0,7,3,4,34,20,16,8,18,15,20,15,8,3,126,41,37,32,64,156,215,270,138,54,1005,15,7,3,13,26,20,26,19,3,144,10,4,3,5,0,8,9,4,5,41,129,53,62,124,192,368,372,238,127,1666,122,40,57,53,71,65,68,32,7,527,5,0,0,4,4,8,3,5,0,27
LGA20830,37,37,33,44,41,43,9,0,0,251,1140,761,594,959,1246,1408,1007,656,257,8029,0,0,0,0,0,0,0,0,0,0,138,78,86,65,117,106,64,36,13,712,87,54,25,52,38,29,32,9,0,326,1984,1317,971,1206,1416,1103,813,420,143,9377,13,11,12,15,21,27,37,15,9,158,30,33,15,33,23,22,25,7,3,194,41,12,33,26,22,29,20,7,4,196,15,7,9,9,10,6,7,3,0,67,21,15,23,26,24,37,48,19,3,216,0,3,0,0,3,0,0,0,0,7,16,24,12,11,18,24,9,8,5,110,49,33,30,29,39,41,37,12,3,272,221,169,100,232,368,433,381,256,86,2237,33,22,13,16,33,41,46,21,4,235,33,24,14,30,13,21,16,11,4,162,403,255,173,295,485,530,472,302,135,3045,328,171,142,164,168,145,83,26,14,1239,0,3,0,0,3,4,7,0,0,33
LGA20910,158,114,148,262,241,166,81,26,0,1205,2730,1510,870,2373,2689,2545,1967,1487,1069,17235,0,0,0,0,0,0,0,0,0,0,104,75,63,87,123,95,76,34,15,673,0,0,0,0,0,0,0,0,0,0,5349,2818,1640,3474,3688,2526,1719,1164,640,23021,6,5,9,14,26,17,25,24,16,133,803,435,269,658,627,299,323,234,64,3705,19,7,7,18,24,20,7,17,0,111,15,9,13,6,17,21,8,0,0,90,112,45,43,103,120,75,87,56,24,662,13,10,5,6,19,20,15,9,0,96,19,11,9,19,21,17,5,11,13,125,79,45,44,58,63,49,11,4,0,355,140,119,80,216,421,472,376,310,219,2360,8,3,3,10,11,10,13,5,0,66,9,6,3,9,0,0,3,0,4,30,562,354,188,468,681,738,557,419,319,4286,160,100,86,112,153,157,83,53,21,927,9,4,5,7,8,22,11,9,5,90
LGA21010,15,14,13,15,14,12,0,5,0,80,292,184,166,246,402,454,343,245,112,2439,0,0,0,0,0,0,0,0,0,0,32,25,10,18,37,27,15,11,12,190,0,0,0,0,0,0,0,0,0,0,567,403,280,366,517,502,352,211,89,3287,0,0,0,0,0,7,0,0,0,9,16,0,0,7,0,5,0,4,0,42,11,4,11,10,6,8,7,4,0,57,0,3,3,4,10,5,4,0,0,25,21,8,6,11,27,15,15,17,10,129,0,0,0,0,0,0,0,0,0,0,16,3,0,4,9,4,5,0,0,41,16,20,12,10,22,25,15,6,0,130,51,36,22,70,137,172,134,120,53,790,13,6,8,3,19,19,22,11,3,107,7,0,6,0,8,6,6,0,0,37,142,87,59,99,210,261,193,182,84,1316,48,41,10,27,39,45,29,26,0,265,0,0,0,0,0,0,0,4,0,9
LGA21110,535,943,1064,774,862,698,260,141,32,5304,3308,2225,1534,2640,3221,2985,2151,1570,1163,20795,0,0,0,0,0,0,0,0,0,0,454,458,276,388,457,308,191,117,87,2740,0,0,3,0,3,6,0,10,4,30,8346,5635,4093,5423,5890,4220,2709,2153,1222,39691,19,30,30,16,48,76,25,31,20,301,1602,909,549,1386,1350,593,750,635,145,7911,33,18,36,37,26,22,15,5,9,197,28,12,17,11,12,4,8,5,0,103,122,121,114,148,168,126,101,73,35,996,56,30,28,35,44,22,13,10,4,236,26,70,34,35,51,45,29,25,13,324,97,155,153,108,116,80,29,13,4,758,286,307,248,398,562,610,446,367,277,3507,27,16,18,17,18,39,27,25,8,189,21,14,13,12,16,5,17,5,0,107,1039,829,465,809,1319,1190,893,736,519,7806,452,414,382,339,378,333,167,74,37,2562,12,10,19,18,23,19,10,17,7,135
LGA21180,4572,3392,3298,3953,3457,1823,647,345,74,21567,1082,925,874,1108,1315,1438,824,473,215,8255,20,18,3,19,22,3,10,5,0,100,491,324,339,310,277,204,133,77,35,2185,3,7,0,0,3,3,0,0,0,17,11798,9043,8276,8915,9250,8712,5743,3178,1008,65917,36,31,21,23,25,30,17,18,0,191,2500,1970,2020,2512,2274,2506,1802,959,215,16749,100,103,89,103,107,114,67,41,18,740,153,97,60,49,50,22,9,5,3,441,62,57,64,78,99,136,101,102,40,731,277,181,175,161,180,117,62,13,5,1167,175,116,128,113,116,87,37,26,8,816,475,350,314,290,217,161,70,28,11,1911,131,147,139,212,309,449,274,188,85,1944,24,25,14,21,43,38,18,15,3,209,90,68,43,60,50,32,22,19,3,388,403,321,345,324,369,415,250,180,62,2664,663,448,470,410,297,232,101,37,9,2674,29,32,25,32,41,20,15,0,3,202
LGA21270,4,0,0,7,4,0,3,0,0,10,72,70,45,95,158,203,144,86,43,908,0,0,0,0,0,0,0,0,0,0,24,13,7,15,26,7,9,6,4,113,0,0,0,0,0,0,0,0,0,0,399,220,139,212,283,250,203,159,73,1940,0,0,0,0,0,0,0,0,0,8,5,0,0,0,0,4,3,0,0,16,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,3,4,0,5,0,3,7,10,4,0,39,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,12,6,0,4,3,0,4,0,0,32,12,8,8,16,36,63,42,30,20,244,3,4,0,0,0,0,4,0,0,12,0,0,0,0,0,3,0,0,0,0,193,77,69,145,188,245,213,186,75,1390,3,0,0,3,10,3,11,0,0,37,12,0,0,0,0,0,0,0,0,15
LGA21370,11,16,33,19,33,15,4,0,0,120,982,581,405,933,1152,1256,1059,628,242,7236,0,0,0,0,0,0,0,0,0,0,52,40,21,34,62,46,60,24,5,356,0,0,0,0,0,0,0,0,0,0,2025,1156,868,1121,1341,1048,908,480,158,9100,5,0,3,8,10,18,19,6,5,71,19,14,4,24,9,8,4,7,0,92,9,5,11,4,10,14,0,12,4,67,12,16,4,8,5,0,0,0,0,47,37,17,23,24,36,36,27,9,9,223,6,0,0,5,0,0,0,0,0,12,4,9,6,11,16,10,3,3,0,62,100,49,35,58,53,56,42,22,15,416,125,87,78,166,338,420,361,237,114,1919,49,17,20,15,38,38,46,27,7,251,0,0,0,6,5,5,0,0,0,17,501,353,225,405,614,615,559,419,163,3843,163,82,78,78,94,84,43,27,4,659,3,4,0,3,3,4,0,0,0,23
LGA21450,132,90,151,166,94,58,15,4,4,725,2171,1304,1146,1961,2047,1798,1255,676,300,12649,0,0,0,0,0,0,0,0,0,0,321,132,180,169,161,127,85,44,30,1243,17,13,11,4,3,4,3,0,0,52,4175,2560,2324,2707,2532,1685,1046,550,161,17733,35,16,18,30,20,24,31,15,6,185,162,83,92,136,94,56,41,25,5,692,26,21,25,25,31,26,16,10,4,189,95,40,45,27,31,17,17,3,3,285,70,32,33,82,67,62,59,30,12,443,13,10,13,11,10,0,0,0,0,58,29,11,14,19,23,13,6,3,0,127,276,132,137,155,128,88,50,18,4,982,233,181,147,260,424,472,349,194,68,2320,27,19,26,30,19,29,26,16,6,193,31,27,33,19,21,24,5,7,6,178,561,386,291,468,544,537,380,240,100,3512,570,303,302,286,250,197,69,25,10,2011,30,14,18,16,12,12,9,3,0,100
LGA21610,2449,1203,1791,1917,1469,723,198,87,31,9861,4496,3051,2678,4652,4908,4223,2702,1629,649,28970,0,0,0,0,5,0,0,0,0,12,957,572,531,612,573,445,310,148,48,4196,35,44,18,23,28,10,14,9,5,187,15721,10203,9356,11070,10583,7151,4031,2131,604,70854,134,91,61,88,119,89,61,41,11,699,1845,1158,1296,1528,1224,828,522,251,35,8691,159,111,102,139,133,107,48,27,11,846,446,246,190,179,149,69,40,12,5,1338,167,88,111,191,196,176,151,94,35,1208,351,177,213,207,178,139,55,32,10,1359,206,121,123,164,148,76,43,24,20,922,1328,805,667,849,728,458,162,67,17,5072,801,652,481,750,1181,1233,805,529,187,6620,93,50,53,74,95,103,60,33,15,574,258,158,166,182,150,120,65,36,18,1147,1378,962,778,1066,1311,1108,670,437,200,7920,2062,1205,1048,1150,904,518,210,96,29,7224,77,67,45,67,57,38,20,8,3,387
LGA21670,3,10,10,3,12,11,3,0,0,51,330,241,154,273,462,527,521,358,116,2966,0,0,0,0,0,0,0,0,0,0,15,12,10,12,22,22,20,14,5,120,0,0,0,0,0,0,0,0,0,0,438,237,163,294,348,347,308,145,50,2335,0,11,4,0,8,30,36,9,11,112,9,3,4,6,8,8,0,4,0,50,16,5,9,12,4,14,0,0,6,71,3,0,0,0,3,3,0,0,0,13,5,8,3,3,12,12,12,9,3,60,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,4,0,0,11,13,5,9,8,11,21,17,6,0,84,25,19,8,32,79,125,112,84,32,519,18,11,8,13,13,26,14,16,0,118,4,0,0,5,0,4,4,0,0,21,134,119,55,122,193,241,202,143,91,1303,54,20,18,25,20,17,20,13,3,189,0,0,0,0,0,7,0,0,0,8
LGA21750,20,21,15,20,29,34,3,0,0,143,311,199,196,289,447,503,386,292,127,2744,0,0,0,0,0,0,0,0,0,0,24,23,15,25,33,35,23,13,5,193,0,0,0,0,0,0,0,0,0,0,1256,714,513,751,740,719,546,309,91,5643,6,0,0,3,0,6,4,0,0,24,19,7,5,10,12,15,3,5,0,79,7,13,5,8,8,16,13,3,3,73,0,6,0,3,3,0,0,0,0,12,9,9,8,21,17,18,10,11,7,114,0,0,0,0,0,0,0,0,0,0,5,3,6,8,7,0,4,0,0,32,23,19,13,12,9,23,8,4,3,111,74,88,50,116,193,229,175,157,70,1162,12,0,8,5,8,13,3,8,0,49,0,5,0,4,0,5,4,3,0,28,227,162,117,222,328,393,336,225,120,2135,49,39,37,26,37,44,25,11,10,281,0,0,0,0,0,0,0,0,0,7
LGA21830,6,7,12,9,7,10,3,0,0,58,327,182,168,273,391,368,327,250,84,2374,0,0,0,0,0,0,0,0,0,0,60,15,24,33,32,30,25,8,3,236,0,0,0,0,0,0,0,0,0,0,1053,591,392,576,661,576,456,276,92,4675,5,3,7,0,0,3,3,0,0,17,4,0,11,5,3,5,3,0,5,36,7,11,10,5,8,0,5,3,0,43,0,0,0,0,0,0,0,0,0,4,30,18,9,18,29,16,19,6,5,147,0,0,0,0,0,0,0,0,0,0,4,5,4,3,3,0,0,0,0,21,8,5,6,7,4,8,8,0,0,39,135,79,46,147,245,218,217,140,65,1287,6,4,3,6,5,6,7,4,0,34,0,0,0,0,4,4,0,0,3,17,286,189,119,223,320,330,332,235,96,2131,49,18,16,14,37,36,9,4,0,187,0,0,0,0,0,3,3,0,0,10
LGA21890,556,755,1011,864,760,465,147,75,28,4646,746,598,858,1142,1216,1032,693,763,584,7634,12,8,10,3,12,4,5,5,0,55,155,115,175,161,154,122,69,52,21,1023,0,0,0,0,5,0,0,0,3,13,6264,4222,4983,6202,5356,3855,3858,3643,1209,39599,18,15,17,26,20,25,28,17,26,196,2528,1350,1501,2963,1895,1706,2214,1452,274,15891,44,30,46,59,33,51,33,34,9,339,16,20,23,12,24,16,14,0,0,129,39,43,81,70,59,35,33,32,13,418,40,35,56,23,29,25,17,7,0,235,20,38,51,32,34,29,29,21,10,261,54,62,96,70,60,33,20,10,0,423,77,115,165,159,241,257,204,231,149,1584,25,18,23,29,24,31,34,24,22,233,27,19,33,26,18,11,8,10,0,145,251,251,295,370,335,287,173,213,139,2319,277,230,306,269,220,127,62,38,12,1543,9,13,30,24,21,12,7,4,0,125
LGA22110,25,22,34,38,59,57,21,4,0,260,1002,644,457,910,1354,1729,1655,987,403,9125,0,0,0,0,0,0,0,0,0,0,71,43,39,44,64,99,85,35,16,503,36,33,20,15,16,8,5,13,4,145,1413,846,702,933,1176,1203,1055,522,172,8011,4,0,0,0,0,13,9,3,0,32,9,11,11,14,30,23,14,5,0,121,48,25,34,29,46,19,23,8,6,240,5,5,9,4,3,10,9,6,0,39,19,12,16,21,36,54,58,43,0,263,4,0,0,4,0,0,0,0,0,6,3,7,6,6,4,8,7,8,0,49,60,64,33,40,63,68,60,25,5,413,71,48,27,110,230,439,427,252,87,1693,20,16,3,19,33,29,26,23,3,164,21,18,11,21,17,19,26,7,5,139,257,166,134,246,435,595,541,380,151,2904,160,74,71,85,121,125,82,32,15,758,10,3,0,9,3,7,4,3,0,43
LGA22170,223,185,292,318,235,166,43,14,4,1484,2743,2158,1862,2906,3696,3449,2583,1712,720,21819,0,0,0,0,0,0,0,0,0,0,298,237,201,239,271,255,170,130,68,1873,4,0,4,0,0,8,0,5,6,30,5421,3915,3940,4344,4353,3369,2192,1257,371,29158,40,4,16,34,27,65,43,21,21,272,466,247,351,499,358,242,209,125,31,2531,77,38,75,69,66,53,49,38,18,493,178,83,75,80,63,40,27,16,7,568,61,69,76,103,121,121,110,95,23,773,44,19,37,33,18,6,9,0,0,164,36,40,43,44,51,40,26,18,7,308,286,160,194,188,191,148,108,30,8,1315,405,279,249,394,680,887,655,453,178,4183,40,28,22,33,41,42,42,20,7,273,46,40,24,37,33,33,12,4,0,234,687,522,391,603,733,748,581,354,163,4778,707,445,416,445,382,273,151,55,20,2898,40,21,20,27,20,17,15,4,0,174
LGA22250,5,0,8,4,15,5,3,0,0,43,254,135,102,210,288,397,349,232,112,2083,0,0,0,0,0,0,0,0,0,0,75,34,27,44,59,60,61,40,20,417,32,19,20,12,14,0,5,0,6,95,406,246,164,241,305,297,246,145,58,2097,0,0,0,6,0,3,4,10,0,22,3,0,0,7,5,3,4,4,0,24,3,0,0,0,0,0,0,4,0,8,4,0,0,3,5,0,0,0,0,9,9,4,5,10,6,17,5,0,0,61,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,8,22,0,9,3,10,12,4,10,0,75,37,20,19,38,73,95,97,85,34,492,0,0,0,4,0,3,5,0,0,16,0,0,0,0,0,0,0,0,0,6,163,91,81,111,211,245,259,179,75,1419,18,13,12,12,15,19,19,0,0,114,0,0,0,0,0,0,0,0,0,0
LGA22310,275,477,768,470,384,267,91,49,13,2796,1524,816,971,1729,1707,1519,992,994,799,11058,0,0,0,0,0,0,0,0,0,0,124,107,156,122,132,96,54,42,30,858,4,0,0,4,0,4,3,0,0,15,5165,3072,3234,4180,3920,2640,1756,1610,722,26296,12,16,11,9,19,26,9,9,15,137,1681,786,722,1722,1186,708,1037,707,132,8692,35,27,47,45,20,24,25,22,4,238,21,12,35,16,9,10,3,3,4,112,81,41,71,103,95,47,62,58,38,601,24,15,26,29,19,22,15,14,9,172,11,11,50,21,21,15,17,13,10,166,76,71,87,71,54,40,13,8,3,437,121,91,151,220,354,344,267,267,178,1988,6,3,10,8,10,26,6,16,4,93,7,7,9,14,15,3,6,6,4,75,467,320,320,524,593,519,341,414,300,3799,195,176,227,204,152,178,76,37,23,1264,19,11,16,12,16,24,11,13,8,139
LGA22410,24,12,20,18,15,12,8,0,0,116,396,234,190,336,527,611,445,276,99,3119,0,0,0,0,0,0,0,0,0,0,46,46,24,38,70,47,39,31,6,359,0,0,0,0,0,0,0,0,0,0,656,424,341,480,522,442,316,200,53,3432,4,3,0,4,12,27,13,6,0,66,0,4,3,0,10,9,8,0,0,36,20,9,15,9,7,12,18,0,0,90,0,0,5,5,4,3,4,0,0,22,166,79,58,89,119,105,70,44,17,744,5,0,0,0,0,0,0,0,0,0,3,0,7,3,4,0,0,0,0,18,26,3,3,14,20,25,12,0,3,120,92,68,48,105,229,292,200,129,74,1239,17,10,0,6,20,17,10,3,4,100,5,3,0,0,7,0,0,0,5,26,246,151,116,246,412,412,351,232,93,2261,81,59,38,52,74,46,24,8,11,403,4,0,0,0,0,0,0,0,0,11
LGA22490,12,14,10,20,18,22,4,0,0,96,441,226,201,405,503,542,293,140,39,2783,0,0,0,0,0,0,0,0,0,0,65,30,23,45,39,57,25,0,0,287,0,0,0,0,0,0,0,0,0,0,1149,589,447,808,707,503,289,109,35,4630,20,14,3,9,7,16,4,0,0,74,33,13,11,32,22,15,9,0,0,144,12,0,10,15,9,4,0,5,0,51,3,4,6,0,3,3,0,0,0,15,43,17,22,25,41,39,11,5,0,208,0,0,0,0,0,0,0,0,0,3,7,0,0,6,9,9,3,0,0,32,31,20,8,13,21,16,15,4,0,134,99,80,49,102,231,232,159,71,29,1048,17,9,3,13,11,4,9,5,0,67,12,6,0,7,6,7,6,5,0,57,207,141,93,176,257,250,155,57,19,1356,133,57,43,69,78,58,22,10,3,469,0,5,0,0,5,0,0,0,0,14
