LGA_CODE_2021,C21_Chr_Ch_nfd_0_14,C21_Chr_Ch_nfd_15_24,C21_Chr_Ch_nfd_25_34,C21_Chr_Ch_nfd_35_44,C21_Chr_Ch_nfd_45_54,C21_Chr_Ch_nfd_55_64,C21_Chr_Ch_nfd_65_74,C21_Chr_Ch_nfd_75_84,C21_Chr_Ch_nfd_85ov,C21_Chr_Ch_nfd_Tot,C21_Chr_Oth_Ch_0_14,C21_Chr_Oth_Ch_15_24,C21_Chr_Oth_Ch_25_34,C21_Chr_Oth_Ch_35_44,C21_Chr_Oth_Ch_45_54,C21_Chr_Oth_Ch_55_64,C21_Chr_Oth_Ch_65_74,C21_Chr_Oth_Ch_75_84,C21_Chr_Oth_Ch_85ov,C21_Chr_Oth_Ch_Tot,C21_Christ_Tot_0_14,C21_Christ_Tot_15_24,C21_Christ_Tot_25_34,C21_Christ_Tot_35_44,C21_Christ_Tot_45_54,C21_Christ_Tot_55_64,C21_Christ_Tot_65_74,C21_Christ_Tot_75_84,C21_Christ_Tot_85ov,C21_Christ_Tot_Tot,C21_Hinduism_0_14,C21_Hinduism_15_24,C21_Hinduism_25_34,C21_Hinduism_35_44,C21_Hinduism_45_54,C21_Hinduism_55_64,C21_Hinduism_65_74,C21_Hinduism_75_84,C21_Hinduism_85ov,C21_Hinduism_Tot,C21_Islam_0_14,C21_Islam_15_24,C21_Islam_25_34,C21_Islam_35_44,C21_Islam_45_54,C21_Islam_55_64,C21_Islam_65_74,C21_Islam_75_84,C21_Islam_85ov,C21_Islam_Tot,C21_Judaism_0_14,C21_Judaism_15_24,C21_Judaism_25_34,C21_Judaism_35_44,C21_Judaism_45_54,C21_Judaism_55_64,C21_Judaism_65_74,C21_Judaism_75_84,C21_Judaism_85ov,C21_Judaism_Tot,C21_OR_AusAborTrad_0_14,C21_OR_AusAborTrad15_24,C21_OR_AusAborTrad25_34,C21_OR_AusAborTrad35_44,C21_OR_AusAborTrad45_54,C21_OR_AusAborTrad55_64,C21_OR_AusAborTrad65_74,C21_OR_AusAborTrad75_84,C21_OR_AusAborTrad85ov,C21_OR_AusAborTrade_Tot,C21_OR_Sikhism_0_14,C21_OR_Sikhism_15_24,C21_OR_Sikhism_25_34,C21_OR_Sikhism_35_44,C21_OR_Sikhism_45_54,C21_OR_Sikhism_55_64,C21_OR_Sikhism_65_74,C21_OR_Sikhism_75_84,C21_OR_Sikhism_85ov,C21_OR_Sikhism_Tot,C21_OR_Ot_Re_Gr_0_14,C21_OR_Ot_Re_Gr_15_24,C21_OR_Ot_Re_Gr_25_34,C21_OR_Ot_Re_Gr_35_44,C21_OR_Ot_Re_Gr_45_54,C21_OR_Ot_Re_Gr_55_64,C21_OR_Ot_Re_Gr_65_74,C21_OR_Ot_Re_Gr_75_84,C21_OR_Ot_Re_Gr_85ov,C21_OR_Ot_Re_Gr_Tot,C21_Oth_Rel_Tot_0_14,C21_Oth_Rel_Tot_15_24,C21_Oth_Rel_Tot_25_34,C21_Oth_Rel_Tot_35_44,C21_Oth_Rel_Tot_45_54,C21_Oth_Rel_Tot_55_64,C21_Oth_Rel_Tot_65_74,C21_Oth_Rel_Tot_75_84,C21_Oth_Rel_Tot_85ov,C21_Oth_Rel_Tot_Tot,C21_SBOSB_No_RA_0_14,C21_SBOSB_No_RA_15_24,C21_SBOSB_No_RA_25_34,C21_SBOSB_No_RA_35_44,C21_SBOSB_No_RA_45_54,C21_SBOSB_No_RA_55_64,C21_SBOSB_No_RA_65_74,C21_SBOSB_No_RA_75_84,C21_SBOSB_No_RA_85ov,C21_SBOSB_No_RA_Tot,C21_Rel_aff_ns_0_14,C21_Rel_aff_ns_15_24,C21_Rel_aff_ns_25_34,C21_Rel_aff_ns_35_44,C21_Rel_aff_ns_45_54,C21_Rel_aff_ns_55_64,C21_Rel_aff_ns_65_74,C21_Rel_aff_ns_75_84,C21_Rel_aff_ns_85ov,C21_Rel_aff_ns_Tot,C21_Tot_0_14,C21_Tot_15_24,C21_Tot_25_34,C21_Tot_35_44,C21_Tot_45_54,C21_Tot_55_64,C21_Tot_65_74,C21_Tot_75_84,C21_Tot_85ov,C21_Tot_Tot
LGA46300,41,34,36,23,26,52,47,11,12,290,3,0,0,0,0,5,0,0,0,9,724,407,456,487,727,945,950,625,285,5602,7,12,19,13,5,4,0,0,0,58,0,9,0,4,6,0,5,0,3,23,0,0,0,0,0,3,0,0,0,4,3,0,0,3,0,0,0,0,0,5,11,7,9,12,0,0,0,0,0,37,3,0,6,9,5,7,3,0,0,32,18,8,14,18,8,7,3,0,0,72,1628,1073,1146,953,864,792,569,255,95,7376,215,138,159,144,154,143,123,74,46,1193,2599,1642,1806,1626,1783,1907,1656,959,432,14404
LGA46450,77,31,40,33,56,45,20,14,0,313,0,0,0,0,0,0,0,0,0,8,932,652,522,599,929,1246,1258,924,398,7454,3,3,13,9,5,0,0,0,0,43,30,10,16,29,9,9,3,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,20,4,4,14,15,16,8,3,0,0,59,10,6,24,11,18,9,3,0,0,81,1808,1189,1163,947,1051,966,691,340,91,8258,258,141,172,138,184,142,125,103,37,1288,3047,2012,1904,1743,2198,2380,2093,1371,521,17282
LGA46510,67,43,67,49,37,52,30,10,8,369,3,3,3,10,3,7,4,0,4,32,1534,1100,879,1104,1356,1557,1115,602,375,9631,224,122,385,247,55,24,14,8,0,1085,149,74,127,136,46,26,12,0,0,565,0,0,0,6,0,3,0,4,0,17,3,0,0,3,0,0,0,0,0,8,56,53,164,64,7,0,0,5,0,349,5,5,13,17,10,14,7,3,0,70,61,62,178,87,16,13,9,7,0,432,1638,1208,1693,1401,1079,962,657,189,48,8885,145,129,179,136,128,123,98,63,42,1043,3857,2757,3572,3265,2763,2748,1953,883,474,22272
LGA46670,27,14,16,19,20,22,21,9,0,152,0,0,0,0,0,0,0,0,0,3,446,310,293,341,511,663,735,455,198,3959,11,14,33,5,3,0,0,0,0,69,25,26,45,23,32,21,11,0,0,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,77,41,53,61,39,31,21,3,4,334,0,4,0,3,3,3,0,0,0,14,77,42,61,66,43,34,24,6,4,348,900,579,664,521,535,514,387,167,42,4325,114,105,103,84,98,99,115,53,24,801,1593,1085,1226,1063,1232,1343,1287,682,275,9783
LGA46860,3,8,4,3,0,3,3,0,0,30,0,0,0,0,0,0,0,0,0,0,36,24,27,38,72,130,171,99,29,618,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,167,89,98,96,103,126,85,29,0,791,9,7,15,5,17,25,13,14,0,108,215,125,142,145,192,291,270,141,30,1542
LGA46970,21,3,17,14,10,9,0,0,0,76,0,0,0,0,0,0,0,0,0,5,283,90,188,234,196,175,26,8,3,1197,0,4,14,11,0,0,0,0,0,30,11,0,17,10,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,0,0,0,0,0,14,0,4,9,3,0,0,0,0,0,16,590,253,516,375,220,121,19,6,0,2100,126,81,115,92,86,50,9,3,0,554,1024,437,856,746,510,346,53,14,3,3976
LGA47140,1014,693,603,649,563,462,303,142,51,4469,113,52,50,47,53,38,26,31,6,412,8218,5590,5362,6169,6840,7915,7475,4738,1791,54103,1579,713,1440,1544,522,219,128,48,24,6218,3607,1925,2097,1734,981,426,186,48,10,11007,9,3,0,15,4,5,6,0,0,36,4,3,0,7,0,4,0,0,0,12,790,324,944,625,127,56,51,0,4,2913,171,116,181,192,144,88,45,38,4,973,965,440,1129,820,267,143,94,37,10,3911,11184,8341,9084,7755,6967,6001,3681,1642,468,55123,1637,1032,1224,1205,1000,887,709,494,263,8451,28366,18929,21328,20462,17641,16489,12831,7146,2607,145806
LGA47290,20,8,13,9,12,8,0,0,0,67,3,0,0,0,0,0,0,0,0,9,109,64,72,100,103,155,167,105,54,929,0,0,5,0,0,0,0,0,0,3,7,0,3,4,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,12,169,97,126,102,105,93,63,24,9,800,35,21,19,31,28,34,24,8,6,208,332,185,236,234,241,288,254,146,69,1979
LGA47490,4,0,0,5,3,5,8,7,0,33,0,0,0,0,0,0,0,0,0,0,117,31,45,79,113,164,214,91,46,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,12,3,0,4,0,0,0,0,0,0,14,256,95,142,125,128,149,104,27,9,1025,38,15,30,23,24,21,37,16,6,206,418,140,224,231,281,334,354,134,59,2165
LGA47630,51,24,34,33,35,30,19,14,4,256,5,0,3,0,0,0,0,0,0,11,404,217,231,316,390,440,438,299,144,2887,9,4,9,10,9,0,0,0,0,42,36,40,55,45,33,13,0,0,0,220,3,3,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,0,5,4,0,4,0,0,0,0,13,671,414,454,359,396,368,236,81,16,2986,120,72,89,78,109,96,72,46,12,692,1245,756,861,824,944,921,745,431,172,6891
LGA47700,642,336,352,437,391,373,285,160,46,3027,96,65,54,61,58,50,48,33,10,473,5887,4023,3439,4499,5732,6567,7084,4764,1797,43790,575,246,441,655,177,67,35,13,4,2209,522,252,298,331,180,117,56,26,8,1793,4,5,3,7,5,3,6,4,0,31,11,3,0,0,0,0,0,0,0,17,387,163,451,352,56,28,28,10,0,1478,96,74,104,99,114,70,37,21,8,621,496,239,558,449,175,101,69,29,3,2109,9073,6412,6644,6673,6124,5009,3534,1627,493,45593,731,454,534,595,583,567,506,354,173,4492,17467,11744,12098,13462,13156,12550,11374,6842,2482,101174
LGA47800,28,15,3,18,18,15,12,9,3,125,6,0,0,7,0,4,0,0,0,15,254,128,139,195,245,430,409,308,102,2219,0,0,13,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,7,0,10,8,0,0,0,0,0,0,11,0,4,3,9,3,4,0,0,0,20,8,13,12,9,7,3,0,0,0,44,511,298,343,285,299,385,249,126,20,2520,98,69,74,68,87,95,80,56,19,643,881,507,596,554,640,915,744,486,142,5463
LGA47910,32,3,6,17,6,9,19,6,0,110,0,0,0,0,0,0,0,0,0,0,172,50,67,107,131,229,265,174,76,1279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,272,119,156,144,162,178,157,86,26,1304,36,15,21,22,28,34,40,20,11,226,475,185,236,277,324,449,461,289,117,2817
LGA47980,101,69,83,112,96,76,78,45,11,680,9,0,3,4,3,5,4,4,0,39,2052,1564,1095,1562,2315,2368,2308,1674,1135,16076,152,138,277,205,53,22,20,9,4,882,112,48,100,105,41,12,15,0,4,436,10,7,5,3,9,4,16,7,0,78,0,0,0,0,0,0,0,0,0,0,31,11,53,31,7,5,0,0,0,145,11,23,24,32,22,24,12,6,4,168,45,38,79,57,33,29,17,11,4,312,3319,2468,2917,2741,2320,2000,1743,696,288,18487,223,160,194,202,198,194,218,169,131,1687,5993,4480,4792,5040,5084,4688,4401,2599,1572,38641
LGA48050,97,52,40,70,58,108,124,67,13,637,13,3,3,11,0,3,10,9,3,66,576,284,222,409,550,1036,1875,1507,591,7051,3,0,13,4,0,4,0,0,0,30,6,0,4,5,6,3,5,0,0,26,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,8,0,6,4,4,0,0,0,0,19,0,3,9,7,7,7,8,5,0,42,8,3,17,5,14,7,8,5,0,66,1275,761,684,776,880,1115,1399,695,230,7818,117,83,61,79,102,158,225,148,79,1049,1991,1136,998,1290,1572,2337,3537,2363,909,16139
LGA48130,82,44,27,33,56,44,26,15,0,319,0,0,0,0,0,0,0,0,0,4,410,250,208,286,381,539,542,316,136,3075,0,4,3,3,0,0,0,0,0,18,5,0,9,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,3,0,3,4,0,0,19,8,0,0,4,3,3,4,0,0,20,785,411,403,369,419,379,253,106,37,3160,69,46,40,53,55,86,67,30,18,468,1281,720,666,714,869,1014,874,453,184,6780
LGA48260,10,19,25,31,20,16,21,13,5,159,4,0,0,0,0,0,0,0,0,7,427,389,231,309,523,539,561,410,249,3642,59,28,46,74,30,9,14,16,3,284,52,10,30,46,14,8,5,6,0,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,11,17,20,7,0,0,0,0,74,0,9,3,3,0,6,6,0,0,30,19,15,22,25,9,3,11,0,0,107,546,454,466,392,382,360,306,176,61,3147,48,46,54,59,49,44,51,32,25,411,1193,978,886,946,1056,993,980,647,339,8023
LGA48340,25,18,12,15,32,26,34,6,0,167,0,0,0,0,3,0,0,5,0,10,457,297,201,350,597,812,963,536,204,4422,0,0,13,6,0,0,3,0,0,27,5,8,3,4,0,0,5,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,4,0,0,3,0,0,0,17,0,6,5,3,10,6,9,0,0,35,9,4,10,10,8,10,9,0,0,52,1309,780,710,760,837,870,631,234,72,6204,136,107,79,110,174,181,158,98,34,1084,1924,1209,1032,1242,1625,1901,1778,874,305,11888
LGA48410,223,145,236,218,166,166,102,42,38,1332,13,11,3,10,12,6,8,4,4,74,3329,2842,2662,2898,3613,3842,3124,2721,1804,26834,573,526,1279,736,148,43,22,9,3,3326,439,226,390,298,184,73,49,12,10,1682,11,4,4,10,13,4,9,4,11,63,0,0,0,0,0,0,0,0,0,0,351,198,649,299,29,36,10,0,0,1575,34,39,58,61,45,37,25,10,4,313,383,237,714,357,70,69,35,10,4,1887,3731,3434,5221,3672,2807,2281,1582,641,344,23718,376,306,575,426,352,332,222,206,121,2920,8956,7731,11172,8656,7332,6793,5118,3626,2317,61699
LGA48540,110,53,57,52,65,55,40,12,4,446,0,0,0,0,0,0,0,0,0,4,892,605,600,667,1060,1338,1235,894,279,7574,40,11,35,35,17,10,4,0,0,149,36,7,10,29,8,0,9,0,0,105,0,0,3,3,3,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,10,8,32,11,0,0,0,0,0,66,7,11,15,12,10,11,5,0,0,70,11,22,47,29,13,7,5,0,0,132,2467,1599,1766,1370,1571,1371,723,383,85,11344,320,195,238,196,254,234,145,134,95,1809,3795,2441,2714,2359,2943,2981,2132,1433,451,21244
LGA48640,6,7,0,4,3,7,0,5,3,32,0,0,0,0,0,0,0,0,0,0,63,42,38,47,78,102,89,45,35,535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,38,66,70,44,42,23,13,4,464,34,17,9,14,21,22,10,0,5,135,240,99,116,128,146,170,124,61,48,1136
LGA48750,12,10,4,5,12,23,44,13,10,141,0,0,0,0,0,0,4,0,0,4,115,91,70,87,206,456,593,338,116,2072,0,0,0,0,6,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,5,4,4,8,8,5,0,29,5,0,4,4,4,8,8,5,0,32,614,302,277,347,413,519,525,174,43,3205,51,32,19,40,62,87,93,49,11,454,798,427,375,490,693,1080,1227,575,174,5834
LGA48830,51,17,32,16,20,55,57,21,5,273,0,0,0,0,3,0,0,0,0,3,527,228,242,337,534,1047,1372,846,318,5437,0,0,5,0,0,4,0,0,0,15,4,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,0,0,24,0,0,9,3,9,6,5,0,0,32,848,449,493,498,548,869,820,314,65,4902,176,87,90,102,119,170,216,145,44,1152,1558,771,838,947,1221,2112,2412,1306,427,11598
LGA49399,14,7,3,5,8,5,4,5,0,58,0,0,0,0,0,4,0,0,0,0,154,105,91,114,180,232,146,50,17,1081,5,0,0,7,0,0,0,0,0,13,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,11,9,5,7,10,0,6,0,0,45,0,0,3,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,10,11,9,8,7,13,3,10,0,0,58,204,184,217,157,211,190,103,24,5,1304,49,70,109,60,86,89,50,9,5,534,429,368,433,345,499,518,306,88,25,3006
LGA49499,6,6,11,16,14,15,7,3,0,74,0,0,0,0,0,6,0,0,0,8,64,62,99,111,127,156,140,31,10,796,0,6,10,0,0,0,0,0,0,18,15,4,11,8,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,4,3,10,4,6,4,0,0,0,31,3,0,10,4,3,4,0,0,0,34,236,239,313,221,196,202,137,15,0,1560,88,76,175,185,152,139,70,13,0,893,409,394,627,534,478,513,359,64,11,3377
LGA49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,5,0,0,0,3,5,0,0,0,0,12
LGA50080,415,213,196,227,229,236,175,103,38,1844,5,0,0,5,6,0,5,0,4,26,1961,1185,1041,1277,1920,2421,2628,1900,836,15174,24,9,22,27,19,10,3,0,0,121,21,12,7,25,17,6,4,3,0,95,4,7,5,0,0,4,4,0,0,19,0,0,0,0,0,0,0,0,0,6,9,0,19,4,0,0,0,0,0,28,9,22,18,33,34,36,17,14,0,187,20,25,33,37,34,39,17,14,0,218,4284,2557,2524,2387,2506,2489,1911,738,227,19624,443,315,477,430,422,414,383,223,93,3207,6798,4134,4150,4231,4976,5440,4990,2890,1164,38763
LGA50210,1274,617,631,813,573,401,250,98,28,4687,27,24,22,24,25,25,20,0,4,169,7477,3809,3788,5489,4941,4737,4255,2174,639,37306,1468,274,667,1416,277,139,77,14,0,4334,904,325,457,563,234,140,64,25,4,2713,0,0,3,5,6,9,5,4,0,37,0,0,0,0,3,0,0,0,0,10,724,100,582,560,63,64,45,5,0,2141,59,42,80,91,63,62,33,12,0,443,783,145,657,659,127,128,74,12,3,2587,9644,5253,7224,5762,4328,3352,2069,775,209,38611,1407,755,1038,1062,800,650,355,248,147,6461,22087,10747,14140,15526,11039,9336,7019,3289,1006,94184
LGA50250,35,19,31,28,25,8,9,0,0,156,5,0,0,0,0,0,0,0,0,6,440,146,327,419,336,302,90,26,0,2088,7,0,7,13,9,0,0,0,0,31,8,3,18,17,10,0,0,0,0,56,0,0,0,0,0,0,0,0,0,3,19,11,15,6,14,6,9,4,0,89,0,0,0,0,0,0,0,0,0,3,0,0,3,9,4,0,0,0,0,15,19,17,20,14,13,8,9,4,0,106,976,306,773,662,405,241,58,15,4,3447,262,154,346,327,233,181,37,7,0,1557,1727,637,1511,1494,1021,744,200,54,10,7391
LGA50280,66,17,37,48,44,60,47,15,0,333,0,0,0,4,0,0,0,0,0,10,472,255,270,457,673,862,840,459,189,4469,11,0,3,8,10,3,3,0,0,37,9,0,7,11,11,0,0,0,0,38,0,0,0,5,0,6,0,0,0,9,0,3,0,0,0,0,0,0,0,4,5,0,9,3,0,0,0,0,0,14,3,0,3,17,9,6,4,0,0,51,7,3,10,24,9,8,3,0,0,70,2513,871,1205,1825,1459,1109,853,229,64,10127,376,132,214,298,321,196,192,52,36,1818,3423,1275,1734,2673,2511,2214,1925,746,286,16791
LGA50350,99,59,70,83,63,62,46,18,3,503,3,5,0,4,5,5,4,0,0,26,954,584,579,769,888,971,925,566,256,6483,59,12,31,70,18,0,5,0,0,199,52,21,34,25,13,12,6,7,4,170,0,0,3,0,0,5,0,0,0,14,0,0,0,0,0,0,0,0,0,0,3,0,8,7,0,0,6,0,0,27,4,3,23,13,15,13,5,0,0,82,17,3,35,18,13,12,7,0,0,111,1499,867,1322,1273,1007,799,491,194,68,7513,190,99,199,164,169,130,102,65,29,1147,2799,1601,2231,2389,2165,1971,1574,839,360,15932
LGA50420,321,181,322,304,262,180,212,80,25,1884,5,6,16,8,10,13,12,11,0,74,4310,2771,3190,3691,3908,3996,3988,2672,1132,29660,387,151,485,468,91,71,46,13,3,1718,595,320,447,359,215,145,79,30,8,2196,69,54,48,51,55,80,108,43,8,513,0,0,0,0,0,3,0,0,0,3,92,47,174,79,17,15,22,0,0,448,19,43,55,79,52,44,30,11,6,335,110,87,235,153,65,58,52,16,6,789,4797,3279,5987,4815,3460,2584,1696,692,240,27562,543,423,777,687,503,426,339,249,192,4141,11024,7332,11640,10678,8739,7799,6607,3832,1634,69283
LGA50490,267,160,272,261,137,134,102,38,8,1376,3,3,4,3,3,10,4,0,3,42,2261,1543,2080,2061,2107,2186,1956,1225,590,16005,244,153,454,266,83,37,13,6,3,1277,1101,462,635,607,342,136,53,21,0,3358,0,5,3,3,0,3,9,3,0,24,0,0,0,0,0,0,0,0,0,0,73,46,165,56,9,6,3,0,0,367,14,20,33,31,20,29,13,7,0,178,94,68,202,84,33,35,22,3,0,542,2357,2139,3937,2590,1786,1556,848,341,131,15689,518,390,781,607,442,363,242,200,169,3704,6725,4879,8528,6610,5019,4498,3282,1827,902,42257
LGA50560,4,0,5,10,7,7,13,6,0,47,0,0,0,0,0,0,0,6,0,0,46,31,27,55,91,151,201,117,42,749,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,4,0,0,0,9,137,60,71,85,90,102,104,30,6,689,19,26,19,26,39,33,44,24,4,238,204,117,124,161,220,292,349,165,58,1694
LGA50630,21,0,5,7,9,0,5,6,0,50,0,0,0,0,0,0,0,0,0,0,100,23,37,58,91,121,123,49,14,619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,5,0,0,0,7,229,89,129,129,115,110,58,18,3,866,38,16,22,20,35,32,22,17,0,192,375,126,183,208,242,266,197,86,20,1705
LGA50770,11,5,4,5,8,7,17,4,0,68,0,0,0,0,0,0,0,0,0,0,112,34,33,76,106,148,146,96,24,772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,0,13,0,0,0,7,0,5,0,0,0,13,199,99,80,112,105,104,67,34,5,804,48,12,13,34,35,43,26,26,3,239,361,145,129,220,243,295,245,158,35,1834
LGA50840,36,10,14,20,21,28,29,12,5,183,0,0,0,0,0,0,0,0,0,5,236,101,100,150,250,363,456,248,71,1984,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,20,0,0,0,4,3,3,0,3,0,24,527,276,233,307,358,419,360,129,20,2636,88,36,43,65,74,82,84,34,4,521,867,413,381,537,699,896,922,426,104,5238
LGA50910,0,0,0,0,4,3,4,0,0,15,0,0,0,0,0,0,0,0,0,0,43,16,24,34,69,65,85,63,23,428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,82,41,31,43,54,46,41,21,16,374,32,15,9,18,12,17,10,4,4,119,161,68,67,102,137,134,133,90,41,929
LGA50980,87,45,63,56,44,40,20,4,3,364,0,0,0,0,0,0,0,0,0,3,1356,671,810,897,879,814,478,170,42,6118,15,0,18,16,3,0,0,0,0,58,17,3,19,20,10,4,0,3,0,82,0,4,0,0,0,0,0,0,0,11,10,3,10,7,3,5,0,0,0,38,5,0,8,5,0,0,0,0,0,11,8,4,9,11,3,4,5,0,0,36,18,4,28,18,4,9,3,0,0,87,1950,848,1473,1309,986,680,322,69,13,7644,611,324,513,404,424,289,137,48,19,2766,3994,1869,2890,2707,2353,1828,953,289,75,16959
LGA51080,0,4,5,0,0,8,0,0,0,28,6,0,0,0,0,0,0,0,0,7,84,43,35,67,69,102,69,35,7,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,95,36,61,45,42,55,27,11,5,380,45,14,10,12,22,19,10,7,0,144,228,95,114,125,129,179,104,52,13,1046
LGA51120,10,0,6,6,5,6,0,0,0,30,0,0,0,0,0,0,0,0,0,0,64,21,27,40,52,70,97,41,11,429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,93,44,48,53,50,37,24,10,3,370,24,15,11,9,21,29,30,21,10,176,181,87,88,111,123,143,155,72,26,979
LGA51190,202,86,131,134,128,100,96,40,18,934,8,3,8,0,9,0,8,3,0,36,1672,977,964,1361,1829,2309,2417,1511,679,13716,46,11,59,58,19,3,4,0,0,205,73,12,59,48,26,16,7,0,0,235,3,0,0,5,0,0,0,4,0,15,0,0,0,0,0,3,0,0,0,3,17,3,38,21,4,0,0,0,0,85,9,17,27,26,21,17,8,7,4,133,37,15,65,46,23,19,8,7,4,224,3178,2199,2445,1969,1876,1689,1128,491,167,15152,417,303,573,507,446,355,280,132,119,3125,5449,3544,4214,4053,4290,4440,3875,2158,968,32987
