LGA_CODE_2021,C16_2500_2999_R650more,C16_2500_2999_R_NS,C16_2500_2999_R_Tot,C16_3000_3999_R1_74,C16_3000_3999_R75_99,C16_3000_3999_R100_149,C16_3000_3999_R150_199,C16_3000_3999_R200_224,C16_3000_3999_R225_274,C16_3000_3999_R275_349,C16_3000_3999_R350_449,C16_3000_3999_R450_549,C16_3000_3999_R550_649,C16_3000_3999_R650more,C16_3000_3999_R_NS,C16_3000_3999_R_Tot,C16_4000more_R1_74,C16_4000more_R75_99,C16_4000more_R100_149,C16_4000more_R150_199,C16_4000more_R200_224,C16_4000more_R225_274,C16_4000more_R275_349,C16_4000more_R350_449,C16_4000more_R450_549,C16_4000more_R550_649,C16_4000more_R650more,C16_4000more_R_NS,C16_4000more_R_Tot,C16_PI_S_R1_74,C16_PI_S_R75_99,C16_PI_S_R100_149,C16_PI_S_R150_199,C16_PI_S_R200_224,C16_PI_S_R225_274,C16_PI_S_R275_349,C16_PI_S_R350_449,C16_PI_S_R450_549,C16_PI_S_R550_649,C16_PI_S_R650more,C16_PI_S_R_NS,C16_PI_S_R_Tot,C16_AI_NS_R1_74,C16_AI_NS_R75_99,C16_AI_NS_R100_149,C16_AI_NS_R150_199,C16_AI_NS_R200_224,C16_AI_NS_R225_274,C16_AI_NS_R275_349,C16_AI_NS_R350_449,C16_AI_NS_R450_549,C16_AI_NS_R550_649,C16_AI_NS_R650more,C16_AI_NS_R_NS,C16_AI_NS_R_Tot,C16_Tot_R1_74,C16_Tot_R75_99,C16_Tot_R100_149,C16_Tot_R150_199,C16_Tot_R200_224,C16_Tot_R225_274,C16_Tot_R275_349,C16_Tot_R350_449,C16_Tot_R450_549,C16_Tot_R550_649,C16_Tot_R650more,C16_Tot_R_NS,C16_Tot_R_Tot,C21_Neg_Ni_inc_R1_74,C21_Neg_Ni_inc_R75_99,C21_Neg_Ni_inc_R100_149,C21_Neg_Ni_inc_R150_199,C21_Neg_Ni_inc_R200_224,C21_Neg_Ni_inc_R225_274,C21_Neg_Ni_inc_R275_349,C21_Neg_Ni_inc_R350_449,C21_Neg_Ni_inc_R450_549,C21_Neg_Ni_inc_R550_649,C21_Neg_Ni_inc_R650more,C21_Neg_Ni_inc_R_NS,C21_Neg_Ni_inc_R_Tot,C21_1_149_R1_74,C21_1_149_R75_99,C21_1_149_R100_149,C21_1_149_R150_149,C21_1_149_R200_224,C21_1_149_R225_274,C21_1_149_R275_349,C21_1_149_R350_449,C21_1_149_R450_549,C21_1_149_R550_649,C21_1_149_R650more,C21_1_149_R_NS,C21_1_149_R_Tot,C21_150_299_R1_74,C21_150_299_R75_99,C21_150_299_R100_149,C21_150_299_R150_199,C21_150_299_R150_224,C21_150_299_R225_274,C21_150_299_R275_349,C21_150_299_R350_449,C21_150_299_R450_549,C21_150_299_R550_649,C21_150_299_R650more,C21_150_299_R_NS,C21_150_299_R_Tot,C21_300_399_R1_74,C21_300_399_R75_99,C21_300_399_R100_149,C21_300_399_R150_199,C21_300_399_R200_224,C21_300_399_R225_274,C21_300_399_R275_349,C21_300_399_R350_449,C21_300_399_R450_549,C21_300_399_R550_649,C21_300_399_R650more,C21_300_399_R_NS,C21_300_399_R_Tot,C21_400_499_R1_74,C21_400_499_R75_99,C21_400_499_R100_149,C21_400_499_R150_199,C21_400_499_R200_224,C21_400_499_R225_274,C21_400_499_R275_349,C21_400_499_R350_449,C21_400_499_R450_549,C21_400_499_R550_649,C21_400_499_R650more,C21_400_499_R_NS,C21_400_499_R_Tot,C21_500_649_R1_74,C21_500_649_R75_99,C21_500_649_R100_149,C21_500_649_R150_199,C21_500_649_R200_224,C21_500_649_R225_274,C21_500_649_R275_349,C21_500_649_R350_449,C21_500_649_R450_549,C21_500_649_R550_649,C21_500_649_R650more,C21_500_649_R_NS,C21_500_649_R_Tot,C21_650_799_R1_74,C21_650_799_R75_99,C21_650_799_R100_149,C21_650_799_R150_199,C21_650_799_R200_224,C21_650_799_R225_274,C21_650_799_R275_349,C21_650_799_R350_449,C21_650_799_R450_549,C21_650_799_R550_649,C21_650_799_R650more,C21_650_799_R_NS,C21_650_799_R_Tot,C21_800_999_R1_74,C21_800_999_R75_99,C21_800_999_R100_149,C21_800_999_R150_199,C21_800_999_R200_224,C21_800_999_R225_274,C21_800_999_R275_349,C21_800_999_R350_449,C21_800_999_R450_549,C21_800_999_R550_649,C21_800_999_R650more,C21_800_999_R_NS,C21_800_999_R_Tot,C21_1000_1249_R1_74,C21_1000_1249_R75_99,C21_1000_1249_R100_149,C21_1000_1249_R150_199,C21_1000_1249_R200_224,C21_1000_1249_R225_274,C21_1000_1249_R275_349,C21_1000_1249_R350_449,C21_1000_1249_R450_549,C21_1000_1249_R550_649,C21_1000_1249_R650more,C21_1000_1249_R_NS,C21_1000_1249_R_Tot,C21_1250_1499_R1_74,C21_1250_1499_R75_99,C21_1250_1499_R100_149,C21_1250_1499_R150_199,C21_1250_1499_R200_224,C21_1250_1499_R225_274,C21_1250_1499_R275_349,C21_1250_1499_R350_449,C21_1250_1499_R450_549,C21_1250_1499_R550_649,C21_1250_1499_R650more,C21_1250_1499_R_NS,C21_1250_1499_R_Tot,C21_1500_1999_R1_74,C21_1500_1999_R75_99
LGA11500,14,16,761,0,0,8,6,9,15,47,242,165,51,9,12,575,0,0,3,9,4,5,22,74,84,36,14,6,255,6,11,46,82,48,61,168,417,161,47,15,57,1123,10,10,82,41,14,20,37,56,15,0,4,105,392,209,185,1506,1158,688,880,2698,6105,1810,398,116,539,16296,5,6,51,26,12,14,42,89,45,4,4,62,374,0,12,15,12,9,9,5,24,6,0,0,14,99,23,57,94,48,19,23,32,39,6,4,0,30,363,30,61,279,90,41,37,75,95,24,3,4,38,781,20,27,519,152,52,76,120,151,35,9,8,57,1218,15,12,127,137,66,93,216,316,81,24,4,24,1125,5,11,70,219,80,129,228,450,114,23,13,17,1355,5,6,76,96,98,135,295,623,138,26,12,54,1569,4,3,34,69,79,121,355,768,218,66,11,52,1777,10,4,28,47,38,79,287,927,250,79,17,36,1807,5,3
LGA11520,319,7,916,6,0,5,0,5,14,17,52,320,421,706,21,1570,0,0,0,3,3,8,12,25,138,282,798,15,1282,4,0,9,12,14,16,21,55,154,204,346,46,886,0,4,26,14,6,3,5,11,37,19,30,25,176,60,49,416,228,133,188,329,829,2676,2682,3825,362,11777,4,0,27,4,0,9,10,29,79,47,54,39,298,0,0,5,0,0,0,0,7,13,7,10,5,51,0,9,24,7,0,0,0,5,15,7,21,6,105,3,14,87,40,12,6,19,33,27,17,19,14,273,10,7,109,47,15,18,12,36,44,23,18,13,345,5,0,24,27,12,10,20,58,68,49,39,16,338,4,4,15,18,16,15,25,58,100,54,65,27,394,0,3,17,14,10,9,27,109,123,84,76,19,509,5,0,13,13,10,7,27,142,196,119,118,21,681,3,4,24,9,7,11,37,158,231,153,141,20,793,5,0
LGA11570,164,32,1619,3,0,18,22,12,8,74,307,416,314,293,35,1495,0,4,10,9,4,12,23,91,165,166,244,20,741,13,13,77,134,83,92,269,751,630,320,194,177,2767,23,10,162,65,24,30,54,110,61,29,20,193,785,489,461,3263,2173,1298,1440,4414,11287,7036,3244,1865,1495,38453,31,54,167,103,56,83,173,320,207,100,72,186,1544,10,22,34,32,17,8,24,49,28,16,11,19,270,54,159,245,95,52,46,63,121,73,28,19,64,1021,49,159,788,270,99,100,167,254,130,41,11,113,2191,35,65,1081,361,162,173,270,375,223,87,44,120,2996,21,39,203,296,132,163,363,602,337,129,75,83,2438,11,27,166,335,162,274,443,871,519,197,126,118,3242,16,13,118,170,172,273,518,1032,607,224,124,97,3372,10,3,53,119,115,225,690,1331,774,358,206,118,4004,0,8,45,78,66,176,534,1339,977,403,255,102,3990,11,6
LGA11600,0,0,9,0,0,0,5,0,0,0,0,0,0,0,3,18,3,0,0,0,0,0,0,0,0,0,0,0,4,6,0,4,9,5,0,0,0,0,0,0,6,17,0,0,0,0,0,0,5,0,0,0,0,6,13,30,9,51,54,34,29,11,0,0,0,3,40,259,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,5,0,0,0,0,0,0,0,15,0,0,0,5,8,5,0,0,0,0,0,3,18,0,0,3,5,0,6,0,4,0,0,0,0,18,0,0,0,4,3,0,4,0,0,0,0,5,13,5,0,5,0,7,4,4,0,0,0,0,0,19,4,0,4,4,3,7,3,0,0,0,0,3,24,5,0
LGA11650,44,20,1274,3,5,10,15,14,32,99,366,350,154,107,28,1171,0,0,8,4,7,16,33,111,139,89,121,18,543,12,7,48,77,50,122,375,775,388,110,73,79,2121,23,9,149,89,61,69,147,97,28,17,8,164,852,242,233,1797,1858,1414,2441,6736,10439,4066,1105,653,916,31899,4,12,58,38,13,47,74,139,76,25,20,88,594,8,5,27,17,5,16,19,38,19,7,7,15,179,29,58,118,58,36,45,57,68,14,9,6,26,526,28,63,326,160,86,125,212,215,58,10,7,64,1353,34,31,560,285,158,243,317,381,108,28,20,94,2261,5,15,133,298,211,329,681,746,216,54,21,74,2782,12,17,94,181,116,215,485,985,325,77,36,69,2615,11,7,89,113,102,206,572,1188,412,110,47,80,2938,8,3,43,83,86,167,639,1458,587,128,69,74,3360,9,4,19,54,65,115,456,1430,698,193,88,71,3198,10,10
LGA11700,0,0,10,6,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,4,3,4,3,0,3,4,0,0,0,0,0,3,21,6,0,4,0,0,0,0,0,0,0,0,0,7,55,22,78,30,10,7,6,0,0,0,0,21,228,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,3,10,0,0,0,5,0,0,0,0,0,0,0,4,8,4,0,4,6,0,0,0,0,0,0,0,0,18,0,0,0,4,0,3,0,0,0,0,0,0,15,0,0,7,8,7,0,0,0,0,0,0,0,20,6,0,8,6,0,0,3,0,0,0,0,4,26,5,0,7,3,6,0,0,0,0,0,0,0,32,9,3,0,3,0,3,0,0,0,0,0,3,17,8,0
LGA11720,0,4,146,0,0,4,3,0,7,24,46,7,4,0,3,108,0,0,0,0,0,8,14,23,4,5,3,0,58,4,0,12,13,12,28,102,64,7,5,0,15,263,8,0,21,15,10,20,37,12,0,0,0,32,152,54,43,346,437,339,935,1796,1030,79,32,28,174,5291,0,0,5,11,6,10,16,30,4,3,4,15,101,0,0,4,7,0,6,3,3,0,0,0,5,28,0,9,15,10,12,14,15,11,0,0,0,8,85,0,0,29,36,18,35,34,31,0,0,0,15,202,3,0,27,79,23,55,88,47,11,0,0,23,360,3,0,20,63,51,113,172,92,13,0,0,6,549,0,3,9,23,26,70,203,152,23,0,0,19,536,4,0,6,19,25,76,215,173,23,5,0,8,555,0,0,4,18,17,58,225,232,27,0,5,15,617,0,0,0,8,16,58,191,276,48,3,3,9,606,0,0
LGA11730,0,4,78,4,0,8,5,0,11,26,34,11,4,9,6,117,0,0,0,0,0,3,4,16,7,0,11,5,57,4,0,15,26,17,62,113,57,10,5,0,6,318,3,9,32,20,13,23,18,12,0,0,0,25,155,58,72,385,580,501,979,1358,611,128,41,67,174,4961,0,0,11,8,3,6,8,16,6,0,4,8,81,0,0,0,0,4,0,4,9,3,0,0,0,33,0,3,17,18,13,15,15,13,0,0,0,16,111,0,6,25,35,31,38,54,34,4,0,0,12,239,7,3,63,74,42,67,83,54,10,0,5,17,416,0,10,38,100,74,119,114,66,12,3,6,20,554,4,4,17,53,46,77,148,100,15,0,0,18,477,4,6,22,30,31,68,142,121,21,9,7,14,475,0,0,10,25,29,75,170,184,45,4,10,24,582,0,0,5,14,16,58,123,150,35,11,10,10,429,0,0
LGA11750,0,4,36,3,4,7,26,0,4,3,0,0,0,0,0,58,0,6,3,14,3,4,0,5,0,0,0,4,29,0,0,0,12,3,4,3,0,0,0,0,0,34,0,0,0,0,0,3,0,0,0,0,0,3,14,47,30,86,166,63,68,62,17,0,0,9,34,585,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,3,0,0,0,0,0,0,0,16,8,3,4,0,3,0,0,0,0,0,0,0,25,3,0,3,0,4,0,4,0,0,0,0,0,17,0,0,5,9,0,5,0,0,0,0,0,5,21,4,0,4,0,6,4,3,0,0,0,0,4,19,0,0,4,8,8,6,6,3,0,0,0,7,38,3,0,4,5,9,8,0,0,0,0,0,0,25,6,0
LGA11800,3,5,236,3,0,7,5,4,9,16,78,74,23,8,3,238,0,0,0,3,0,3,12,35,40,17,12,0,120,6,0,15,18,7,45,113,186,82,13,5,27,513,0,6,38,31,27,18,34,25,9,0,9,48,235,67,50,632,570,515,1076,1897,2312,692,133,89,289,8310,0,0,3,15,3,14,28,23,21,0,3,17,131,6,3,3,5,6,8,3,10,3,0,0,0,50,3,5,20,34,12,17,18,15,9,4,3,27,167,3,7,28,85,28,46,45,42,14,0,5,23,339,5,8,35,129,47,78,131,81,30,6,0,26,570,0,4,48,117,57,136,225,171,57,7,11,19,855,5,0,24,36,32,95,165,209,75,8,9,20,682,4,0,16,30,25,73,174,244,90,23,5,26,709,5,0,13,33,20,69,176,322,128,25,19,28,840,0,0,14,13,16,31,159,365,190,50,21,19,886,0,0
LGA12000,0,3,12,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,3,4,0,0,0,0,0,4,11,0,0,3,0,0,0,0,0,0,0,0,0,9,18,15,37,48,31,42,27,8,0,0,0,6,236,0,0,0,3,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,4,0,3,0,0,0,0,0,0,0,7,0,0,14,4,0,4,0,0,0,0,0,3,29,0,0,7,4,3,4,4,0,0,0,0,0,27,0,0,3,0,7,5,3,4,0,0,0,0,24,0,0,0,3,4,4,3,0,0,0,0,0,21,3,0,0,6,3,3,8,3,0,0,0,3,26,0,0,0,5,4,0,6,0,0,0,0,3,24,0,0
LGA12150,0,0,9,0,0,0,0,0,5,0,0,0,0,0,0,13,0,0,0,3,0,0,0,0,0,0,0,3,8,0,0,3,11,0,5,0,0,0,0,0,5,24,4,0,0,0,0,3,4,0,0,0,0,5,11,38,9,64,109,52,51,10,5,0,0,0,29,372,0,0,0,5,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,10,0,3,5,7,5,0,0,0,0,0,0,3,25,0,0,0,14,10,6,0,0,0,0,0,3,30,0,5,3,12,0,3,0,0,0,0,0,6,28,0,0,0,12,3,5,0,0,0,0,0,0,30,0,0,3,11,5,11,0,0,0,0,0,0,29,0,0,0,7,7,5,0,0,0,0,0,5,29,0,4,0,14,10,5,3,0,0,0,0,0,27,7,5
LGA12160,0,0,14,0,0,9,4,0,4,0,0,0,0,0,0,16,0,0,0,0,0,0,8,0,0,0,0,0,9,0,0,3,12,8,19,9,0,0,0,0,0,54,3,0,9,4,3,4,0,0,0,0,0,9,33,47,26,180,205,146,193,84,16,0,0,6,47,953,0,0,0,5,6,4,0,0,0,0,0,0,18,0,0,3,0,0,5,3,0,0,0,0,0,9,3,3,5,3,4,0,0,0,0,0,0,3,28,0,4,20,15,8,9,3,0,0,0,0,0,58,0,0,22,26,12,16,0,0,0,0,0,3,85,3,0,18,32,25,16,16,0,0,0,0,0,120,3,3,14,25,11,21,13,5,0,0,0,0,97,0,0,0,21,13,26,10,5,0,0,0,0,82,0,0,12,12,14,18,27,3,0,0,0,14,96,0,0,0,11,4,13,16,4,0,0,0,4,57,0,0
LGA12350,0,0,14,3,0,0,0,5,0,3,0,0,0,0,4,23,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,3,11,10,14,8,5,0,0,0,3,56,0,0,7,8,4,0,0,0,0,0,0,10,34,30,26,202,349,188,234,85,17,4,6,10,51,1203,0,0,0,0,3,5,0,0,0,0,0,0,15,0,0,0,7,7,0,0,0,0,0,0,0,9,0,4,5,9,0,3,0,0,0,0,0,5,28,0,5,24,25,7,13,8,0,0,0,0,4,86,3,5,33,32,10,21,11,0,0,0,0,3,123,0,3,17,45,20,27,11,4,3,0,0,4,139,0,0,9,27,16,41,16,4,0,0,0,3,127,4,0,10,17,25,33,23,4,0,0,0,7,125,5,0,5,26,27,36,21,7,0,0,0,5,130,0,0,3,8,9,31,26,10,0,0,3,4,103,0,4
LGA12380,89,26,1327,5,7,14,14,3,12,46,356,461,169,100,29,1222,4,0,12,10,5,5,34,164,216,139,89,13,679,6,13,80,69,33,55,143,634,488,185,89,117,1919,10,17,87,39,12,12,34,69,60,21,10,128,494,292,301,1709,1259,713,920,2149,8795,5683,1862,876,975,25528,14,22,98,56,36,55,100,231,186,60,34,126,1015,11,9,21,15,5,14,11,27,15,12,4,15,167,37,98,116,66,38,37,39,85,57,18,9,53,650,38,91,383,143,58,53,91,166,76,15,8,80,1207,20,50,566,214,86,97,118,259,150,51,23,56,1691,12,29,123,148,73,103,183,360,219,71,34,32,1386,8,16,110,219,106,138,251,520,300,106,58,75,1902,10,11,86,95,93,142,301,661,401,134,56,63,2050,6,0,43,74,64,126,350,874,533,208,93,82,2461,5,6,25,50,40,86,323,989,600,257,90,68,2548,4,3
LGA12390,0,3,172,7,0,6,7,0,15,31,71,12,5,4,0,163,0,0,0,3,0,4,7,29,10,3,0,4,74,3,5,30,39,26,57,101,64,13,0,0,24,361,4,6,34,30,10,22,16,5,0,0,0,32,151,102,76,527,744,529,899,1262,786,113,18,39,202,5298,0,3,6,8,8,15,10,15,4,0,0,18,94,0,0,5,3,0,3,3,3,0,0,0,0,30,3,6,24,21,12,12,10,3,0,0,0,9,107,8,10,47,41,26,21,24,10,4,0,3,12,190,7,5,92,84,36,44,55,36,0,0,0,24,393,3,4,41,70,50,72,91,50,6,4,0,13,396,0,9,19,52,37,75,100,68,9,0,0,13,382,5,0,25,43,49,107,125,84,11,4,0,19,471,0,0,15,58,38,101,197,120,14,0,0,15,560,3,0,17,32,41,112,174,166,23,4,4,14,584,6,5
LGA12700,0,0,12,0,0,0,0,3,0,8,4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,4,9,12,7,0,0,0,0,38,0,0,0,0,0,0,4,0,0,0,0,4,8,9,9,43,63,51,107,120,58,8,4,4,27,511,0,0,0,3,0,0,0,0,0,0,0,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,3,0,0,0,0,4,14,0,0,0,3,7,13,8,8,0,0,0,0,38,0,0,0,16,0,17,14,7,0,0,0,5,54,0,0,0,6,0,10,11,13,0,0,0,0,45,0,0,0,6,7,8,10,5,3,0,0,0,42,0,0,0,0,0,9,11,10,6,0,0,4,43,0,0,0,0,0,0,12,15,0,0,0,4,38,0,0
LGA12730,0,3,25,0,0,4,3,3,0,8,3,0,0,0,3,28,0,0,0,0,0,0,0,4,0,0,0,4,10,4,0,12,9,5,8,15,6,0,0,0,6,57,0,0,14,11,3,5,0,0,0,0,0,12,46,19,21,179,225,129,133,109,30,6,0,13,61,922,0,0,0,0,0,3,0,0,0,0,0,0,11,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,23,0,3,15,22,5,9,0,0,0,0,0,0,54,0,5,20,18,11,7,8,0,0,0,0,3,71,0,0,13,23,9,24,11,0,0,0,0,0,82,0,0,9,18,7,24,18,5,0,0,0,4,89,3,0,11,23,9,16,15,0,0,0,0,4,86,0,0,5,18,11,24,22,0,0,0,0,3,86,0,0,3,18,5,17,13,0,0,0,0,4,63,0,5
LGA12750,4,0,66,0,0,3,9,6,7,8,15,6,0,3,3,64,0,0,0,0,0,0,6,15,0,0,4,0,35,0,0,8,25,17,28,55,47,9,0,0,11,212,4,7,12,17,15,20,18,5,0,0,0,19,119,38,36,269,475,360,692,909,583,71,9,36,142,3634,0,0,7,8,3,0,4,8,3,0,0,9,61,0,0,6,5,0,0,3,7,0,0,0,0,25,0,4,14,4,8,13,7,9,3,0,0,4,79,6,6,33,22,11,32,25,11,0,0,0,6,146,3,5,54,47,41,60,65,36,0,0,0,17,331,0,0,14,56,48,75,88,65,14,0,7,20,378,6,6,14,31,29,43,92,82,17,0,6,10,334,3,0,13,35,29,57,82,103,24,3,0,17,363,0,4,9,23,26,46,84,102,17,8,6,13,337,0,0,7,15,19,37,83,147,46,7,4,17,378,0,0
LGA12850,37,14,646,3,4,12,9,7,22,53,151,185,73,18,18,546,0,0,8,9,3,9,18,59,75,29,24,9,228,7,15,42,65,52,69,218,436,297,71,24,76,1385,13,4,54,38,20,30,62,73,58,13,3,82,463,209,187,1403,1290,862,1317,3630,5584,3413,680,271,717,19570,17,16,73,83,41,89,167,223,158,56,26,110,1045,0,12,15,14,4,12,24,24,17,8,0,16,138,23,45,97,57,19,29,70,83,57,12,10,28,520,25,75,295,154,66,89,159,157,79,13,0,51,1166,12,21,463,218,101,130,217,277,139,29,15,56,1681,4,11,83,154,78,143,311,324,196,56,15,40,1412,7,11,69,219,109,195,366,652,406,83,23,85,2220,6,5,74,127,111,189,434,638,421,96,35,65,2205,3,8,30,66,67,123,436,810,519,142,43,62,2312,0,8,32,55,48,109,330,714,592,168,55,54,2158,9,6
LGA12870,0,0,24,0,0,0,3,3,0,7,0,0,0,6,0,26,0,0,0,0,0,0,7,0,0,0,3,4,13,0,3,0,10,11,19,10,6,0,0,0,0,55,3,0,8,15,8,4,4,0,0,0,0,9,46,25,32,117,234,145,226,156,24,3,0,8,36,1014,0,0,0,4,3,4,0,0,0,0,0,5,20,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,3,9,4,4,5,0,0,0,0,0,30,0,0,14,13,5,8,3,0,0,0,0,5,45,5,0,17,18,9,16,7,0,0,0,0,8,79,0,3,20,46,13,22,17,9,0,0,0,3,131,0,0,3,13,12,23,27,3,3,0,0,3,98,3,0,8,29,6,14,26,5,0,0,0,0,86,0,3,0,15,16,29,26,5,0,0,0,3,95,0,0,3,11,12,22,24,0,0,0,0,5,81,4,0
LGA12900,0,5,14,0,0,4,0,3,3,5,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,9,12,10,7,4,0,0,0,0,5,38,6,5,9,6,7,3,0,0,0,0,0,7,40,29,30,165,223,160,144,63,16,4,0,3,56,904,0,0,0,3,0,3,0,0,0,0,0,0,11,0,0,4,0,0,0,0,0,0,0,0,0,8,0,3,12,3,0,3,0,0,0,0,0,0,22,0,4,16,9,9,11,0,0,0,0,0,4,47,4,3,30,16,8,12,7,0,0,0,0,3,92,6,5,14,12,8,26,12,4,0,0,0,7,85,3,0,8,18,17,19,13,0,0,0,0,5,94,4,0,7,24,12,25,18,0,0,0,0,7,96,0,0,7,16,11,16,19,7,0,0,0,6,79,3,0,5,14,4,18,20,8,0,0,0,5,77,0,0
LGA12930,129,24,1034,0,0,8,9,5,7,31,164,349,260,213,31,1072,0,0,0,0,3,3,6,56,151,158,184,7,580,0,0,11,20,19,34,50,208,307,210,138,59,1063,8,4,34,9,4,10,12,33,35,16,18,52,233,84,88,596,387,297,394,847,3996,4318,2334,1294,509,15144,0,3,28,16,6,24,40,102,72,33,19,41,385,3,0,12,3,0,6,11,19,14,3,3,4,74,3,17,51,19,11,7,11,37,14,3,9,17,200,6,25,137,41,22,17,28,85,51,19,13,21,469,10,6,234,63,25,28,43,100,68,30,17,28,673,3,6,52,60,29,37,97,191,119,54,14,18,687,10,4,23,49,34,45,83,217,167,66,26,34,768,3,0,30,33,38,48,116,341,230,78,41,40,996,4,0,15,24,22,49,160,435,330,152,60,27,1291,0,0,12,21,25,37,155,521,394,189,75,34,1467,0,0
LGA12950,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,10,7,6,0,0,0,0,0,3,27,0,0,7,6,0,0,0,0,0,0,0,3,17,7,3,84,133,67,47,8,0,0,0,3,25,379,0,0,0,6,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,4,9,0,0,0,0,0,0,0,21,0,0,5,14,5,9,0,0,0,0,0,0,39,0,0,0,16,3,9,0,0,0,0,0,0,39,0,0,5,3,10,9,5,0,0,0,0,0,32,0,0,0,3,0,5,5,0,0,0,0,0,24,0,0,0,4,6,13,0,0,0,0,0,9,37,0,4,11,12,4,12,7,0,0,0,0,0,41,0,0
LGA13010,0,0,14,0,0,0,3,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,3,4,0,0,0,0,9,3,0,0,7,11,20,10,3,0,0,0,4,48,0,0,4,8,7,5,0,0,0,0,0,3,33,13,14,142,196,133,202,76,12,3,5,5,45,849,0,0,4,9,0,8,0,0,0,0,0,0,22,0,0,4,0,3,3,0,0,0,0,0,0,8,0,0,3,10,3,3,0,0,0,0,0,0,26,0,0,10,27,13,10,0,0,0,0,0,5,59,5,4,17,33,17,26,5,0,0,0,0,0,106,0,0,13,41,16,26,11,0,0,0,0,3,112,0,4,7,17,17,26,15,3,0,0,0,4,86,0,0,10,10,15,23,10,4,0,0,0,0,79,0,0,6,9,9,22,17,3,0,0,0,3,71,0,0,5,10,9,27,11,3,3,0,0,4,71,3,0
LGA13310,0,0,110,0,0,6,0,8,11,26,32,10,0,0,8,101,0,0,0,0,0,0,10,12,9,0,0,7,44,3,3,15,19,12,28,39,28,9,0,4,8,171,4,0,13,13,4,8,12,0,0,0,4,18,76,59,47,317,414,263,493,801,458,67,8,9,119,3054,0,0,7,7,6,6,9,5,0,0,0,4,51,0,4,5,3,0,0,4,3,0,0,0,0,22,7,12,26,10,3,0,9,5,0,0,0,8,74,4,12,42,25,13,12,17,8,0,0,0,3,138,5,9,82,57,12,34,43,17,0,0,4,10,270,0,0,21,63,21,46,74,42,10,0,0,11,295,0,4,15,36,22,43,65,62,12,0,0,11,262,0,0,16,15,19,42,84,59,9,0,0,4,263,0,0,10,17,24,46,99,99,18,0,0,10,319,0,5,16,11,12,24,90,111,27,6,7,9,308,0,0
LGA13340,0,0,23,3,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,3,3,0,0,0,0,0,0,0,11,0,0,6,3,10,6,7,3,0,0,0,3,30,0,0,0,7,0,0,0,0,0,0,0,8,19,13,19,91,148,95,87,57,16,0,0,0,36,560,0,0,0,6,0,3,3,0,0,0,0,0,12,0,0,0,0,0,3,0,0,0,0,4,0,5,0,0,0,0,3,0,0,0,0,0,0,0,14,0,0,0,9,0,3,0,0,0,0,0,0,18,0,0,14,13,4,7,0,0,0,0,0,6,48,0,0,13,17,3,5,5,4,0,0,0,3,53,0,3,8,9,6,11,11,0,0,0,0,3,51,0,0,5,7,8,13,13,0,0,0,0,5,51,0,0,3,15,7,9,7,0,0,0,0,0,47,0,0,4,12,7,13,10,9,0,0,0,3,55,0,0
