SA3_CODE_2021,T_LPLFS_EPT_DC_0_4,T_LPLFS_EPT_DC_5_9,T_LPLFS_EPT_DC_10_12,T_LPLFS_EPT_DC_13_14,T_LPLFS_EPT_DC_15_17,T_LPLFS_EPT_DC_18_20,T_LPLFS_EPT_DC_21_24,T_LPLFS_EPT_Tot,T_LPLFS_EAW_DC_0_4,T_LPLFS_EAW_DC_5_9,T_LPLFS_EAW_DC_10_12,T_LPLFS_EAW_DC_13_14,T_LPLFS_EAW_DC_15_17,T_LPLFS_EAW_DC_18_20,T_LPLFS_EAW_DC_21_24,T_LPLFS_EAW_Tot,T_LPLFS_HNS_DC_0_4,T_LPLFS_HNS_DC_5_9,T_LPLFS_HNS_DC_10_12,T_LPLFS_HNS_DC_13_14,T_LPLFS_HNS_DC_15_17,T_LPLFS_HNS_DC_18_20,T_LPLFS_HNS_DC_21_24,T_LPLFS_HNS_Tot,T_LPLFS_EW_Tot_DC_0_4,T_LPLFS_EW_Tot_DC_5_9,T_LPLFS_EW_Tot_DC_10_12,T_LPLFS_EW_Tot_DC_13_14,T_LPLFS_EW_Tot_DC_15_17,T_LPLFS_EW_Tot_DC_18_20,T_LPLFS_EW_Tot_DC_21_24,T_LPLFS_EW_Tot_Tot,T_LPLFS_ULFTW_DC_0_4,T_LPLFS_ULFTW_DC_5_9,T_LPLFS_ULFTW_DC_10_12,T_LPLFS_ULFTW_DC_13_14,T_LPLFS_ULFTW_DC_15_17,T_LPLFS_ULFTW_DC_18_20,T_LPLFS_ULFTW_DC_21_24,T_LPLFS_ULFTW_Tot,T_LPLFS_ULPTW_DC_0_4,T_LPLFS_ULPTW_DC_5_9,T_LPLFS_ULPTW_DC_10_12,T_LPLFS_ULPTW_DC_13_14,T_LPLFS_ULPTW_DC_15_17,T_LPLFS_ULPTW_DC_18_20,T_LPLFS_ULPTW_DC_21_24,T_LPLFS_ULPTW_Tot,T_LPLFS_U_T_DC_0_4,T_LPLFS_U_T_DC_5_9,T_LPLFS_U_T_DC_10_12,T_LPLFS_U_T_DC_13_14,T_LPLFS_U_T_DC_15_17,T_LPLFS_U_T_DC_18_20,T_LPLFS_U_T_DC_21_24,T_LPLFS_U_T_Tot,T_LPLFS_T_LF_DC_0_4,T_LPLFS_T_LF_DC_5_9,T_LPLFS_T_LF_DC_10_12,T_LPLFS_T_LF_DC_13_14,T_LPLFS_T_LF_DC_15_17,T_LPLFS_T_LF_DC_18_20,T_LPLFS_T_LF_DC_21_24,T_LPLFS_T_LF_Tot,T_LPLFS_NLF_DC_0_4,T_LPLFS_NLF_DC_5_9,T_LPLFS_NLF_DC_10_12,T_LPLFS_NLF_DC_13_14,T_LPLFS_NLF_DC_15_17,T_LPLFS_NLF_DC_18_20,T_LPLFS_NLF_DC_21_24,T_LPLFS_NLF_Tot,T_LPLFS_LFSNS_DC_0_4,T_LPLFS_LFSNS_DC_5_9,T_LPLFS_LFSNS_DC_10_12,T_LPLFS_LFSNS_DC_13_14,T_LPLFS_LFSNS_DC_15_17,T_LPLFS_LFSNS_DC_18_20,T_LPLFS_LFSNS_DC_21_24,T_LPLFS_LFSNS_Tot,T_LPLFS_Tot_DC_0_4,T_LPLFS_Tot_DC_5_9,T_LPLFS_Tot_DC_10_12,T_LPLFS_Tot_DC_13_14,T_LPLFS_Tot_DC_15_17,T_LPLFS_Tot_DC_18_20,T_LPLFS_Tot_DC_21_24,T_LPLFS_Tot_Tot
40204,318,576,389,295,350,131,66,2129,51,45,27,22,18,4,5,173,12,30,18,9,6,7,4,90,572,1047,802,592,785,311,165,4273,27,48,46,27,32,7,11,197,59,102,62,38,39,16,11,329,92,148,113,65,73,26,17,525,665,1199,914,658,852,336,179,4803,881,827,513,343,357,158,93,3173,14,19,9,12,9,3,0,61,1559,2041,1439,1013,1220,490,275,8031
40205,129,312,241,159,222,75,61,1207,25,25,13,8,17,12,0,99,7,7,8,6,7,0,0,32,228,611,493,365,533,222,144,2604,4,19,15,13,18,7,0,84,19,27,21,16,3,4,3,99,25,47,34,35,25,8,9,181,256,660,529,399,555,236,149,2782,226,243,157,113,117,44,20,917,3,4,3,3,5,0,0,21,485,901,691,521,677,272,168,3718
40301,39,93,59,35,53,23,10,318,3,4,11,4,3,0,4,33,0,0,3,0,0,0,0,6,67,168,145,102,152,66,31,738,0,5,6,7,10,0,0,28,0,0,0,4,4,0,0,19,0,9,6,7,15,5,0,45,65,181,151,114,166,66,36,780,41,40,28,16,27,13,11,175,0,0,4,0,0,0,0,5,108,220,191,135,189,85,43,963
40302,159,308,227,150,199,75,48,1166,18,23,12,3,14,3,0,75,0,5,3,0,3,0,0,15,259,572,433,336,483,222,139,2449,9,16,11,3,12,10,0,64,7,27,18,4,10,3,4,81,21,49,36,12,24,12,4,150,283,623,467,349,512,230,143,2594,209,254,159,109,117,45,34,926,0,0,5,6,6,0,0,24,488,877,631,457,637,274,177,3545
40303,55,144,131,85,120,61,36,635,0,4,3,8,7,5,6,32,0,8,3,0,3,0,0,14,95,298,266,212,310,178,105,1460,3,4,7,3,3,0,0,20,4,8,0,4,4,0,0,23,4,15,4,6,8,6,5,48,103,317,273,218,317,180,105,1508,59,66,40,40,57,30,24,308,0,4,0,0,4,0,0,7,161,380,309,254,381,207,126,1827
40304,330,861,609,406,434,144,57,2845,66,54,31,29,37,11,7,242,24,17,18,12,12,0,0,79,594,1403,1105,800,995,357,182,5432,22,39,37,16,33,9,0,158,50,100,66,36,30,4,4,299,78,149,101,52,57,12,3,455,673,1549,1211,853,1058,371,186,5886,742,894,506,362,354,91,44,2993,8,13,11,8,5,0,0,47,1421,2449,1726,1224,1415,461,230,8928
40401,155,309,231,153,187,96,42,1185,18,16,14,15,20,3,4,89,9,13,7,8,10,4,3,57,284,614,502,379,530,247,169,2717,12,31,14,11,20,13,4,110,16,35,28,18,20,10,0,127,33,72,36,26,41,23,5,239,313,680,537,406,572,269,177,2956,353,314,215,173,178,70,59,1357,5,4,14,11,5,3,0,44,667,1006,765,587,749,339,245,4367
40402,109,181,129,104,118,53,40,731,22,11,8,4,11,8,4,66,7,11,7,6,0,0,0,36,199,371,284,227,271,126,85,1574,9,6,9,8,9,3,0,49,15,32,14,5,11,0,0,86,24,36,28,10,19,7,3,136,223,406,312,237,293,131,93,1708,260,286,186,164,136,46,45,1120,9,6,0,4,0,4,0,29,493,699,502,402,430,181,141,2853
40403,75,141,98,55,104,49,30,545,11,3,6,9,11,3,3,49,7,0,5,0,0,0,0,19,140,294,230,166,270,119,85,1306,7,14,11,4,4,0,4,40,16,15,8,4,4,6,0,53,20,30,15,5,14,4,4,89,160,320,248,172,280,128,91,1397,103,102,71,52,50,22,24,424,0,0,0,0,4,0,0,10,264,426,324,229,335,149,112,1826
40501,68,116,105,82,61,15,6,454,9,10,11,13,8,0,0,46,5,5,0,0,0,0,0,12,112,239,177,169,180,43,15,939,5,15,3,6,4,0,0,27,4,16,9,4,5,0,0,37,6,30,14,3,5,0,0,67,120,264,199,172,194,51,15,1002,101,116,76,53,54,10,6,413,3,0,3,0,0,0,0,7,222,382,273,225,245,55,17,1425
40502,44,88,52,43,53,8,4,284,0,0,3,3,0,0,0,11,0,0,0,0,4,0,0,10,57,139,89,74,87,12,7,469,4,3,10,3,0,0,0,25,5,7,0,3,0,0,0,20,9,12,14,4,5,0,0,45,67,149,97,82,95,13,7,513,91,97,47,39,41,5,5,320,4,4,3,0,0,0,0,12,157,249,157,117,134,24,7,844
40503,37,106,86,55,69,7,0,361,9,9,0,5,3,0,0,31,0,0,0,0,4,0,0,6,66,155,141,113,140,20,3,632,0,8,8,8,13,0,0,30,7,18,9,6,6,0,0,42,6,26,11,6,18,0,0,73,73,182,147,120,150,19,3,706,168,148,83,78,63,10,4,543,7,3,4,0,0,0,0,16,247,331,241,203,212,28,4,1266
40504,41,82,53,37,47,4,3,263,7,8,8,8,6,0,0,35,3,7,0,3,0,0,0,22,59,148,83,78,100,5,3,476,5,11,10,6,0,0,0,32,10,9,9,3,9,0,0,34,11,17,16,12,9,0,0,63,68,162,105,87,109,5,3,537,144,123,89,51,46,4,0,454,3,0,0,4,0,0,0,10,217,290,196,140,152,9,3,1003
40601,128,235,154,108,113,14,4,762,11,17,12,11,16,0,0,61,11,7,4,11,6,3,0,48,190,397,309,227,286,41,8,1460,11,19,17,10,8,0,0,65,14,37,15,6,3,0,0,81,30,57,24,19,16,6,0,150,214,450,334,244,306,47,8,1613,350,315,174,115,99,15,0,1073,10,12,7,5,0,0,0,44,577,783,522,372,403,66,12,2727
40602,50,96,69,39,38,3,0,298,12,18,5,4,6,0,0,42,0,8,9,0,3,0,0,13,92,191,139,75,101,9,0,601,12,19,12,4,7,0,0,62,11,22,11,9,9,0,0,57,19,45,26,11,11,0,0,119,108,233,172,86,112,9,4,723,201,198,101,87,45,3,0,635,5,15,11,7,0,0,0,41,317,448,279,178,161,16,3,1391
40701,75,206,136,93,137,31,11,685,11,6,11,3,12,0,0,41,8,9,9,0,4,0,3,32,114,311,237,179,228,65,26,1162,0,13,0,5,4,0,0,21,3,12,3,9,9,0,0,35,11,25,3,12,18,0,0,59,123,334,241,188,246,67,26,1220,151,167,112,71,69,12,3,586,3,0,6,0,0,0,0,13,273,504,356,260,321,78,24,1817
40702,169,284,179,118,144,27,5,924,22,18,13,9,14,3,0,88,13,8,10,6,4,0,0,41,245,441,333,252,335,55,11,1674,7,23,19,14,12,4,0,71,9,19,14,8,3,4,0,57,16,39,30,19,14,5,0,133,257,481,372,272,350,63,14,1800,280,229,121,80,84,23,3,823,3,13,10,0,0,0,0,29,548,725,501,355,438,82,20,2660
40703,124,277,198,140,155,21,9,915,19,22,13,20,12,0,0,85,8,15,8,7,4,0,0,46,190,466,366,283,350,50,10,1728,17,39,24,14,16,4,0,108,15,22,13,10,14,0,0,74,31,57,34,25,23,4,0,182,227,530,402,313,374,54,14,1905,376,371,220,141,125,21,3,1263,10,11,4,5,0,0,0,28,606,910,628,458,505,81,16,3200
49797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50101,103,283,244,152,158,15,0,949,8,12,14,14,8,0,5,55,0,10,3,5,0,0,0,20,138,417,402,296,350,23,0,1626,0,12,12,3,0,0,0,29,4,12,4,3,6,0,0,32,8,23,14,4,4,0,0,54,144,443,408,306,356,23,0,1680,130,145,67,56,57,5,4,467,0,12,0,0,0,0,0,24,280,593,480,363,416,26,4,2174
50102,188,448,330,270,257,31,3,1528,36,26,25,17,18,0,0,129,13,12,11,7,12,0,0,57,354,782,654,531,618,60,15,3011,15,34,28,27,11,3,0,119,30,66,44,27,18,0,0,188,46,103,63,55,30,0,0,305,401,887,715,583,653,66,15,3317,565,529,288,183,167,16,4,1756,9,0,0,3,3,0,0,22,977,1422,1007,770,821,86,18,5100
50103,32,63,40,47,58,3,0,244,0,3,7,11,5,0,0,22,0,0,6,0,0,0,0,8,48,93,99,85,108,11,0,448,3,3,3,0,3,0,0,11,7,12,0,0,0,0,0,23,8,14,0,0,0,0,0,36,53,108,101,90,113,7,0,481,81,71,33,18,26,0,0,235,0,3,0,0,0,0,0,6,133,182,139,115,139,9,0,716
50201,228,527,365,209,237,46,22,1632,28,29,11,16,29,9,0,116,7,12,8,10,5,0,0,40,359,830,646,445,541,138,63,3011,27,51,40,25,25,8,5,180,51,92,53,27,26,0,4,259,74,145,89,51,58,12,6,435,433,973,734,501,596,143,68,3447,634,625,307,227,198,32,17,2042,13,16,19,4,7,0,0,64,1083,1615,1060,735,795,180,83,5552
50301,46,133,106,91,128,83,44,630,6,8,5,3,6,6,0,40,0,0,0,0,3,0,0,11,73,255,250,205,326,217,119,1439,0,3,4,9,14,5,3,42,3,10,5,6,15,3,5,47,0,18,10,18,25,7,6,87,80,274,269,221,348,220,122,1527,45,57,61,48,79,50,31,379,0,5,0,0,0,0,0,6,126,338,326,269,428,270,156,1918
50302,82,198,153,104,122,62,30,751,7,7,8,3,3,9,4,41,6,5,0,3,9,0,3,29,194,454,358,281,372,189,129,1977,0,14,15,3,5,0,6,44,7,23,8,8,14,0,0,68,7,36,23,19,14,4,7,110,202,494,378,299,392,194,138,2091,92,105,76,73,75,43,22,481,6,0,0,0,0,0,0,8,299,595,452,371,465,239,165,2578
50401,119,228,153,143,149,46,30,869,20,11,9,0,3,0,3,49,7,7,4,9,3,3,0,30,220,456,336,317,376,148,93,1942,12,30,19,18,12,8,6,99,12,37,29,15,11,7,3,117,19,68,50,27,25,15,7,213,244,521,386,344,402,164,101,2153,243,234,128,92,82,43,22,844,5,9,0,0,0,4,0,25,492,769,516,434,486,205,119,3024
50402,58,117,113,66,93,22,5,470,9,0,6,3,10,5,0,35,0,0,5,0,3,0,0,16,111,214,215,160,225,64,32,1009,5,10,7,6,3,0,0,29,8,19,10,8,11,0,0,52,10,31,11,11,13,0,0,77,123,240,226,165,237,64,34,1093,122,118,79,45,49,5,9,415,0,4,3,0,3,0,0,15,242,365,313,215,284,73,39,1523
50403,310,614,351,266,294,86,55,1969,55,44,24,27,22,7,4,187,19,25,24,14,21,9,0,118,623,1224,852,635,813,258,148,4556,25,53,37,16,26,9,4,173,44,89,37,25,20,8,5,222,69,137,74,44,50,12,8,397,690,1362,925,679,866,272,152,4951,726,720,373,252,236,75,26,2411,17,18,16,8,8,0,0,65,1436,2109,1306,934,1107,350,178,7426
50501,192,473,341,234,311,120,62,1730,25,19,9,17,25,8,5,110,9,7,12,7,10,4,0,43,335,911,760,610,874,348,219,4054,4,25,25,13,22,3,9,102,23,57,29,20,14,5,4,159,24,87,54,34,37,10,15,263,360,997,816,639,911,365,233,4312,259,260,168,125,139,45,21,1022,7,5,9,0,4,0,0,26,624,1263,988,769,1053,410,255,5363
50502,296,610,414,260,349,164,92,2192,31,23,25,22,16,5,6,131,14,22,12,10,13,8,3,71,546,1188,894,654,905,460,298,4946,14,52,34,20,36,13,7,178,43,78,48,25,40,10,3,259,59,129,80,47,83,30,16,443,601,1315,978,704,981,485,308,5385,500,555,291,205,225,83,68,1938,17,36,15,3,6,0,0,73,1121,1903,1285,914,1220,573,380,7395
50503,454,923,617,423,492,143,73,3120,60,48,32,19,33,7,12,210,30,39,22,15,16,4,0,136,797,1664,1257,931,1196,393,256,6492,33,71,56,44,53,16,10,291,79,119,70,54,42,7,6,389,114,197,131,93,100,24,20,675,910,1855,1388,1026,1293,415,276,7169,974,966,510,360,373,105,52,3338,19,21,14,18,11,4,6,92,1897,2843,1913,1404,1679,524,335,10600
50601,178,316,203,172,177,47,28,1117,27,15,10,10,12,7,4,84,10,12,11,8,16,0,0,59,351,650,487,391,465,124,84,2562,27,42,27,24,26,9,0,151,45,78,41,19,19,0,0,214,67,123,68,48,45,10,0,366,422,769,555,437,517,134,86,2923,538,490,289,188,138,26,16,1693,14,16,10,14,0,0,0,54,972,1272,853,638,660,165,111,4672
50602,100,160,104,79,92,38,38,613,10,9,6,3,7,7,0,42,0,5,0,3,4,0,0,14,185,342,240,193,269,112,94,1427,7,15,18,9,17,6,5,72,17,34,20,17,21,0,0,111,27,51,32,27,38,9,6,183,207,395,276,216,306,118,96,1609,188,208,104,88,71,36,24,714,0,3,6,4,0,0,0,12,400,602,384,303,373,153,116,2335
50603,91,223,181,140,206,77,53,971,16,18,5,6,11,0,0,64,3,14,9,0,3,0,3,35,195,440,376,313,491,224,134,2171,5,19,5,11,16,4,3,73,14,31,21,22,20,0,5,109,22,46,25,32,39,3,10,184,212,488,403,346,529,228,144,2358,219,220,153,100,137,46,30,899,20,12,12,4,0,0,0,47,456,715,570,451,662,279,174,3309
50604,181,401,270,195,224,79,49,1397,27,38,21,11,21,3,3,124,10,13,12,8,15,4,7,72,364,745,549,415,563,223,156,3020,28,47,34,21,29,9,10,173,45,88,40,30,29,4,5,240,72,139,72,50,59,15,11,416,433,889,624,467,621,237,171,3436,602,540,315,200,189,79,43,1974,23,22,15,14,6,0,4,86,1062,1447,950,678,816,316,224,5497
50605,95,221,175,109,92,30,9,729,6,9,14,4,9,4,3,48,8,5,4,3,3,0,0,23,172,412,364,260,287,84,53,1633,4,14,20,3,12,0,0,48,17,43,17,11,15,0,4,105,23,52,38,17,22,0,3,156,191,464,401,276,303,90,57,1786,154,182,109,55,69,12,9,585,6,4,4,3,3,0,0,23,345,653,513,334,380,102,71,2388
50606,76,153,76,53,67,11,4,442,11,17,11,8,0,0,0,36,5,3,5,0,4,0,0,14,154,276,168,132,134,21,15,906,3,12,10,6,10,3,0,38,7,17,5,0,8,0,0,37,16,23,16,7,11,4,0,75,170,303,189,138,148,26,15,982,151,120,58,32,24,3,4,395,4,0,0,0,0,0,0,6,323,424,245,172,173,33,19,1380
50607,39,77,70,37,51,38,14,318,3,7,3,0,0,0,0,18,0,0,0,3,0,0,0,12,84,159,144,102,130,93,57,768,0,4,3,9,0,4,5,27,5,4,9,4,4,0,0,21,8,8,11,15,10,4,5,49,87,168,152,108,136,97,61,814,57,83,54,34,45,20,15,305,0,3,0,0,0,4,0,9,148,254,208,146,182,114,81,1129
50701,190,468,324,211,240,75,34,1537,14,33,9,12,15,8,10,102,8,20,13,9,0,0,3,50,353,866,625,461,585,204,128,3220,10,25,16,13,16,3,0,78,36,51,28,16,22,7,4,160,41,73,41,33,33,13,8,242,391,938,668,493,619,215,133,3462,362,349,189,141,143,24,23,1222,9,9,3,4,0,0,0,28,762,1290,863,636,759,242,153,4717
50702,41,79,80,56,83,23,18,390,9,5,3,3,7,0,0,27,0,0,0,0,3,4,0,8,85,189,169,134,188,79,54,900,0,7,8,0,13,7,4,34,12,17,7,3,6,0,0,37,8,25,13,5,12,7,4,72,94,215,190,140,198,84,56,968,66,66,52,34,44,14,11,283,5,0,0,0,0,0,0,8,166,280,240,169,243,98,65,1258
50703,117,174,113,81,96,22,18,619,17,13,6,7,4,0,0,51,15,10,10,5,5,0,3,47,219,348,260,190,217,66,40,1332,27,31,9,13,11,5,0,97,18,47,17,10,11,0,0,110,44,81,24,32,24,3,0,203,262,421,282,221,237,66,43,1534,327,290,141,96,75,13,9,953,0,8,8,0,6,0,0,21,590,719,424,326,316,87,49,2505
50704,113,233,200,166,202,95,42,1059,8,10,9,10,16,5,3,58,6,13,3,3,3,0,0,32,181,462,450,386,533,267,137,2416,7,14,13,5,12,4,0,51,14,27,24,13,10,3,5,96,21,35,39,21,22,6,5,151,203,498,483,410,562,275,137,2564,118,150,117,90,99,46,36,654,0,7,9,8,6,0,0,34,319,661,604,508,664,318,172,3248
50705,314,612,421,317,316,72,32,2075,49,51,32,22,26,4,0,182,14,18,17,7,13,0,0,66,580,1131,909,664,793,185,114,4376,41,64,46,34,36,9,0,225,55,82,62,33,18,0,0,260,99,144,107,67,55,13,3,483,680,1278,1015,732,849,198,114,4859,766,777,410,285,267,37,26,2574,29,19,14,14,3,0,0,76,1473,2071,1441,1029,1116,237,138,7516
50901,107,253,173,121,151,15,0,822,12,13,14,4,5,0,0,50,5,3,6,7,3,0,0,23,166,384,319,251,309,28,5,1459,4,16,4,11,9,3,0,46,11,27,12,6,9,0,0,65,18,42,19,15,21,3,0,115,175,427,337,263,328,29,10,1571,244,286,137,103,95,13,3,874,7,11,14,5,4,0,0,40,426,716,483,372,430,43,8,2485
50902,66,121,122,64,90,5,5,468,11,8,13,4,7,0,0,36,4,7,4,6,0,0,0,24,121,252,230,152,206,13,8,976,11,16,8,9,11,0,0,43,22,26,24,12,12,0,0,92,29,45,31,20,15,0,0,142,144,295,260,171,220,13,8,1115,231,227,121,93,63,3,0,733,4,19,8,7,0,0,0,39,382,546,387,272,284,21,8,1888
50903,16,56,36,25,23,0,0,155,3,5,3,3,0,0,0,19,0,0,0,0,0,0,0,3,40,96,73,49,59,0,0,315,4,13,10,5,8,0,0,32,0,11,0,3,0,0,0,21,10,15,9,9,5,5,0,52,41,110,83,59,63,0,5,373,68,74,41,21,19,0,0,225,4,0,0,0,0,0,0,15,116,185,128,83,91,0,5,612
51001,55,137,71,40,29,4,0,345,10,10,7,12,0,0,0,42,5,8,11,6,0,0,0,28,136,311,214,144,124,9,5,941,4,14,8,4,5,0,0,42,10,14,11,7,8,0,0,46,15,29,17,13,8,0,0,85,150,338,230,159,129,9,5,1027,402,399,234,136,94,8,0,1279,20,41,23,3,5,0,0,85,573,779,490,305,228,15,5,2392
51002,15,39,14,23,6,0,0,96,5,0,0,0,3,0,0,10,10,7,0,0,3,0,0,18,74,159,84,60,61,8,0,455,6,9,0,9,3,0,0,28,6,10,3,3,0,0,0,24,11,16,7,11,0,0,0,54,92,179,87,69,67,8,0,506,87,88,51,31,22,4,0,295,5,3,8,0,0,0,0,12,183,272,151,106,91,14,0,814
51003,19,37,21,17,19,0,0,116,4,9,3,3,8,0,0,23,4,11,0,3,0,0,0,19,78,131,105,76,81,0,0,480,4,3,4,6,6,0,0,13,0,6,0,3,0,0,0,13,4,8,4,6,6,0,0,25,84,146,104,79,87,0,0,503,48,47,34,27,18,0,0,173,0,3,3,0,0,0,0,9,127,196,146,111,102,0,0,685
51101,23,49,14,20,25,0,0,142,0,5,5,3,5,0,0,15,0,4,0,0,3,0,0,4,42,106,52,54,77,3,3,337,0,0,0,0,0,0,0,8,0,5,0,0,4,0,0,13,0,7,3,4,4,0,0,25,40,111,60,54,76,3,3,357,88,55,31,24,25,0,0,224,4,4,4,0,0,0,0,10,138,177,90,82,99,7,3,592
51102,12,25,20,9,7,0,0,80,0,0,0,0,3,0,0,5,0,0,0,0,3,0,0,3,24,46,48,20,25,0,0,164,5,3,0,0,0,0,0,13,0,3,4,4,0,0,0,17,7,7,4,3,7,0,0,32,34,59,54,24,28,0,0,194,44,36,17,16,4,0,0,121,0,3,6,0,0,0,0,5,76,96,74,37,39,0,0,324
51103,60,106,62,48,34,3,0,310,0,8,9,3,0,0,0,25,8,9,7,4,0,0,0,29,132,267,197,139,139,13,0,889,4,5,8,3,5,0,0,35,3,13,7,8,4,0,0,30,7,20,14,12,12,0,0,63,142,288,215,152,144,17,0,950,204,166,84,53,34,3,0,539,23,20,13,11,3,0,0,61,367,469,309,209,181,15,0,1550
51104,99,192,153,75,102,3,0,625,14,14,14,12,11,4,0,64,0,9,7,3,0,0,0,20,155,359,333,211,269,16,11,1350,3,17,25,12,4,0,0,66,17,31,16,10,17,0,0,92,21,52,40,25,17,0,0,161,175,409,372,239,284,16,7,1505,298,311,170,106,85,12,3,1000,5,23,7,7,4,0,0,46,484,748,554,358,374,35,7,2552
59797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60101,83,141,80,56,46,9,0,413,19,16,9,10,4,0,0,51,9,11,5,4,5,0,0,31,133,223,140,123,106,26,13,769,10,18,13,10,9,0,0,64,22,40,14,11,8,4,0,92,31,61,26,22,13,3,0,158,163,283,165,143,119,32,13,922,263,255,116,77,71,11,5,804,0,7,4,0,0,0,0,13,433,541,286,225,193,40,17,1739
60102,115,271,186,132,124,46,13,885,17,15,17,9,7,6,0,68,5,6,3,4,0,4,0,21,203,456,360,240,302,106,42,1710,0,16,17,12,11,4,3,71,19,28,14,11,9,5,0,91,20,50,33,24,23,11,3,158,222,503,398,262,322,120,47,1875,236,245,120,108,93,27,11,836,8,7,0,4,0,4,0,17,462,758,518,370,416,144,59,2730
60103,131,264,206,138,149,40,11,937,21,14,20,9,19,5,5,88,3,10,11,9,0,0,0,42,233,477,404,285,384,97,41,1915,13,21,15,15,14,3,0,84,21,50,29,23,22,8,0,146,43,63,44,39,36,8,4,229,270,537,444,323,418,105,43,2137,353,354,231,159,119,39,25,1287,5,11,7,3,5,0,0,28,633,906,680,483,545,143,72,3456
60104,68,123,107,71,98,24,5,499,12,3,0,3,3,3,4,31,0,5,0,0,0,0,0,7,100,225,225,154,225,81,32,1048,4,11,4,0,3,0,0,20,5,3,0,8,4,0,0,24,13,12,7,8,9,0,0,42,113,238,228,162,231,83,36,1091,106,129,63,46,52,17,10,425,0,5,0,0,0,0,0,4,219,368,295,211,284,99,45,1525
60105,57,85,87,39,87,36,21,421,19,12,3,3,10,3,9,58,0,0,0,0,0,0,0,5,108,202,193,148,254,104,55,1061,0,4,4,10,10,5,0,27,6,10,13,7,4,0,0,41,11,21,16,12,8,4,0,66,117,217,207,156,268,111,55,1128,58,74,46,35,43,19,16,290,0,6,0,0,0,0,0,10,179,294,249,191,313,130,76,1431
60106,34,74,55,43,46,15,0,265,13,0,5,0,9,0,0,23,0,4,4,5,3,0,0,17,73,140,112,75,101,27,9,531,0,8,3,3,3,0,0,23,4,15,5,0,3,0,0,35,7,22,10,8,8,0,0,50,77,161,125,82,103,26,11,581,69,72,48,33,32,9,3,266,0,3,4,0,0,0,0,10,151,234,178,109,131,41,15,855
60201,186,354,247,185,229,62,16,1283,28,17,11,11,18,0,0,89,8,11,8,9,3,0,0,46,307,602,478,374,504,139,46,2445,17,25,22,16,15,0,0,101,33,75,42,22,21,4,0,190,47,103,59,41,33,5,0,291,352,698,539,412,537,152,49,2742,485,497,292,192,184,42,19,1707,12,14,11,11,3,5,0,43,850,1207,839,609,726,195,69,4486
60202,24,99,58,50,40,11,6,283,8,7,3,9,0,0,0,25,0,0,0,0,0,5,0,4,52,146,107,95,87,21,6,522,3,14,11,0,3,0,0,30,6,12,6,3,5,4,0,36,4,22,17,0,14,6,0,61,57,173,126,100,100,26,9,584,88,92,56,43,41,15,0,332,6,0,0,5,3,0,0,10,145,258,188,146,140,37,10,927
60203,46,133,103,80,78,18,4,459,4,7,5,3,5,4,0,27,0,10,3,9,3,0,0,27,77,225,176,156,156,32,14,827,4,15,11,9,11,0,3,44,15,29,13,11,4,0,0,77,21,48,21,14,15,0,3,121,97,278,195,172,169,31,16,952,201,238,119,84,70,12,3,721,3,0,0,0,0,0,0,10,299,513,317,253,239,47,14,1685
60301,21,28,21,20,22,3,0,112,3,0,0,3,3,0,0,7,0,0,0,0,0,0,0,3,34,54,41,46,44,10,4,232,3,4,4,0,0,0,0,17,3,12,11,0,0,0,0,26,9,14,13,5,0,0,0,47,48,74,53,45,49,9,4,278,48,46,34,31,21,10,0,195,0,6,3,0,0,0,0,8,96,122,91,79,70,21,6,480
60302,30,79,51,51,64,3,0,285,6,4,6,0,10,0,0,22,0,0,3,0,3,0,0,11,49,125,97,79,111,17,9,479,3,5,6,6,0,0,0,23,3,4,5,0,0,0,0,12,9,10,11,7,0,0,0,35,56,127,111,84,114,20,9,520,84,84,53,35,33,3,0,290,0,6,0,0,0,0,0,3,140,223,162,119,148,23,5,819
