Australian Bureau of Statistics

"2021 Census - employment, income and education"
"AGE10P Age in Ten Year Groups and 1-digit level HEAP Level of Highest Educational Attainment by SA1 (UR) by 1-digit level OCCP Occupation"
"Counting: Person Records"

Filters:
"Default Summation","Person Records"

" 0-9 years,  Postgraduate Degree Level"
"1-digit level OCCP Occupation","Managers","Professionals","Technicians and Trades Workers","Community and Personal Service Workers","Clerical and Administrative Workers","Sales Workers","Machinery Operators and Drivers","Labourers","Inadequately described","Not stated","Not applicable","Total",
"1-digit level OCCP Occupation","Managers","Professionals","Technicians and Trades Workers","Community and Personal Service Workers","Clerical and Administrative Workers","Sales Workers","Machinery Operators and Drivers","Labourers","Inadequately described","Not stated","Not applicable","Total",
"SA1 (UR)",
"Segment 01",12,4,13,9,9,9,7,26,3,3,131,224,
"Segment 02",27,8,21,19,22,16,27,51,4,0,217,405,
"Segment 03",21,5,21,8,6,12,16,26,3,0,126,244,
"Segment 04",42,6,71,23,21,28,88,91,11,6,265,655,
"Segment 05",32,11,54,19,23,16,40,68,0,0,241,500,
"Segment 06",74,12,140,41,48,32,198,218,21,8,580,1375,
"Segment 07",45,0,165,33,36,31,148,196,22,13,715,1401,
"Segment 08",35,17,37,16,32,24,25,58,0,4,303,559,
"Segment 09",21,6,62,19,5,15,38,81,12,15,513,795,
"Segment 10",36,4,109,31,28,33,109,131,18,3,703,1195,
"Segment 11",35,13,121,29,18,28,104,139,10,5,567,1079,
"Segment 12",62,8,105,21,36,43,136,167,11,3,425,1026,
"Segment 13",136,27,332,98,108,84,421,494,33,28,1400,3147,
"Segment 14",72,12,130,79,61,64,226,286,10,9,892,1834,
"Segment 15",28,11,82,31,14,29,123,140,11,8,500,979,
"Segment 16",32,15,76,27,17,23,36,85,9,11,505,839,
"Segment 17",31,10,119,39,29,28,157,226,9,8,713,1374,
"Segment 18",4,3,34,13,7,17,19,57,5,0,196,363,
"Segment 19",49,19,118,43,33,41,155,248,19,3,715,1442,
"Segment 20",50,11,95,42,40,38,97,167,14,5,639,1202,
"Segment 21",20,3,42,17,11,10,30,66,0,6,222,424,
"Segment 22",14,6,86,21,12,24,50,137,10,15,664,1044,
"Segment 23",29,5,70,22,22,19,56,106,12,8,456,794,
"Segment 24",37,12,74,34,36,28,87,138,8,6,439,898,
"Segment 25",40,11,130,40,34,53,131,230,11,13,835,1521,
"Segment 26",37,12,240,53,32,40,181,267,26,23,2019,2937,
"Segment 27",58,15,331,79,60,66,228,330,30,20,2586,3807,
"Segment 28",52,3,122,80,26,43,153,298,29,18,1208,2026,
"Segment 29",56,15,149,59,61,63,239,352,31,22,1539,2585,
"Segment 30",59,11,200,76,54,77,264,437,25,16,1384,2600,
"Segment 31",63,28,194,106,60,76,261,554,32,29,2055,3451,
"Segment 32",32,12,112,63,35,59,179,285,15,25,2551,3367,
"Segment 33",62,7,118,40,34,62,186,209,15,16,542,1295,
"Segment 34",28,4,77,23,30,22,115,138,13,4,386,834,
"Segment 35",35,8,78,24,20,30,73,172,11,8,501,971,
"Segment 36",76,18,131,76,54,83,245,417,27,20,1449,2586,
"Segment 37",87,24,200,125,56,118,326,676,28,28,2246,3916,
"Segment 38",40,12,89,46,27,55,100,267,12,6,916,1569,
"Segment 39",19,0,24,6,10,10,50,66,4,4,160,354,
"Segment 40",78,5,73,23,17,19,115,210,9,7,562,1130,
"Segment 41",42,0,18,12,14,16,70,83,4,0,155,409,
"Segment 42",21,0,11,5,0,5,15,52,0,0,92,212,
"Segment 43",70,3,57,29,13,16,99,284,9,13,414,1004,
"Segment 44",111,7,84,52,30,49,178,287,18,15,763,1590,
"Segment 45",82,0,36,14,3,6,66,102,3,7,219,545,
"Segment 46",83,6,54,16,18,32,95,182,9,9,400,899,
"Segment 47",25,4,17,3,6,0,40,35,3,0,109,236,
"Segment 48",18,39,34,88,20,20,44,113,0,27,2374,2773,
"Segment 50",4,0,3,0,0,0,8,4,0,0,46,68,
"Total",2228,470,4769,1874,1402,1723,5849,9441,619,493,37625,66489,


" 30-39 years,  Supplementary Codes"
"1-digit level OCCP Occupation","Managers","Professionals","Technicians and Trades Workers","Community and Personal Service Workers","Clerical and Administrative Workers","Sales Workers","Machinery Operators and Drivers","Labourers","Inadequately described","Not stated","Not applicable","Total",
"SA1 (UR)",
"Segment 01",115,215,57,68,83,56,20,30,3,4,211,857,
"Segment 02",216,271,133,148,186,104,44,68,27,10,342,1546,
"Segment 03",131,155,62,67,65,68,18,31,18,13,206,831,
"Segment 04",215,222,148,182,212,115,78,96,20,6,327,1624,
"Segment 05",157,177,101,120,163,77,46,86,26,4,330,1293,
"Segment 06",216,226,240,264,290,158,153,147,32,17,528,2278,
"Segment 07",165,225,224,211,225,109,172,175,26,23,822,2377,
"Segment 08",352,542,262,254,283,212,72,154,36,10,559,2737,
"Segment 09",103,130,114,102,101,80,53,79,18,15,584,1380,
"Segment 10",199,244,168,150,200,113,127,163,22,10,780,2171,
"Segment 11",180,233,194,165,203,121,78,115,19,7,614,1937,
"Segment 12",188,177,164,202,228,113,111,137,18,6,399,1755,
"Segment 13",436,499,555,731,612,337,508,460,75,44,1484,5733,
"Segment 14",283,295,216,321,340,185,186,211,35,25,654,2742,
"Segment 15",145,254,164,224,189,107,164,183,17,7,638,2090,
"Segment 16",316,592,308,246,277,177,107,206,36,22,998,3309,
"Segment 17",110,168,203,197,147,89,154,195,21,14,682,1977,
"Segment 18",142,255,108,112,107,79,39,97,23,3,287,1249,
"Segment 19",174,179,177,224,243,97,124,161,24,11,530,1944,
"Segment 20",214,250,192,197,199,131,74,155,22,14,534,1996,
"Segment 21",128,172,114,141,88,47,36,109,14,7,355,1224,
"Segment 22",128,200,165,134,123,87,110,175,20,25,860,2024,
"Segment 23",124,153,129,121,130,87,80,94,18,10,437,1374,
"Segment 24",109,121,123,187,169,100,75,103,16,7,317,1334,
"Segment 25",226,321,255,295,249,137,117,228,49,17,826,2721,
"Segment 26",115,148,272,163,148,93,220,253,37,19,1779,3253,
"Segment 27",170,186,387,239,262,130,280,330,61,22,2060,4124,
"Segment 28",97,84,159,134,96,63,149,257,39,33,921,2030,
"Segment 29",145,125,202,202,164,107,183,251,30,16,898,2323,
"Segment 30",132,143,222,296,174,131,164,284,34,17,938,2530,
"Segment 31",200,231,284,402,253,194,225,442,38,23,1323,3617,
"Segment 32",68,95,126,170,82,75,105,153,21,11,1046,1955,
"Segment 33",125,163,167,189,223,97,108,132,19,5,315,1538,
"Segment 34",114,114,112,150,168,80,83,94,20,11,252,1199,
"Segment 35",97,112,90,142,96,57,50,104,12,4,285,1048,
"Segment 36",142,139,150,290,165,144,110,227,21,13,537,1934,
"Segment 37",185,198,247,354,243,216,169,357,43,15,911,2944,
"Segment 38",99,116,97,202,97,90,56,175,20,8,373,1337,
"Segment 39",43,11,35,33,33,20,14,56,5,5,103,365,
"Segment 40",85,65,94,94,97,49,59,161,12,4,375,1097,
"Segment 41",35,21,28,48,40,17,33,55,4,0,90,367,
"Segment 42",27,18,11,21,18,6,13,37,0,3,63,222,
"Segment 43",111,41,58,76,60,43,37,175,16,12,228,861,
"Segment 44",151,93,113,121,133,85,102,155,17,10,314,1293,
"Segment 45",75,26,32,59,48,20,21,61,5,4,112,461,
"Segment 46",112,49,33,67,77,42,48,113,4,5,167,727,
"Segment 47",17,3,16,10,11,6,20,26,0,0,43,148,
"Segment 48",12,44,25,46,15,14,19,45,3,5,387,613,
"Segment 50",6,5,16,8,3,4,0,11,0,0,13,56,
"Total",7141,8504,7555,8602,7847,4772,5013,7619,1118,551,27833,86557,


" 30-39 years,  Not stated"
"1-digit level OCCP Occupation","Managers","Professionals","Technicians and Trades Workers","Community and Personal Service Workers","Clerical and Administrative Workers","Sales Workers","Machinery Operators and Drivers","Labourers","Inadequately described","Not stated","Not applicable","Total",
"SA1 (UR)",
"Segment 01",61,121,26,49,50,28,8,25,26,77,2142,2623,
"Segment 02",148,186,68,67,89,54,30,36,31,158,3054,3926,
"Segment 03",89,112,31,40,56,31,10,29,11,78,2265,2757,
"Segment 04",93,133,74,81,121,52,54,53,37,129,2679,3497,
"Segment 05",89,138,65,85,84,47,32,40,17,96,2127,2818,
"Segment 06",124,172,134,136,142,59,97,82,53,145,3983,5121,
"Segment 07",96,141,75,116,100,52,112,81,33,173,3606,4579,
"Segment 08",184,337,120,181,143,99,61,89,54,274,8553,10105,
"Segment 09",66,127,57,41,56,44,25,42,26,165,2760,3419,
"Segment 10",93,140,83,91,91,45,42,68,33,156,4476,5318,
"Segment 11",100,204,91,78,108,78,58,78,54,191,3466,4493,
"Segment 12",76,100,99,132,95,48,57,59,21,98,2977,3754,
"Segment 13",235,399,307,370,284,179,256,234,89,412,10423,13191,
"Segment 14",170,203,183,215,174,79,113,127,53,231,7703,9247,
"Segment 15",69,152,91,96,106,55,103,91,35,156,4297,5257,
"Segment 16",184,329,160,158,171,86,87,180,59,315,10960,12692,
"Segment 17",75,117,125,104,78,64,89,98,36,153,4411,5346,
"Segment 18",64,157,60,70,61,24,28,70,24,148,3626,4352,
"Segment 19",93,144,112,136,112,60,73,94,34,165,4261,5280,
"Segment 20",118,183,110,134,144,67,60,94,42,172,4587,5714,
"Segment 21",91,117,85,83,39,41,23,78,17,140,4509,5224,
"Segment 22",67,163,83,85,74,49,51,97,42,225,4709,5643,
"Segment 23",67,113,95,86,84,61,37,44,33,113,2686,3416,
"Segment 24",77,116,60,84,76,72,39,57,28,103,2842,3552,
"Segment 25",134,223,133,155,117,61,90,128,40,193,6490,7766,
"Segment 26",61,123,89,93,94,64,93,110,45,200,5202,6165,
"Segment 27",105,172,145,139,124,72,125,132,62,267,7784,9132,
"Segment 28",52,49,82,88,64,31,66,112,38,129,3473,4176,
"Segment 29",72,92,98,122,93,60,125,131,31,146,5945,6920,
"Segment 30",71,113,100,146,96,59,101,158,33,152,5725,6738,
"Segment 31",141,185,196,237,134,112,163,326,58,256,17184,18983,
"Segment 32",52,73,72,81,59,45,89,126,32,89,7994,8715,
"Segment 33",86,102,99,117,89,50,75,80,29,102,2905,3728,
"Segment 34",65,81,75,83,80,38,49,60,22,79,2587,3225,
"Segment 35",51,70,67,67,49,47,41,71,13,76,2842,3387,
"Segment 36",86,98,118,183,93,86,103,154,31,117,4522,5586,
"Segment 37",128,149,167,219,133,119,138,311,45,199,9930,11545,
"Segment 38",90,82,102,120,71,60,58,155,13,93,5466,6319,
"Segment 39",28,9,24,20,13,16,30,35,0,18,1529,1732,
"Segment 40",62,56,56,70,39,32,32,96,15,70,3015,3544,
"Segment 41",37,19,23,24,28,14,25,78,5,33,1756,2037,
"Segment 42",25,5,10,13,10,7,6,23,9,4,632,735,
"Segment 43",51,41,40,49,34,20,52,116,10,49,2546,3005,
"Segment 44",101,59,135,97,77,48,94,176,20,94,6468,7373,
"Segment 45",57,22,27,35,19,25,30,73,0,32,1806,2129,
"Segment 46",82,41,38,41,41,40,37,83,6,52,3569,4033,
"Segment 47",13,6,13,15,9,5,38,26,5,12,2554,2692,
"Segment 48",20,52,31,77,27,21,29,60,3,56,4448,4826,
"Segment 50",0,6,5,3,3,3,3,7,0,0,262,297,
"Total",4187,6055,4335,4996,4115,2613,3224,4792,1452,6583,223736,266092,


" 30-39 years,  Not applicable"
"1-digit level OCCP Occupation","Managers","Professionals","Technicians and Trades Workers","Community and Personal Service Workers","Clerical and Administrative Workers","Sales Workers","Machinery Operators and Drivers","Labourers","Inadequately described","Not stated","Not applicable","Total",
"SA1 (UR)",
"Segment 01",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 02",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 03",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 04",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 05",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 06",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 07",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 08",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 09",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 10",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 11",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 12",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 13",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 14",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 15",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 16",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 17",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 18",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 19",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 20",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 21",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 22",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 23",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 24",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 25",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 26",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 27",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 28",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 29",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 30",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 31",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 32",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 33",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 34",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 35",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 36",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 37",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 38",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 39",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 40",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 41",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 42",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 43",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 44",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 45",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 46",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 47",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 48",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 50",0,0,0,0,0,0,0,0,0,0,0,0,
"Total",0,0,0,0,0,0,0,0,0,0,0,0,


" 40-49 years,  Postgraduate Degree Level"
"1-digit level OCCP Occupation","Managers","Professionals","Technicians and Trades Workers","Community and Personal Service Workers","Clerical and Administrative Workers","Sales Workers","Machinery Operators and Drivers","Labourers","Inadequately described","Not stated","Not applicable","Total",
"SA1 (UR)",
"Segment 01",3685,8049,149,204,849,184,39,50,142,32,1463,14849,
"Segment 02",5777,10771,260,327,1189,280,35,77,183,52,1563,20508,
"Segment 03",2903,5085,94,147,576,179,14,33,103,21,965,10110,
"Segment 04",2798,5834,198,290,704,155,36,50,81,21,677,10840,
"Segment 05",2625,5419,174,250,652,134,30,50,81,19,701,10123,
"Segment 06",1195,2998,148,262,477,103,91,53,48,17,457,5843,
"Segment 07",1727,4302,307,472,1002,259,187,118,86,24,893,9380,
"Segment 08",5082,10468,293,412,1306,330,75,109,176,39,1779,20075,
"Segment 09",2531,6081,340,273,1167,363,100,103,118,50,1631,12749,
"Segment 10",2136,4595,242,342,808,191,124,86,83,33,1037,9673,
"Segment 11",2625,6370,325,381,1028,266,96,114,125,38,1176,12548,
"Segment 12",900,2287,79,177,270,82,33,40,37,10,310,4222,
"Segment 13",1932,5779,439,752,1123,301,337,198,107,34,1085,12095,
"Segment 14",1902,4766,193,311,678,132,77,85,88,15,670,8925,
"Segment 15",1021,2958,255,431,762,200,176,128,51,22,737,6745,
"Segment 16",2751,6433,339,323,1119,375,83,142,112,39,1830,13552,
"Segment 17",1103,3057,246,340,645,208,141,140,56,14,859,6814,
"Segment 18",1724,4310,159,244,547,118,75,131,82,19,947,8343,
"Segment 19",1285,3178,135,243,422,86,57,49,34,13,491,6002,
"Segment 20",2633,6268,218,340,731,154,66,83,95,16,802,11408,
"Segment 21",1441,3435,104,155,346,91,26,44,57,9,649,6355,
"Segment 22",1361,3897,287,328,838,273,145,144,75,33,1335,8717,
"Segment 23",1486,3474,142,207,518,99,54,72,51,6,589,6695,
"Segment 24",861,2452,61,130,202,48,13,32,43,11,283,4138,
"Segment 25",2297,6047,305,522,987,207,116,163,92,39,1093,11861,
"Segment 26",952,2664,212,328,667,176,125,106,52,20,872,6167,
"Segment 27",1130,3283,278,411,764,219,198,124,63,29,1047,7542,
"Segment 28",372,1015,67,106,172,58,50,51,19,11,272,2186,
"Segment 29",516,1456,125,203,254,62,45,74,30,5,334,3108,
"Segment 30",405,1414,121,222,254,69,67,66,25,7,363,3008,
"Segment 31",1060,3183,218,390,485,137,129,166,53,17,873,6722,
"Segment 32",559,1430,89,127,242,67,46,52,26,6,389,3036,
"Segment 33",758,2073,59,102,179,23,16,18,26,7,208,3467,
"Segment 34",938,2483,65,116,248,41,12,21,35,7,273,4241,
"Segment 35",777,2185,71,92,208,43,13,29,17,4,315,3775,
"Segment 36",567,1898,59,104,145,27,12,27,19,7,231,3083,
"Segment 37",772,2756,102,223,262,52,27,58,33,12,448,4734,
"Segment 38",568,1736,63,135,192,51,25,38,16,0,373,3195,
"Segment 39",152,383,4,25,36,6,3,11,3,0,63,689,
"Segment 40",355,928,51,75,114,31,29,33,15,3,175,1805,
"Segment 41",64,235,6,20,27,4,0,5,0,0,25,388,
"Segment 42",112,212,8,19,32,6,0,12,0,0,36,435,
"Segment 43",249,626,28,38,73,6,8,22,3,0,105,1153,
"Segment 44",649,1570,62,89,166,34,10,20,26,7,237,2865,
"Segment 45",174,447,12,25,47,8,0,11,3,3,55,785,
"Segment 46",264,553,16,22,51,14,0,4,8,0,64,1014,
"Segment 47",50,101,8,3,6,0,11,3,0,0,17,190,
"Segment 48",61,139,9,16,24,0,0,4,4,0,18,272,
"Segment 50",11,51,3,4,6,0,0,0,0,0,6,82,
"Total",67270,161135,7207,10761,23588,5972,3054,3223,2677,804,30823,316522,


" 40-49 years,  Graduate Diploma and Graduate Certificate Level"
"1-digit level OCCP Occupation","Managers","Professionals","Technicians and Trades Workers","Community and Personal Service Workers","Clerical and Administrative Workers","Sales Workers","Machinery Operators and Drivers","Labourers","Inadequately described","Not stated","Not applicable","Total",
"SA1 (UR)",
"Segment 01",806,1922,51,123,265,54,6,13,30,8,376,3652,
"Segment 02",1711,3572,103,314,547,105,11,14,56,6,507,6950,
"Segment 03",707,1419,32,102,192,55,0,13,28,8,283,2840,
"Segment 04",982,2622,91,330,387,43,8,19,29,6,293,4817,
"Segment 05",841,2250,74,236,293,53,12,16,28,0,302,4114,
"Segment 06",498,1465,66,298,225,39,17,15,16,4,178,2824,
"Segment 07",394,1051,51,256,203,49,49,19,14,0,199,2293,
"Segment 08",1337,2733,116,200,407,84,11,24,49,8,496,5468,
"Segment 09",410,971,58,169,223,65,25,13,19,0,244,2196,
"Segment 10",481,1181,46,178,219,34,24,16,14,4,237,2435,
"Segment 11",685,1859,70,257,295,69,25,26,27,5,319,3643,
"Segment 12",452,1356,65,306,197,28,15,23,23,0,172,2638,
"Segment 13",565,1995,93,540,339,69,64,57,23,5,309,4066,
"Segment 14",769,2019,81,339,304,57,24,32,37,5,257,3920,
"Segment 15",205,555,40,149,133,33,23,19,15,0,137,1320,
"Segment 16",468,1106,47,145,232,48,22,26,18,4,273,2379,
"Segment 17",260,842,45,158,159,42,32,15,14,5,198,1768,
"Segment 18",417,1002,44,121,174,20,13,21,15,0,203,2038,
"Segment 19",520,1561,57,272,208,27,17,19,10,0,218,2928,
"Segment 20",978,2727,86,341,403,56,14,36,33,5,330,5001,
"Segment 21",374,896,37,90,137,24,5,5,13,4,154,1733,
"Segment 22",234,615,33,102,148,44,16,21,14,7,216,1440,
"Segment 23",506,1242,40,150,200,34,9,12,14,3,200,2413,
"Segment 24",429,1328,29,230,185,29,9,13,15,6,203,2463,
"Segment 25",742,1943,85,279,339,67,19,39,28,6,302,3849,
"Segment 26",173,520,29,161,130,28,26,17,14,5,207,1310,
"Segment 27",221,701,37,233,167,46,36,25,11,12,254,1742,
"Segment 28",138,352,18,86,59,10,16,17,5,0,94,790,
"Segment 29",189,659,37,167,122,17,13,21,4,0,164,1396,
"Segment 30",161,730,38,214,121,18,17,21,17,0,191,1527,
"Segment 31",334,1153,60,223,188,44,34,34,15,3,279,2375,
"Segment 32",157,369,17,94,79,10,17,10,8,0,133,899,
"Segment 33",401,1313,51,280,191,23,4,13,15,5,144,2428,
"Segment 34",419,1436,47,234,180,34,0,14,9,0,167,2546,
"Segment 35",338,1070,54,182,144,27,7,9,20,6,164,2017,
"Segment 36",281,1386,37,266,155,24,7,25,10,5,167,2363,
"Segment 37",401,1613,61,361,200,36,11,34,23,0,234,2980,
"Segment 38",261,927,35,202,120,30,13,21,10,5,177,1790,
"Segment 39",79,210,11,41,20,7,0,9,6,0,23,403,
"Segment 40",122,466,39,102,55,13,3,6,8,0,64,873,
"Segment 41",62,178,6,26,37,3,0,5,3,0,25,351,
"Segment 42",56,147,9,28,14,9,0,8,0,0,14,276,
"Segment 43",109,428,5,88,51,8,4,12,3,0,66,775,
"Segment 44",324,954,47,180,132,25,5,18,14,3,133,1843,
"Segment 45",120,335,15,69,39,7,4,6,5,0,53,657,
"Segment 46",168,458,14,101,65,0,9,13,4,5,57,894,
"Segment 47",35,62,9,7,0,3,3,3,0,0,11,132,
"Segment 48",33,84,0,38,3,0,3,4,0,0,13,182,
"Segment 50",4,29,0,4,0,0,0,0,0,0,3,50,
"Total",20376,55826,2228,9070,8690,1647,715,882,775,150,9420,109776,


" 40-49 years,  Bachelor Degree Level"
"1-digit level OCCP Occupation","Managers","Professionals","Technicians and Trades Workers","Community and Personal Service Workers","Clerical and Administrative Workers","Sales Workers","Machinery Operators and Drivers","Labourers","Inadequately described","Not stated","Not applicable","Total",
"SA1 (UR)",
"Segment 01",6540,12795,534,761,2231,791,112,154,260,70,3784,28041,
"Segment 02",11550,20993,1044,1748,4069,1259,198,321,395,75,4469,46117,
"Segment 03",6059,9951,445,704,1870,682,66,177,231,46,2878,23096,
"Segment 04",6076,14146,905,1563,2688,620,191,285,204,38,2197,28927,
"Segment 05",5504,12213,805,1357,2462,602,152,253,189,30,2308,25867,
"Segment 06",2684,8032,685,1277,1655,445,307,291,130,36,1477,17009,
"Segment 07",2737,7027,803,1254,2074,605,585,406,178,63,2146,17870,
"Segment 08",9319,16554,1012,1477,3150,1217,246,422,332,79,4283,38083,
"Segment 09",3558,7797,843,917,2242,793,276,324,190,67,3444,20450,
"Segment 10",3676,7855,806,995,2001,587,319,334,158,39,2282,19051,
"Segment 11",5224,11190,1090,1414,2921,857,320,406,216,71,3213,26926,
"Segment 12",2371,7207,576,1040,1588,363,159,232,103,31,1321,14990,
"Segment 13",3770,11767,1595,2362,2845,843,924,924,233,68,3041,28371,
"Segment 14",4062,10784,882,1602,2171,556,271,457,184,40,2116,23122,
"Segment 15",1460,4265,667,874,1322,393,468,437,109,39,1540,11569,
"Segment 16",3824,7650,877,959,2046,728,310,465,207,67,3510,20630,
"Segment 17",2068,5785,929,1082,1731,458,482,565,121,42,2157,15425,
"Segment 18",2409,5417,464,598,1151,332,151,253,102,28,1523,12422,
"Segment 19",2933,7909,702,1147,1746,432,218,326,113,29,1668,17219,
"Segment 20",5591,13409,1054,1719,2812,742,250,398,266,71,2645,28962,
"Segment 21",2593,5267,438,525,976,387,84,214,117,14,1596,12218,
"Segment 22",1835,4625,737,736,1371,520,331,423,119,34,2486,13226,
"Segment 23",3255,6678,596,721,1731,517,210,264,140,42,1817,15974,
"Segment 24",2386,7155,460,1007,1231,401,104,230,87,20,1345,14423,
"Segment 25",4371,10485,1176,1642,2535,694,390,599,244,53,2870,25059,
"Segment 26",1548,4379,651,864,1389,420,487,459,108,37,2269,12621,
"Segment 27",2033,5353,874,1161,1876,534,507,490,133,55,2908,15922,
"Segment 28",949,2661,392,487,816,201,241,285,62,15,1097,7203,
"Segment 29",1051,3431,503,807,890,271,243,321,52,15,1232,8819,
"Segment 30",1091,3722,523,934,1010,272,268,388,83,21,1294,9605,
"Segment 31",2008,6053,872,1386,1459,562,389,675,121,29,2528,16087,
"Segment 32",1013,2453,325,467,633,166,155,208,49,18,1269,6746,
"Segment 33",2236,6765,420,908,1237,248,109,177,99,15,972,13186,
"Segment 34",2549,7677,464,969,1266,315,109,193,94,21,1160,14815,
"Segment 35",2095,6068,412,805,984,303,82,183,77,26,1230,12261,
"Segment 36",1715,6803,425,1036,1056,270,131,242,85,26,1155,12951,
"Segment 37",2148,8068,672,1381,1370,347,195,482,111,34,1805,16604,
"Segment 38",1607,4856,419,803,853,299,97,247,71,28,1382,10672,
"Segment 39",517,1169,102,182,219,49,15,75,16,21,265,2622,
"Segment 40",954,2712,270,429,501,150,75,166,44,12,701,6023,
"Segment 41",454,1277,71,160,223,34,22,57,18,3,179,2492,
"Segment 42",411,791,59,112,133,30,19,59,3,0,148,1767,
"Segment 43",873,2274,174,314,404,98,45,160,31,13,518,4908,
