Australian Bureau of Statistics

"2021 Census - employment, income and education"
"AGE10P Age in Ten Year Groups and INCP Total Personal Income (weekly) by SA1 (UR) by LTHP Type of Long-term Health Condition"
"Counting: Person Records"

Filters:
"Default Summation","Person Records"

" 0-9 years,  Negative income"
"LTHP Type of Long-term Health Condition","Arthritis","Asthma","Cancer (including remission)","Dementia (including Alzheimer's)","Diabetes (excluding gestational diabetes)","Heart disease (including heart attack or angina)","Kidney disease","Lung condition (including COPD or emphysema)","Mental health condition (including depression or anxiety)","Stroke","Any other long-term health condition(s)","No long-term health condition(s)","Total",
"LTHP Type of Long-term Health Condition","Arthritis","Asthma","Cancer (including remission)","Dementia (including Alzheimer's)","Diabetes (excluding gestational diabetes)","Heart disease (including heart attack or angina)","Kidney disease","Lung condition (including COPD or emphysema)","Mental health condition (including depression or anxiety)","Stroke","Any other long-term health condition(s)","No long-term health condition(s)","Total",
"SA1 (UR)",
"Segment 01",743,232,457,25,273,505,58,110,117,66,362,1476,3416,
"Segment 02",647,221,366,31,291,454,54,90,96,42,347,1197,2866,
"Segment 03",706,211,368,20,247,452,62,115,99,51,318,1264,2991,
"Segment 04",178,68,85,3,98,119,23,31,23,16,99,316,779,
"Segment 05",273,113,171,3,170,227,29,46,42,22,142,489,1260,
"Segment 06",47,21,21,0,34,36,5,5,9,9,19,65,181,
"Segment 07",15,6,12,0,25,16,0,5,6,0,13,39,95,
"Segment 08",457,146,283,24,196,312,42,85,73,53,282,916,2172,
"Segment 09",143,55,78,4,106,146,19,33,29,17,109,367,836,
"Segment 10",130,50,81,6,72,92,15,20,28,16,73,239,592,
"Segment 11",179,54,97,3,124,140,13,27,32,17,103,347,849,
"Segment 12",88,30,35,4,61,64,12,17,19,9,45,111,345,
"Segment 13",71,23,51,4,66,49,9,11,12,10,25,134,333,
"Segment 14",81,26,51,0,51,54,4,26,21,8,46,167,376,
"Segment 15",17,6,10,0,18,13,3,0,3,0,11,28,80,
"Segment 16",151,46,97,3,87,103,15,34,21,16,96,311,744,
"Segment 17",44,20,15,0,49,36,5,6,3,4,37,112,253,
"Segment 18",142,30,83,8,56,96,10,25,19,14,65,262,593,
"Segment 19",78,23,44,0,45,58,8,11,15,6,47,129,332,
"Segment 20",246,87,156,10,135,158,22,43,36,26,153,416,1076,
"Segment 21",166,60,100,11,73,111,12,33,25,17,111,303,779,
"Segment 22",41,7,20,0,30,32,0,4,12,3,30,68,190,
"Segment 23",104,39,38,6,85,66,12,18,15,12,57,238,520,
"Segment 24",136,34,65,6,65,85,7,31,27,10,58,209,535,
"Segment 25",154,58,62,5,83,84,21,30,31,21,80,240,602,
"Segment 26",33,13,11,0,39,22,3,8,3,0,11,66,159,
"Segment 27",74,22,20,3,60,50,6,15,13,4,38,92,267,
"Segment 28",20,3,10,0,18,15,0,6,4,5,10,50,101,
"Segment 29",53,14,16,4,40,28,6,10,9,3,18,76,197,
"Segment 30",60,19,35,0,29,22,4,10,16,6,30,63,192,
"Segment 31",107,32,64,0,61,80,11,36,19,16,60,194,484,
"Segment 32",29,15,15,0,23,34,8,13,14,4,22,69,166,
"Segment 33",75,23,35,0,40,60,5,9,15,15,43,103,302,
"Segment 34",158,49,88,0,68,94,13,29,30,9,64,282,657,
"Segment 35",252,76,126,7,97,173,21,35,49,21,119,395,1001,
"Segment 36",137,43,64,4,67,80,12,33,31,25,61,192,511,
"Segment 37",153,49,67,9,74,94,17,31,32,16,57,228,577,
"Segment 38",331,99,160,11,134,192,29,69,73,35,130,487,1252,
"Segment 39",44,12,20,5,21,41,4,10,3,5,12,92,192,
"Segment 40",72,19,32,0,39,54,6,3,10,5,22,138,309,
"Segment 41",37,15,26,0,16,25,4,5,10,3,14,72,166,
"Segment 42",35,5,14,0,12,19,4,4,3,0,12,71,142,
"Segment 43",72,28,37,0,42,44,4,10,8,9,28,135,309,
"Segment 44",206,73,108,4,89,147,22,33,32,17,88,446,963,
"Segment 45",77,21,29,0,28,37,7,12,16,4,29,166,334,
"Segment 46",128,32,55,9,56,84,15,27,26,13,36,237,546,
"Segment 47",15,4,7,0,9,8,0,3,4,0,4,39,78,
"Segment 48",9,0,3,0,3,10,0,0,3,0,5,23,45,
"Segment 50",7,0,3,0,0,0,0,3,0,0,8,15,27,
"Total",7216,2317,3903,254,3597,4907,685,1253,1240,670,3630,13154,31786,


" 70-79 years,  $3,000-$3,499 ($156,000-$181,999)"
"LTHP Type of Long-term Health Condition","Arthritis","Asthma","Cancer (including remission)","Dementia (including Alzheimer's)","Diabetes (excluding gestational diabetes)","Heart disease (including heart attack or angina)","Kidney disease","Lung condition (including COPD or emphysema)","Mental health condition (including depression or anxiety)","Stroke","Any other long-term health condition(s)","No long-term health condition(s)","Total",
"SA1 (UR)",
"Segment 01",273,91,158,6,114,181,24,34,35,31,126,542,1269,
"Segment 02",169,54,83,7,83,157,15,26,30,19,99,326,821,
"Segment 03",228,69,129,11,81,144,20,26,35,28,102,455,1013,
"Segment 04",53,15,22,0,22,24,9,5,5,6,27,76,194,
"Segment 05",76,21,34,0,38,44,4,9,9,9,39,133,319,
"Segment 06",9,3,0,0,9,13,0,5,0,0,5,19,56,
"Segment 07",10,5,0,0,3,5,0,0,0,0,4,9,26,
"Segment 08",143,50,83,7,56,85,19,27,25,13,70,277,654,
"Segment 09",43,13,24,0,34,25,0,6,3,3,28,98,222,
"Segment 10",35,9,24,0,28,39,6,11,5,4,17,55,164,
"Segment 11",35,10,25,3,39,32,4,7,5,3,33,88,221,
"Segment 12",14,3,12,0,6,10,4,5,0,0,3,37,76,
"Segment 13",24,5,13,3,11,8,0,10,5,0,14,35,90,
"Segment 14",25,0,7,0,8,9,0,6,0,0,10,53,113,
"Segment 15",4,0,6,0,9,3,3,0,0,0,3,18,32,
"Segment 16",56,17,39,4,33,43,6,13,12,4,25,106,273,
"Segment 17",10,0,4,0,10,8,0,0,0,0,4,19,48,
"Segment 18",31,16,23,0,19,28,4,3,3,0,24,86,184,
"Segment 19",21,14,12,5,12,16,3,4,6,0,10,37,83,
"Segment 20",39,22,21,0,26,37,4,8,6,5,21,100,222,
"Segment 21",40,22,27,0,28,32,4,9,3,10,25,125,249,
"Segment 22",8,4,3,0,16,8,0,0,0,0,8,27,64,
"Segment 23",41,8,14,0,27,22,3,6,4,8,16,64,160,
"Segment 24",34,11,15,0,16,29,3,11,3,3,13,54,129,
"Segment 25",32,11,16,0,20,20,4,3,3,5,16,52,139,
"Segment 26",4,0,8,0,7,3,0,0,0,0,4,15,36,
"Segment 27",15,4,7,0,15,12,3,4,0,0,10,24,65,
"Segment 28",12,5,3,0,5,0,0,9,0,4,0,17,37,
"Segment 29",14,6,8,0,10,6,0,6,5,6,4,12,44,
"Segment 30",24,10,7,0,8,11,0,9,5,0,4,19,59,
"Segment 31",24,9,16,6,11,17,0,7,3,6,15,47,112,
"Segment 32",15,11,5,0,13,17,4,0,4,7,12,15,58,
"Segment 33",26,12,20,0,15,9,0,5,13,0,11,37,91,
"Segment 34",39,16,16,6,19,34,7,9,12,6,25,61,171,
"Segment 35",75,12,34,3,25,47,4,8,16,4,37,129,311,
"Segment 36",36,11,16,0,15,18,0,8,5,6,8,54,123,
"Segment 37",44,3,12,0,22,20,3,10,7,10,18,68,145,
"Segment 38",92,39,41,0,45,65,6,20,20,12,44,149,379,
"Segment 39",13,7,6,0,3,4,0,6,8,0,8,28,62,
"Segment 40",28,4,13,0,17,11,3,4,0,0,13,32,91,
"Segment 41",15,3,10,0,7,14,0,0,6,3,0,24,64,
"Segment 42",15,3,8,0,4,4,0,3,0,3,10,18,44,
"Segment 43",14,5,14,0,10,11,3,9,4,0,9,42,102,
"Segment 44",90,25,41,3,31,45,10,9,11,5,32,134,322,
"Segment 45",28,16,15,0,11,27,5,6,11,4,9,53,120,
"Segment 46",26,9,16,0,24,21,3,3,5,3,6,71,156,
"Segment 47",6,5,0,0,0,5,0,0,0,0,0,17,31,
"Segment 48",3,4,0,0,3,0,0,0,0,0,0,10,12,
"Segment 50",5,0,0,0,0,0,0,0,0,0,0,0,8,
"Total",2103,704,1126,74,1071,1431,197,351,335,237,1029,3946,9437,


" 70-79 years,  $3,500 or more ($182,000 or more)"
"LTHP Type of Long-term Health Condition","Arthritis","Asthma","Cancer (including remission)","Dementia (including Alzheimer's)","Diabetes (excluding gestational diabetes)","Heart disease (including heart attack or angina)","Kidney disease","Lung condition (including COPD or emphysema)","Mental health condition (including depression or anxiety)","Stroke","Any other long-term health condition(s)","No long-term health condition(s)","Total",
"SA1 (UR)",
"Segment 01",894,286,512,36,340,669,77,116,124,84,413,1934,4299,
"Segment 02",372,127,224,20,172,297,36,60,47,45,209,765,1780,
"Segment 03",645,218,387,25,270,488,54,87,80,58,299,1438,3166,
"Segment 04",70,22,29,0,37,50,8,10,9,12,31,154,334,
"Segment 05",134,35,71,9,88,112,18,24,20,17,69,234,613,
"Segment 06",13,9,11,0,13,9,7,3,0,3,11,25,64,
"Segment 07",16,5,3,0,13,8,0,6,0,0,15,22,62,
"Segment 08",323,113,215,15,156,280,45,58,42,31,184,750,1708,
"Segment 09",82,28,39,3,74,84,13,10,8,10,66,255,530,
"Segment 10",70,28,41,4,56,54,15,11,13,4,44,141,338,
"Segment 11",82,27,47,0,72,63,15,10,7,12,50,150,404,
"Segment 12",42,17,25,0,29,21,4,6,5,10,7,49,139,
"Segment 13",67,18,29,8,37,33,6,16,13,7,28,78,240,
"Segment 14",61,14,25,4,32,39,3,10,14,7,24,92,252,
"Segment 15",11,0,3,0,8,7,0,0,4,0,4,16,41,
"Segment 16",166,59,88,11,74,117,21,29,19,18,73,305,716,
"Segment 17",37,6,16,0,23,16,4,3,3,5,17,67,151,
"Segment 18",93,25,71,4,49,75,7,9,23,5,41,204,467,
"Segment 19",26,10,19,4,26,16,0,11,10,5,14,52,144,
"Segment 20",120,33,54,3,63,71,19,17,31,11,59,202,497,
"Segment 21",180,56,103,6,69,116,9,28,24,22,68,356,813,
"Segment 22",15,11,9,0,16,21,4,9,3,0,16,57,117,
"Segment 23",73,16,34,6,58,50,4,9,13,4,25,129,311,
"Segment 24",65,26,47,9,38,49,10,13,10,7,35,109,281,
"Segment 25",78,30,36,6,37,55,11,14,8,12,53,108,304,
"Segment 26",18,6,0,0,19,10,0,0,4,4,11,39,88,
"Segment 27",34,6,14,3,30,28,5,3,11,4,18,51,129,
"Segment 28",23,5,5,0,14,15,0,0,8,0,12,23,78,
"Segment 29",36,5,15,4,23,17,7,3,13,5,12,39,112,
"Segment 30",46,20,20,4,24,29,11,14,20,9,19,41,142,
"Segment 31",109,44,25,9,45,70,14,34,22,12,35,117,356,
"Segment 32",63,25,17,3,38,33,13,18,12,10,24,65,203,
"Segment 33",45,12,34,6,33,46,3,11,8,7,19,62,175,
"Segment 34",101,28,50,6,55,73,6,27,14,8,39,151,406,
"Segment 35",186,65,77,10,92,127,20,55,40,27,65,290,711,
"Segment 36",131,40,54,4,65,64,10,34,29,11,25,175,453,
"Segment 37",120,37,51,11,82,68,8,29,35,16,37,150,425,
"Segment 38",287,97,128,25,139,154,29,73,75,44,100,354,973,
"Segment 39",36,16,25,0,24,31,9,7,7,10,16,80,189,
"Segment 40",60,12,28,4,45,33,7,11,12,12,23,108,252,
"Segment 41",34,10,18,0,23,21,5,5,6,3,15,74,160,
"Segment 42",21,9,15,0,15,15,3,4,0,7,8,48,110,
"Segment 43",58,18,28,0,29,37,8,4,12,4,17,106,242,
"Segment 44",231,65,103,13,93,146,20,48,35,18,88,382,902,
"Segment 45",73,27,37,7,36,41,3,10,12,8,27,114,295,
"Segment 46",102,36,49,6,49,45,13,16,18,11,24,203,447,
"Segment 47",25,12,5,0,11,12,3,0,3,0,4,27,76,
"Segment 48",14,3,0,0,7,9,0,8,0,0,3,6,31,
"Segment 50",5,0,3,0,3,0,3,0,0,0,4,5,25,
"Total",5586,1834,2969,292,2863,3947,591,988,914,637,2502,10401,24766,


" 80-89 years,  Negative income"
"LTHP Type of Long-term Health Condition","Arthritis","Asthma","Cancer (including remission)","Dementia (including Alzheimer's)","Diabetes (excluding gestational diabetes)","Heart disease (including heart attack or angina)","Kidney disease","Lung condition (including COPD or emphysema)","Mental health condition (including depression or anxiety)","Stroke","Any other long-term health condition(s)","No long-term health condition(s)","Total",
"SA1 (UR)",
"Segment 01",89,15,26,40,31,41,11,19,42,16,50,48,207,
"Segment 02",78,17,33,68,25,61,9,16,35,23,34,88,311,
"Segment 03",89,24,30,61,40,52,14,20,33,14,71,75,309,
"Segment 04",34,8,10,6,8,24,4,6,3,7,10,27,97,
"Segment 05",47,15,12,5,28,41,8,9,7,15,25,51,171,
"Segment 06",17,5,10,0,12,6,0,4,4,6,11,25,62,
"Segment 07",15,7,0,5,6,13,4,4,3,0,10,32,68,
"Segment 08",55,17,18,22,29,22,6,13,16,11,34,66,197,
"Segment 09",52,17,18,16,22,31,10,8,11,7,17,45,157,
"Segment 10",28,11,9,17,17,16,9,9,10,11,16,40,121,
"Segment 11",60,22,22,15,34,39,6,21,18,5,29,77,225,
"Segment 12",34,9,19,5,23,17,0,4,4,9,5,26,100,
"Segment 13",42,15,11,12,19,25,6,7,6,5,15,36,118,
"Segment 14",36,18,8,16,14,20,3,9,3,11,8,32,116,
"Segment 15",6,4,4,7,5,8,0,0,0,0,0,10,27,
"Segment 16",8,4,10,5,8,13,3,3,5,4,8,16,53,
"Segment 17",40,4,10,15,15,17,9,4,3,4,5,31,97,
"Segment 18",15,3,3,7,11,8,0,0,3,5,8,13,47,
"Segment 19",43,13,19,13,27,37,13,11,13,3,17,31,131,
"Segment 20",101,24,34,32,43,59,13,29,21,21,47,76,276,
"Segment 21",26,7,3,9,12,23,3,5,7,9,10,39,106,
"Segment 22",20,0,3,4,16,16,0,4,5,0,14,18,71,
"Segment 23",137,23,43,50,70,78,18,12,53,22,62,99,363,
"Segment 24",46,9,15,18,22,25,8,19,10,12,16,55,156,
"Segment 25",61,18,29,31,39,33,12,20,16,17,32,67,218,
"Segment 26",46,9,7,15,28,18,12,8,14,10,13,37,132,
"Segment 27",74,13,20,28,63,52,12,15,26,16,28,72,254,
"Segment 28",21,0,10,29,39,17,3,3,10,4,32,45,128,
"Segment 29",58,9,12,17,27,34,12,13,13,11,12,60,171,
"Segment 30",58,14,18,29,37,26,7,15,17,12,15,26,143,
"Segment 31",62,14,34,45,34,47,11,16,33,22,45,71,247,
"Segment 32",44,15,15,11,30,20,6,7,8,12,18,41,134,
"Segment 33",28,7,14,11,18,20,6,8,5,3,16,37,105,
"Segment 34",47,17,18,9,15,21,7,12,3,5,16,41,127,
"Segment 35",103,39,43,36,44,64,15,30,26,19,27,84,300,
"Segment 36",103,33,25,25,48,49,15,21,8,17,32,97,305,
"Segment 37",133,35,33,34,61,75,14,28,28,18,41,104,370,
"Segment 38",262,67,66,78,101,149,27,53,49,46,76,172,684,
"Segment 39",10,3,4,4,5,7,0,3,0,0,7,24,58,
"Segment 40",25,7,20,3,7,14,3,10,5,4,3,35,92,
"Segment 41",16,0,4,3,3,16,4,4,4,0,0,34,63,
"Segment 42",9,3,6,3,5,7,3,0,0,0,3,13,33,
"Segment 43",16,3,8,11,8,17,5,3,4,13,17,24,82,
"Segment 44",97,24,37,42,50,80,18,20,21,29,34,76,308,
"Segment 45",18,4,4,0,19,16,3,6,3,9,18,30,88,
"Segment 46",34,3,11,11,29,20,4,5,4,8,20,44,142,
"Segment 47",3,0,4,0,3,5,3,4,0,0,4,16,25,
"Segment 48",13,4,0,3,4,3,0,0,4,0,4,12,31,
"Segment 50",0,0,0,0,0,5,0,0,0,0,0,3,9,
"Total",2459,634,797,908,1255,1514,372,560,612,477,1019,2329,7848,


" 80-89 years,  Nil income"
"LTHP Type of Long-term Health Condition","Arthritis","Asthma","Cancer (including remission)","Dementia (including Alzheimer's)","Diabetes (excluding gestational diabetes)","Heart disease (including heart attack or angina)","Kidney disease","Lung condition (including COPD or emphysema)","Mental health condition (including depression or anxiety)","Stroke","Any other long-term health condition(s)","No long-term health condition(s)","Total",
"SA1 (UR)",
"Segment 01",353,57,131,214,193,244,38,50,111,78,239,348,1239,
"Segment 02",432,86,179,209,225,330,65,78,109,97,234,448,1582,
"Segment 03",293,74,130,135,133,227,41,54,68,72,142,323,1062,
"Segment 04",208,50,76,69,110,135,31,44,37,39,86,184,667,
"Segment 05",259,60,102,90,125,187,34,60,59,66,132,275,890,
"Segment 06",107,37,34,63,71,94,27,21,18,23,64,113,416,
"Segment 07",169,48,41,74,149,114,25,31,28,39,99,195,637,
"Segment 08",289,75,115,181,185,203,46,63,102,68,196,339,1196,
"Segment 09",344,75,139,216,325,298,72,66,100,91,345,545,1678,
"Segment 10",213,31,71,90,174,142,37,36,40,45,127,224,772,
"Segment 11",472,101,144,165,320,320,75,92,102,99,268,488,1637,
"Segment 12",158,34,68,79,92,99,27,50,35,34,59,142,524,
"Segment 13",176,44,66,50,133,150,38,47,46,54,86,184,651,
"Segment 14",191,39,69,76,120,147,42,59,57,46,95,149,588,
"Segment 15",67,28,25,25,64,60,26,12,13,16,34,77,262,
"Segment 16",95,25,42,38,83,98,18,14,21,28,82,175,503,
"Segment 17",134,30,59,45,139,113,34,26,13,32,95,228,638,
"Segment 18",106,25,35,63,82,88,12,25,66,26,115,99,410,
"Segment 19",175,45,62,93,90,148,36,60,63,42,117,171,617,
"Segment 20",445,107,160,255,239,312,76,84,189,99,273,390,1458,
"Segment 21",133,29,46,70,83,94,16,32,31,37,78,94,436,
"Segment 22",109,30,50,47,122,118,24,31,25,41,94,233,624,
"Segment 23",527,95,153,273,347,350,95,105,176,116,309,527,1796,
"Segment 24",214,51,73,99,108,137,32,68,74,28,87,163,634,
"Segment 25",335,79,116,186,197,223,57,78,138,75,214,323,1204,
"Segment 26",275,71,74,125,236,193,52,43,73,64,249,300,1102,
"Segment 27",394,89,113,137,331,287,73,72,99,97,253,437,1477,
"Segment 28",175,54,39,74,170,95,38,22,34,47,106,241,695,
"Segment 29",207,59,67,109,123,133,38,48,88,44,142,189,697,
"Segment 30",211,52,68,128,142,134,32,55,77,52,134,138,662,
"Segment 31",254,56,97,156,137,169,48,62,114,67,161,208,838,
"Segment 32",161,58,56,58,143,102,30,36,39,27,84,161,593,
"Segment 33",157,31,50,82,75,94,28,31,33,17,49,97,438,
"Segment 34",172,36,70,49,93,116,23,34,14,30,63,173,543,
"Segment 35",289,73,106,123,126,180,52,70,70,49,126,214,867,
"Segment 36",322,78,117,96,141,177,57,70,66,74,77,251,897,
"Segment 37",456,114,155,201,214,295,69,109,163,113,218,266,1255,
"Segment 38",622,160,196,246,270,359,113,133,141,111,232,479,1800,
"Segment 39",72,5,34,14,30,43,12,16,13,13,23,50,188,
"Segment 40",108,35,41,40,55,77,15,23,26,26,42,105,371,
"Segment 41",58,5,28,17,37,58,14,3,7,17,21,44,180,
"Segment 42",24,4,3,7,12,14,0,5,4,5,9,21,70,
"Segment 43",89,21,31,43,46,70,14,15,19,22,35,80,291,
"Segment 44",220,54,93,93,100,158,41,59,59,39,86,191,696,
"Segment 45",79,21,30,32,31,59,16,18,22,18,33,71,252,
"Segment 46",126,35,47,73,78,85,22,36,22,26,49,96,420,
"Segment 47",21,0,8,5,4,13,0,4,4,4,8,6,47,
"Segment 48",16,7,3,8,17,17,7,6,3,5,6,12,55,
"Segment 50",5,4,0,3,5,0,0,0,0,4,0,7,18,
"Total",10512,2485,3726,4795,6513,7394,1828,2248,2909,2377,5861,10309,36569,


" 80-89 years,  $1-$149 ($1-$7,799)"
"LTHP Type of Long-term Health Condition","Arthritis","Asthma","Cancer (including remission)","Dementia (including Alzheimer's)","Diabetes (excluding gestational diabetes)","Heart disease (including heart attack or angina)","Kidney disease","Lung condition (including COPD or emphysema)","Mental health condition (including depression or anxiety)","Stroke","Any other long-term health condition(s)","No long-term health condition(s)","Total",
"SA1 (UR)",
"Segment 01",177,43,86,53,65,115,22,32,37,28,89,141,567,
"Segment 02",274,61,130,90,114,189,36,58,48,45,124,209,848,
"Segment 03",186,48,73,53,71,134,25,36,32,25,93,150,580,
"Segment 04",131,33,45,30,51,91,19,36,13,21,51,92,365,
"Segment 05",196,46,72,46,75,133,24,43,39,30,80,141,541,
"Segment 06",45,11,14,16,18,27,8,12,4,13,21,23,117,
"Segment 07",31,6,13,0,12,25,0,7,7,8,24,28,106,
"Segment 08",206,46,91,65,74,131,31,41,51,27,116,155,609,
"Segment 09",159,43,67,49,105,133,21,36,34,37,97,152,572,
"Segment 10",113,25,35,28,45,67,9,21,21,15,41,83,312,
"Segment 11",251,65,86,59,118,167,29,46,49,42,112,187,717,
"Segment 12",98,16,28,24,30,60,18,19,27,9,38,65,256,
"Segment 13",119,30,42,25,50,71,10,24,30,19,39,81,306,
"Segment 14",112,27,38,43,51,80,24,29,30,32,60,53,291,
"Segment 15",26,7,9,3,14,15,3,8,10,5,11,16,79,
"Segment 16",54,9,28,13,29,48,3,8,7,3,40,52,190,
"Segment 17",65,12,21,23,40,40,11,12,13,10,32,44,190,
"Segment 18",58,8,37,16,40,37,8,10,15,11,30,49,195,
"Segment 19",90,23,40,22,30,65,13,19,16,19,38,70,269,
"Segment 20",290,79,110,94,120,218,47,77,74,49,139,185,829,
"Segment 21",92,24,37,35,47,58,9,21,37,17,44,57,269,
"Segment 22",60,10,15,14,32,39,6,13,11,7,33,48,176,
"Segment 23",260,53,80,72,123,150,47,27,52,41,97,185,706,
"Segment 24",145,49,64,35,69,86,12,36,23,24,61,89,407,
"Segment 25",181,37,63,47,89,119,37,37,28,30,71,128,503,
"Segment 26",81,18,29,29,56,51,9,12,20,11,41,64,258,
"Segment 27",129,30,34,36,80,90,16,24,37,28,73,113,410,
"Segment 28",57,16,17,15,33,32,4,13,14,8,22,37,152,
"Segment 29",99,27,32,22,53,69,17,24,27,24,35,70,275,
"Segment 30",99,23,24,26,46,60,9,22,22,21,34,71,273,
"Segment 31",154,32,62,51,66,98,22,39,34,37,50,88,421,
"Segment 32",97,23,25,27,40,47,11,18,18,21,54,50,250,
"Segment 33",100,27,36,32,35,68,14,21,16,7,30,51,256,
"Segment 34",152,35,52,27,59,93,17,33,19,27,53,88,387,
"Segment 35",243,54,96,61,96,163,36,46,50,35,104,184,693,
"Segment 36",247,62,87,62,80,158,34,51,64,50,90,146,631,
"Segment 37",252,69,106,69,117,172,58,84,33,43,92,176,719,
"Segment 38",564,125,200,151,197,358,79,124,111,101,195,352,1473,
"Segment 39",35,4,13,4,23,18,4,12,4,4,10,36,105,
"Segment 40",64,19,29,16,32,46,7,16,9,11,26,57,210,
"Segment 41",42,4,11,12,24,28,9,17,3,4,15,25,124,
"Segment 42",20,4,9,7,6,14,7,0,3,0,4,15,58,
"Segment 43",62,22,20,15,34,52,16,23,14,11,25,55,206,
"Segment 44",190,48,64,34,72,116,22,48,30,21,66,120,495,
"Segment 45",71,24,40,12,34,47,8,17,9,6,22,51,196,
"Segment 46",108,15,38,29,31,62,10,18,11,20,21,71,294,
"Segment 47",12,0,0,5,10,3,0,0,0,3,0,8,28,
"Segment 48",10,6,4,9,9,8,3,4,4,3,9,14,45,
"Segment 50",9,3,0,0,6,9,0,3,3,3,4,4,14,
"Total",6334,1516,2339,1699,2776,4185,883,1373,1275,1078,2664,4442,17982,


" 80-89 years,  $150-$299 ($7,800-$15,599)"
"LTHP Type of Long-term Health Condition","Arthritis","Asthma","Cancer (including remission)","Dementia (including Alzheimer's)","Diabetes (excluding gestational diabetes)","Heart disease (including heart attack or angina)","Kidney disease","Lung condition (including COPD or emphysema)","Mental health condition (including depression or anxiety)","Stroke","Any other long-term health condition(s)","No long-term health condition(s)","Total",
"SA1 (UR)",
"Segment 01",378,75,141,97,158,255,56,78,61,68,159,260,1084,
"Segment 02",676,145,262,175,277,430,76,136,108,101,283,511,1919,
"Segment 03",390,114,160,129,157,241,38,87,68,83,150,341,1232,
"Segment 04",330,72,129,55,135,216,40,78,53,57,126,212,905,
"Segment 05",471,91,188,74,196,309,68,108,69,82,175,348,1330,
"Segment 06",120,33,50,42,68,85,28,35,24,26,54,77,361,
"Segment 07",105,28,20,28,89,76,18,24,15,33,56,67,310,
"Segment 08",412,90,153,117,179,296,40,81,78,81,202,318,1259,
"Segment 09",383,93,129,91,240,296,64,68,71,85,230,333,1345,
"Segment 10",318,64,97,82,151,192,37,65,45,57,145,205,868,
"Segment 11",605,135,216,150,343,419,94,122,92,101,265,465,1779,
"Segment 12",268,52,89,54,119,169,33,68,39,48,114,157,703,
"Segment 13",317,64,112,75,147,220,42,71,78,63,137,162,799,
"Segment 14",265,72,106,74,135,216,46,69,55,50,122,169,756,
"Segment 15",70,17,30,21,47,59,10,19,10,11,34,52,218,
"Segment 16",94,27,38,38,55,89,17,19,26,21,70,109,371,
"Segment 17",170,37,54,39,88,108,25,47,29,32,72,133,502,
"Segment 18",138,31,48,34,78,102,26,22,25,21,100,101,434,
"Segment 19",318,81,117,78,147,214,46,91,60,67,109,182,841,
"Segment 20",733,166,269,201,343,461,94,147,140,128,307,490,2017,
"Segment 21",223,54,87,34,82,156,37,51,41,37,80,166,633,
"Segment 22",164,30,52,25,95,128,26,27,29,46,96,121,507,
"Segment 23",732,126,216,210,386,405,96,121,184,121,359,453,1946,
"Segment 24",443,97,164,99,175,268,74,97,72,72,138,310,1195,
"Segment 25",534,128,157,118,277,344,69,117,97,100,212,318,1412,
