SA2_CODE_2021,C21_85_over_UOL_SE_Tot,C21_85_over_LPE_NS,C21_85_over_Tot,C21_Tot_SEO,C21_Tot_UOL_SE_Vw_w,C21_Tot_UOL_SE_Nw_Na,C21_Tot_UOL_SE_P_E_n,C21_Tot_UOL_SE_Tot,C21_Tot_LPE_NS,C21_Tot_Tot
318021484,6,5,117,8801,783,67,14,864,449,10110
318021485,7,15,221,3072,269,59,4,332,191,3594
318021486,3,0,50,5866,140,20,0,163,538,6566
318021487,4,15,78,5891,706,82,8,792,348,7033
318021488,4,5,68,4409,328,33,6,364,519,5296
318021489,5,5,45,4102,143,15,3,157,505,4767
318021490,14,3,88,7250,998,80,12,1090,779,9116
318021491,3,10,87,4369,213,21,0,234,1488,6091
318021582,7,0,98,17409,810,56,10,875,1051,19337
318021583,0,0,29,5474,220,18,3,243,356,6074
319011492,9,30,223,4884,346,95,12,447,326,5659
319011493,29,16,466,17244,868,115,9,997,773,19008
319011494,0,0,47,4912,213,38,9,261,209,5384
319011495,4,12,121,4810,656,184,8,850,584,6247
319011496,9,10,144,5091,385,55,8,446,267,5804
319011497,0,33,262,6613,260,113,3,378,450,7448
319011498,6,15,117,8251,251,66,0,321,706,9276
319011499,10,13,182,9414,327,64,6,399,965,10778
319011500,17,32,445,6749,298,63,0,366,297,7406
319011501,13,21,255,5244,238,30,0,269,303,5809
319011502,22,28,375,9837,442,73,9,523,626,10982
319021503,4,17,165,5242,378,82,11,463,687,6395
319021504,3,8,87,4663,177,27,3,211,534,5402
319021505,6,31,315,9314,494,78,12,590,643,10545
319021506,8,21,261,8363,216,26,4,246,884,9490
319021507,3,0,47,3742,61,5,0,72,341,4157
319021508,0,9,123,3211,107,11,9,117,338,3673
319021509,5,17,196,8721,210,18,0,226,1057,10003
319021510,0,0,0,11,0,0,0,0,6,17
319031511,3,23,171,5878,158,3,0,161,529,6568
319031512,8,49,533,13526,474,58,15,549,790,14866
319031513,6,18,218,6968,215,25,4,245,344,7561
319031514,9,11,221,18415,492,39,14,541,1405,20359
319031515,0,3,55,3339,79,6,0,85,357,3788
319041516,8,6,52,5334,220,19,0,235,207,5775
319041517,5,4,51,5132,232,8,7,247,190,5574
319041518,52,62,676,13886,1036,111,15,1162,810,15856
319041519,8,60,205,5126,198,13,0,217,374,5718
319041520,38,85,735,13995,716,69,9,794,994,15786
319041521,20,27,343,13308,597,43,8,649,822,14781
319051522,4,21,203,9686,265,21,0,289,620,10594
319051523,4,4,82,2786,47,8,0,59,211,3051
319051524,8,65,654,16308,433,50,0,491,1762,18558
319051525,3,16,128,8540,195,20,0,212,799,9548
319051526,0,9,87,5384,183,19,7,200,288,5872
397979799,0,0,0,32,19,0,0,22,128,183
399999499,0,10,44,9972,1085,140,19,1244,3455,14670
401011001,30,19,141,8940,6824,908,30,7766,1494,18202
401011002,48,65,287,5030,1239,95,7,1342,451,6823
401021003,3,25,127,6503,205,13,0,223,331,7051
401021004,24,18,305,16790,872,51,8,924,494,18208
401021005,11,19,211,4290,184,28,0,212,217,4726
401021006,12,14,243,8598,325,40,9,372,484,9448
401021007,16,21,426,19937,1328,121,18,1471,702,22113
401021008,5,3,66,6322,159,15,0,172,328,6825
401021009,0,3,33,4895,191,9,4,200,231,5327
401021010,29,0,85,5049,678,57,8,736,253,6042
401031011,147,16,562,13523,4582,600,47,5234,312,19066
401031012,48,11,253,6842,2918,315,21,3251,230,10328
401031013,104,33,794,12025,3787,477,45,4308,303,16635
401041014,63,0,158,7048,2150,214,17,2377,178,9601
401041015,374,127,928,12332,7314,1105,83,8502,766,21601
401041016,357,26,850,14307,7876,1135,83,9091,566,23968
401051017,67,13,237,7850,2296,244,20,2553,449,10849
401051018,264,49,722,8446,3663,605,47,4318,360,13122
401051019,176,18,416,10002,2792,376,16,3191,327,13515
401061020,31,3,108,4672,1483,182,13,1681,141,6484
401061021,175,28,365,10629,4167,510,34,4712,444,15785
401061022,52,14,339,5868,1692,181,16,1888,258,8023
401071023,121,31,467,14088,2851,328,22,3198,365,17650
401071024,202,49,1105,16136,3874,509,37,4419,440,20998
402011025,3,9,152,8916,296,27,4,326,302,9545
402011026,44,54,730,19742,990,133,10,1133,795,21662
402011027,18,5,58,5880,306,67,0,381,248,6505
402021028,33,13,292,17024,1907,361,30,2295,596,19920
402021029,18,13,184,14392,2249,588,41,2882,1041,18313
402021030,31,26,301,7115,1851,989,35,2873,839,10829
402021031,30,74,369,10764,1863,613,30,2507,779,14047
402021032,24,5,116,13465,1841,380,23,2249,500,16215
402021033,0,0,21,2277,109,11,0,118,78,2473
402021034,20,51,260,9862,1184,308,25,1513,1066,12446
402021035,45,9,132,3810,1060,421,26,1506,375,5693
402031036,152,35,562,12339,9746,2336,128,12211,1031,25578
402031038,170,21,536,12429,8175,1127,102,9411,745,22587
402031175,81,11,287,9512,6328,974,75,7378,1292,18188
402031176,54,10,185,6492,3178,445,41,3667,338,10504
402041039,0,0,0,0,0,0,0,0,0,0
402041040,90,21,450,10389,4037,660,39,4737,554,15681
402041041,53,19,247,10831,3224,569,39,3838,423,15094
402041042,0,0,0,13,3,0,0,3,0,21
402041043,84,26,276,9502,6510,1764,76,8349,613,18467
402041044,38,10,95,11532,4226,1369,38,5634,655,17816
402041046,116,42,480,10289,5243,2062,66,7370,932,18594
402041047,75,18,415,14302,2787,718,39,3544,609,18454
402041048,77,13,255,12052,3870,1590,55,5509,929,18487
402041171,25,49,120,7697,5026,694,64,5781,375,13855
402041172,51,7,155,4499,2564,680,35,3277,305,8080
402051049,35,78,310,9074,941,92,15,1045,288,10406
402051050,8,4,85,8272,566,58,3,628,121,9017
402051051,57,11,196,8659,1925,214,22,2160,235,11048
402051052,112,101,901,12125,4086,561,58,4703,670,17496
402051053,37,9,297,15744,2713,339,42,3097,405,19248
402051054,16,7,192,14889,954,101,11,1072,319,16276
402051055,126,13,467,11211,1375,236,21,1632,316,13161
403011056,25,16,647,13330,1197,134,16,1354,511,15191
403011057,87,51,840,17365,2352,216,26,2597,556,20522
403021058,73,16,337,9739,3749,597,44,4387,436,14563
403021059,27,6,172,10637,1575,167,11,1754,223,12609
403021060,35,11,219,8221,1119,126,8,1250,233,9703
403021061,68,30,555,10998,4181,600,63,4847,669,16516
403021062,86,28,735,12820,2856,443,51,3348,372,16531
403021063,22,3,142,8810,1119,126,4,1247,152,10211
403021064,96,24,624,12138,3082,466,36,3589,465,16190
403031065,11,21,194,4385,341,24,4,368,142,4896
403031066,34,24,292,5814,1378,118,17,1520,272,7608
403031067,19,10,260,11635,1027,100,15,1148,180,12963
403031068,94,19,557,12912,2309,311,25,2645,284,15842
403031069,75,6,520,13894,2109,225,27,2354,258,16506
403031070,93,20,372,5880,2078,239,20,2343,252,8475
403041071,22,22,364,10532,1038,96,3,1140,237,11911
403041072,12,51,264,14481,577,57,12,643,798,15923
403041073,28,41,218,7957,664,97,9,764,750,9475
403041074,38,15,359,9895,672,52,9,732,424,11050
403041075,0,6,34,2533,68,12,0,83,115,2729
403041076,0,0,29,4160,221,14,4,237,76,4469
403041077,25,8,175,9056,1374,152,19,1544,188,10784
403041078,14,39,145,6218,321,30,4,356,304,6875
403041079,20,10,132,6840,439,55,3,497,477,7818
403041080,24,13,337,12607,852,93,16,961,296,13864
403041081,0,0,0,0,0,0,0,0,0,0
403041082,0,0,0,16,0,0,0,0,4,23
403041083,22,9,219,6675,350,29,8,387,279,7344
403041084,37,34,354,12104,1022,171,11,1200,557,13863
403041085,28,4,158,8633,867,134,22,1025,480,10138
403041086,25,15,299,9047,806,93,6,908,329,10286
403041088,6,0,58,3324,117,6,0,130,152,3604
403041089,18,9,291,10340,893,101,16,1006,214,11552
403041177,22,9,313,12927,735,61,22,816,437,14177
403041178,15,6,157,9761,507,42,7,563,303,10629
404011090,58,10,155,6084,2186,300,32,2518,302,8897
404011091,228,11,473,10375,4707,725,55,5492,495,16361
404011092,152,12,411,12173,2724,337,27,3088,373,15634
404011093,321,10,466,12604,4761,1007,59,5818,654,19076
404011094,96,4,206,4606,1437,264,10,1714,179,6499
404011095,264,48,727,12704,3617,528,36,4179,611,17501
404011096,115,33,710,12390,2034,268,13,2316,499,15205
404011097,228,20,515,10964,6164,1484,65,7713,590,19269
404021098,0,0,0,0,0,0,0,0,0,0
404021099,69,20,406,13041,1125,133,10,1265,494,14807
404021100,36,19,345,13148,1015,119,13,1141,513,14800
404021101,103,8,238,8071,2372,674,27,3072,448,11589
404021102,264,15,483,7548,8400,2748,100,11249,850,19645
404021103,0,0,0,4,0,0,0,0,0,4
404031104,0,0,0,4,0,0,0,0,0,4
404031105,45,17,185,2268,473,56,7,538,112,2920
404031106,159,19,460,8883,3706,498,37,4236,332,13452
404031107,234,37,1029,17094,7527,1009,95,8633,752,26480
404031108,301,18,519,10758,4860,844,49,5753,511,17022
404031109,36,3,187,4254,721,62,5,796,126,5175
405011110,10,11,100,5963,153,18,5,174,350,6486
405011111,8,32,164,9055,201,11,0,213,524,9797
405011112,0,8,100,6184,124,14,0,137,221,6544
405011113,0,3,40,2796,172,28,11,214,325,3335
405011114,19,22,254,6753,184,13,3,202,205,7157
405011115,7,13,218,4353,158,9,8,178,133,4666
405021116,6,6,141,3725,147,5,0,155,220,4096
405021117,6,5,118,4613,98,19,4,118,285,5016
405021118,3,0,107,3689,91,11,4,104,286,4079
405021119,7,20,292,8632,291,25,9,324,540,9500
405031120,3,10,130,4224,93,11,4,100,269,4596
405031121,4,21,175,4714,97,13,0,110,520,5341
405031122,40,40,439,12411,616,87,10,708,775,13896
405031123,7,3,83,3059,111,14,0,123,152,3335
405041124,0,31,183,4974,98,12,0,112,324,5414
405041125,5,39,204,4697,125,14,8,144,369,5217
405041126,3,9,140,4002,117,11,0,133,298,4426
405041127,8,42,318,6762,133,8,5,148,544,7458
405041128,0,14,110,3739,72,4,0,80,325,4142
406011129,0,3,45,2218,260,9,13,283,202,2697
406011130,8,12,197,6306,121,10,4,133,388,6824
406011131,3,14,135,3789,69,0,0,71,339,4201
406011132,0,10,66,1913,24,3,0,32,183,2122
406011133,26,35,434,14388,664,56,11,730,1186,16307
406011134,0,7,69,2974,376,13,29,421,250,3646
406011135,0,0,0,42,63,0,11,79,20,136
406011136,49,35,449,18412,1314,113,22,1451,1293,21154
406011137,0,0,0,0,0,0,0,0,0,0
406021138,10,3,17,256,1640,248,117,2004,74,2333
406021139,9,14,29,910,328,29,6,370,285,1566
406021140,4,10,52,1840,98,5,3,103,197,2142
406021141,0,0,22,1536,178,6,5,184,308,2030
406021142,12,16,248,10913,928,91,21,1042,1558,13515
406021143,0,0,3,3170,325,22,5,356,453,3976
407011144,29,44,626,11634,347,24,3,381,506,12516
407011145,5,16,119,4294,182,20,0,203,397,4894
407011146,13,12,225,7331,180,18,9,205,338,7871
407011147,4,11,78,7246,220,16,8,239,481,7969
407011148,29,48,912,14711,528,42,7,577,560,15847
407011149,4,12,184,5981,160,13,4,172,340,6498
407021150,0,44,115,4939,105,10,0,115,1080,6138
407021151,0,7,118,3567,75,18,0,92,215,3872
407021152,17,12,210,4773,164,24,3,190,283,5245
407021154,7,20,198,5014,623,264,11,897,379,6293
407021155,0,4,22,2162,36,10,0,44,184,2395
407021156,3,6,56,2795,74,23,8,105,219,3107
407021157,0,8,172,5774,472,144,3,621,497,6891
407021158,4,0,43,3112,76,8,0,84,269,3470
407021173,37,82,429,13163,752,150,20,914,873,14947
407021174,28,30,395,12763,806,232,14,1053,680,14499
407031159,44,11,197,5512,472,120,8,594,295,6401
407031160,26,12,166,3441,392,72,3,464,238,4143
407031161,0,7,105,2489,174,22,4,202,234,2921
407031162,8,19,209,5015,189,33,7,228,330,5575
407031163,0,0,28,1555,49,3,0,52,126,1742
407031164,9,13,177,5920,124,11,0,143,531,6594
407031165,35,40,570,15059,1409,310,10,1729,1453,18243
407031166,5,7,51,3392,119,11,0,128,220,3732
407031167,35,24,200,3669,622,165,7,797,240,4705
407031168,23,10,72,4137,460,132,3,593,351,5080
407031169,0,17,142,4751,206,13,0,221,512,5473
407031170,3,17,186,5627,286,74,0,366,651,6646
497979799,0,0,0,0,8,0,0,8,5,12
499999499,3,0,11,2261,300,34,11,343,770,3377
501011001,4,12,148,5709,275,19,8,305,581,6595
501011003,5,12,143,10428,604,29,10,641,827,11900
501011004,10,12,139,8444,856,130,12,1006,748,10193
501011293,7,10,184,8281,507,61,11,575,499,9359
501011294,35,45,715,17389,888,119,18,1021,876,19292
501021005,8,13,200,17162,1141,138,19,1302,795,19256
501021007,0,7,62,4949,143,8,0,156,352,5457
501021008,14,14,190,5380,521,67,3,596,1006,6976
501021009,5,49,183,7873,233,29,0,266,670,8812
501021010,4,0,44,3008,69,5,6,79,202,3286
501021011,0,0,0,7,0,0,0,0,3,8
501021012,7,72,315,10751,867,87,13,964,611,12327
501021014,30,16,202,7743,897,121,11,1027,543,9309
501021015,16,9,169,6098,640,118,6,765,328,7195
501021016,9,27,106,3645,225,33,3,258,331,4234
501021251,0,6,48,8044,1245,78,20,1347,378,9770
501021252,4,0,32,2802,147,8,0,156,88,3042
501021253,44,59,543,10980,1014,92,13,1120,655,12760
501021254,3,5,57,4323,361,55,0,418,379,5119
501031017,9,10,135,6269,214,16,7,230,565,7068
501031018,9,3,127,5482,266,43,0,309,367,6155
501031019,20,9,128,4762,318,46,6,366,321,5447
501031020,15,13,123,4385,252,35,0,290,515,5198
502011021,5,11,80,7697,403,18,5,428,369,8498
502011022,3,4,184,8812,414,31,5,448,413,9664
502011023,7,98,506,8627,552,53,4,612,629,9869
502011024,20,70,580,17735,1188,94,10,1289,881,19905
502011025,12,101,399,8330,784,94,11,892,1043,10256
502011026,0,16,126,5953,186,19,0,208,439,6599
502011027,24,23,463,18235,1933,146,22,2098,922,21261
502011028,24,82,507,9796,731,83,6,814,710,11323
502011029,43,24,254,9138,388,24,0,413,710,10263
503011030,38,7,319,5736,838,51,0,889,181,6805
503011031,23,41,452,7516,1138,129,9,1278,450,9248
503011032,7,41,210,6913,464,28,4,505,331,7750
503011033,29,11,172,7388,1009,76,10,1092,137,8621
503011034,15,39,254,8773,1348,110,18,1475,515,10764
503011035,69,17,493,14078,3936,307,43,4290,568,18936
503011036,7,49,282,8165,1009,70,9,1088,359,9612
503021037,0,0,4,33,5,0,0,5,13,48
503021038,88,10,243,9670,1581,177,30,1783,420,11872
503021039,146,49,392,13530,2496,272,24,2793,612,16934
503021040,166,6,246,7520,1542,287,18,1844,333,9707
503021042,51,46,444,13620,2814,275,35,3124,787,17527
503021043,113,21,586,13339,4723,371,43,5133,633,19102
503021295,30,5,98,6310,3962,501,49,4508,982,11798
503021296,52,12,104,7428,2661,427,30,3112,873,11414
503021297,25,8,106,6040,4164,496,33,4690,1393,12119
504011044,60,23,360,12856,1966,284,37,2285,794,15932
504011045,161,56,683,18629,4176,753,59,4989,900,24523
504011046,33,54,166,9254,2815,379,46,3238,801,13294
504011047,182,36,525,13625,6698,1485,68,8250,845,22714
504011048,94,10,216,5276,2111,419,22,2552,179,8002
504021049,0,0,30,2525,94,13,0,114,1999,4633
504021050,9,10,122,6551,382,25,7,408,259,7223
504021051,8,0,87,5181,341,16,7,370,235,5780
504021052,0,0,0,10,0,0,0,0,0,10
504021053,7,29,259,12230,477,30,5,512,562,13305
504021054,56,88,366,10359,1519,173,12,1704,780,12838
504031055,0,0,0,5,0,0,0,0,0,5
504031056,57,14,198,12040,4565,1180,39,5781,680,18505
504031057,41,11,159,11650,7146,1406,72,8621,1080,21348
504031058,0,7,38,4958,260,19,0,276,371,5605
504031060,0,4,37,2532,120,4,0,119,158,2818
504031061,4,4,61,4542,606,54,16,674,188,5408
504031062,25,3,84,8308,3134,490,39,3670,544,12518
504031063,0,0,0,12,0,0,0,3,4,25
504031064,0,0,0,0,0,0,0,0,0,0
504031065,25,8,108,4338,917,117,8,1043,295,5678
504031066,93,102,426,8304,1665,225,25,1910,872,11087
504031067,7,8,66,6097,606,72,4,676,250,7019
504031068,14,0,74,10178,1697,150,20,1864,413,12457
504031069,0,0,0,0,0,0,0,0,0,0
504031298,5,3,57,11614,3249,287,41,3574,486,15680
504031299,5,0,26,6891,3504,364,62,3935,339,11164
504031300,35,27,334,14467,3126,378,41,3537,1002,19011
505011070,10,9,106,9094,967,126,16,1104,349,10556
505011071,15,4,150,11752,1519,125,20,1659,403,13819
505011072,43,10,314,13874,1639,135,18,1791,312,15982
505011073,34,3,185,11683,1416,177,13,1603,434,13723
505011074,18,7,123,9124,959,98,5,1068,384,10572
505011075,19,6,162,9748,1100,74,10,1196,254,11200
505011076,3,6,55,8262,1191,85,10,1293,183,9737
505011077,47,41,338,11160,1854,201,17,2072,613,13845
505011078,50,27,559,11642,1138,109,18,1269,289,13204
505011079,15,11,193,10214,918,52,3,973,303,11493
505011080,25,3,118,6997,790,73,13,876,254,8125
505011081,16,10,104,7442,872,85,13,970,214,8626
505011082,25,17,204,9059,803,54,4,862,267,10193
505011083,21,12,177,8333,1001,88,10,1097,147,9579
505021084,251,30,509,10876,3884,596,75,4557,602,16025
505021085,74,10,207,8766,8280,2340,91,10712,1557,21032
505021087,0,0,0,0,0,0,0,0,0,0
505021088,59,112,485,14203,2944,340,41,3322,945,18468
505021089,81,65,773,19178,2539,260,26,2822,605,22602
505021090,111,22,301,9624,7437,1348,110,8895,1292,19818
505021091,0,0,0,137,40,8,0,48,33,219
505021092,33,8,270,14161,2172,180,17,2372,1019,17552
505021093,160,8,270,8607,4855,599,43,5503,513,14620
505021094,10,7,169,7121,542,43,10,599,248,7965
505021095,125,23,345,8176,3495,477,38,4014,629,12820
505021096,71,14,494,11585,2807,277,22,3106,347,15044
505021097,179,28,836,12103,3828,501,35,4368,594,17066
505021301,172,20,384,6959,3862,761,56,4680,282,11927
505021302,116,22,468,8706,3168,532,31,3736,543,12985
505031098,46,6,152,6451,3585,1180,32,4798,437,11687
505031099,29,34,544,19095,3018,348,38,3405,1186,23679
505031100,5,4,58,14755,2971,307,33,3315,577,18641
505031101,13,0,71,10378,2514,333,30,2875,645,13904
505031102,38,6,98,5008,2469,929,42,3436,458,8897
505031104,81,72,258,6095,2943,931,28,3908,484,10483
505031105,33,20,261,17828,2002,139,14,2160,773,20764
505031106,0,0,0,6,0,0,0,0,0,6
505031107,8,7,166,11232,1737,172,12,1918,409,13569
505031255,0,0,37,11214,1962,141,28,2129,562,13904
505031256,0,0,5,574,67,17,4,89,66,723
505031257,0,0,35,3292,229,8,0,243,291,3822
505031258,19,29,151,9371,938,90,6,1033,606,11009
505031303,21,0,93,10193,2219,277,21,2518,428,13139
505031304,21,0,75,9232,5032,726,50,5806,354,15401
505031305,51,16,252,8965,4316,555,31,4902,338,14199
505031306,26,59,363,12100,1760,231,15,2002,576,14678
506011110,42,49,363,17313,3741,426,40,4207,1643,23166
506011111,0,0,0,0,0,0,0,0,0,3
506011112,12,0,63,4409,865,174,18,1052,331,5793
506011114,27,50,238,8631,1074,146,25,1242,730,10604
506011115,20,4,137,7301,608,31,11,650,288,8241
506011116,5,6,79,6534,464,37,3,498,207,7243
506011117,4,0,68,7997,2391,347,39,2775,640,11409
506011307,11,0,29,6128,4720,454,77,5254,289,11667
506011308,8,0,30,8610,6280,660,111,7050,392,16049
506021118,48,95,432,9934,3406,522,48,3978,1173,15082
506021119,61,16,233,12154,3606,458,42,4109,978,17245
506021120,0,0,0,0,0,0,0,0,0,0
506021121,0,0,0,0,0,0,0,0,20,20
506021123,60,13,182,10621,3921,410,44,4378,817,15816
506021309,36,13,197,5222,2635,368,38,3042,594,8864
506021310,29,12,142,4178,2438,381,40,2861,363,7394
506021311,42,10,136,6796,2979,477,46,3497,602,10897
506031124,138,239,943,11242,6908,932,86,7925,1447,20612
506031125,21,3,88,6256,3125,467,23,3620,204,10078
506031126,0,0,0,0,0,0,0,0,4,3
506031127,52,10,176,7454,10216,1622,174,12012,1190,20655
506031128,50,41,319,9132,3589,775,36,4397,467,13992
506031129,57,16,428,8581,4995,590,44,5626,303,14518
506031130,0,0,0,7,9,0,0,9,5,16
506031131,51,6,235,10164,7651,1037,48,8736,359,19262
506041132,56,10,210,9979,7476,1588,96,9159,1139,20280
506041133,74,18,324,12004,9063,1491,93,10645,1766,24415
506041134,55,107,584,14116,4639,976,75,5685,1344,21146
506041135,27,6,116,13626,6593,876,80,7541,698,21869
506041136,55,87,307,8477,4634,857,60,5555,974,15005
506041137,56,12,329,15337,6115,1225,69,7415,912,23665
506051138,35,20,292,14244,4021,503,60,4584,902,19729
506051139,18,16,246,10535,1019,104,16,1142,524,12198
506051140,41,13,439,13612,967,74,20,1056,465,15136
506051141,45,37,315,10478,770,66,5,839,386,11698
506061142,18,3,129,16712,2749,247,37,3032,725,20471
506061143,6,3,62,6449,370,39,5,419,301,7165
506061144,6,3,56,3795,171,6,5,176,630,4607
506071145,53,91,523,10790,2806,280,42,3125,663,14575
506071146,60,71,419,8199,2585,323,37,2942,507,11653
506071147,33,41,290,13364,2720,294,31,3046,813,17226
507011148,18,8,197,15982,4575,586,57,5221,541,21746
507011150,0,0,0,15,0,0,0,0,3,21
507011151,0,0,0,0,0,0,0,0,0,0
507011152,51,10,162,7592,1582,165,11,1765,462,9816
507011153,23,9,144,6653,1304,135,14,1456,394,8503
507011154,108,63,320,8111,2132,305,33,2472,745,11327
507011155,0,0,0,6,0,0,0,0,3,10
507011158,23,3,84,3035,492,58,10,562,149,3741
507011159,37,22,227,8810,2047,296,29,2372,548,11723
507011160,183,9,352,8009,2397,447,27,2863,394,11268
507011161,23,25,138,11939,4334,568,64,4966,550,17454
507011163,15,4,71,5956,1185,170,17,1374,306,7631
507011259,18,4,70,7597,1942,201,23,2165,368,10128
507011260,3,0,33,2010,338,42,3,384,58,2446
507021164,41,40,254,6902,553,51,3,609,308,7819
507021165,149,14,403,13587,1762,281,19,2061,1075,16720
507021166,132,81,451,12376,1896,249,25,2167,823,15372
507021167,0,0,0,4,0,0,0,0,0,5
507031169,3,4,44,11510,5119,503,87,5710,729,17953
507031170,17,11,214,6102,791,79,16,884,452,7434
507031172,0,0,0,64,12,0,0,7,7,75
507031173,0,0,0,17,4,0,0,4,0,24
507031174,15,4,134,8726,1615,192,20,1826,733,11286
507031261,4,6,26,6030,1441,132,28,1602,1457,9084
507041175,36,10,269,8584,2548,249,16,2807,333,11725
507041176,33,4,101,2564,1040,122,11,1169,100,3832
507041177,45,31,445,12798,1273,114,18,1402,577,14778
507041178,79,22,547,11528,3165,351,28,3548,404,15476
507041179,35,39,376,5019,2449,293,19,2761,246,8030
507041180,23,3,139,8422,1997,260,19,2279,180,10883
507041181,82,52,705,14911,1866,142,15,2024,518,17452
507041182,81,97,480,8590,2956,350,22,3328,568,12489
507041183,23,13,198,4400,648,76,15,739,309,5447
507041184,44,4,103,3871,1776,252,11,2036,110,6020
507051186,14,9,194,7203,698,78,10,777,518,8503
507051187,14,25,216,11791,884,91,13,987,704,13477
507051188,40,101,628,13366,1337,211,18,1569,1475,16411
507051189,0,0,0,3,0,0,0,0,0,3
507051190,6,113,436,10588,663,62,10,732,716,12039
507051191,6,8,104,20063,1169,80,22,1268,843,22178
507051192,14,35,180,10682,986,115,12,1122,735,12539
507051193,9,3,137,9518,651,60,7,725,502,10741
507051312,0,0,49,9579,1305,108,21,1441,634,11651
507051313,9,6,124,22086,2632,205,21,2855,1110,26046
507051314,0,0,15,1862,120,11,0,133,101,2096
509011225,31,56,764,12971,1025,94,9,1129,728,14828
509011226,0,3,28,3282,146,4,0,148,274,3707
509011227,0,8,120,4738,220,19,0,239,233,5211
509011228,3,18,155,5481,237,14,5,249,576,6310
509011229,0,0,20,2454,146,8,0,156,249,2862
509011230,14,6,105,3226,557,275,17,842,444,4512
509011231,3,11,81,3473,169,10,8,187,389,4053
509011232,0,10,63,3108,99,7,0,108,467,3679
509011233,18,18,192,9944,726,134,4,865,528,11333
509011234,3,30,117,4425,283,65,3,350,609,5388
509011235,0,0,0,0,0,0,0,0,0,0
509021236,8,9,77,5208,256,17,3,278,449,5930
509021237,4,13,120,3108,161,6,11,180,505,3789
509021238,0,4,72,3378,88,13,0,99,323,3801
509021239,4,15,154,7503,554,108,18,681,753,8929
509021240,7,27,131,4018,220,23,4,245,619,4893
509021241,3,11,101,3639,246,18,4,266,568,4471
509021242,4,13,60,2447,126,16,4,141,417,3005
509021243,15,31,237,9341,557,72,10,636,1386,11358
509021244,6,7,72,3932,145,17,0,166,502,4601
509021245,3,26,166,4509,159,10,5,168,478,5158
509031246,0,15,119,3054,129,9,3,141,310,3504
509031247,6,17,66,3592,143,18,0,158,492,4249
509031248,4,4,36,2058,87,6,6,98,213,2376
509031249,3,30,154,3479,389,38,5,431,464,4370
509031250,0,3,104,4222,128,5,0,138,506,4859
510011262,8,15,63,10859,1624,101,16,1741,2053,14660
510011263,12,4,29,3130,2218,338,63,2615,1293,7045
510011264,4,3,11,1440,1594,133,73,1800,368,3603
510011265,0,13,25,5252,901,73,30,997,1229,7477
510011266,0,3,15,1569,449,26,24,496,239,2310
510021267,9,3,13,2555,1358,140,16,1510,1848,5910
510021268,0,0,0,3084,612,31,10,654,501,4239
510021269,0,0,3,3213,454,30,6,491,545,4253
510021270,6,4,18,7442,1760,127,31,1921,1686,11046
